state	year	county	precinct	g2012_USP_adv	g2012_USP_edv	g2012_USP_ldv	g2012_USP_dv	g2012_USP_arv	g2012_USP_erv	g2012_USP_lrv	g2012_USP_rv	g2012_USP_tv	g2012_USP_atv	g2012_USP_etv	g2012_USP_ltv	cd	g2012_USH_adv	g2012_USH_edv	g2012_USH_ldv	g2012_USH_dv	g2012_USH_arv	g2012_USH_erv	g2012_USH_lrv	g2012_USH_rv	g2012_USH_tv	g2012_USH_atv	g2012_USH_etv	g2012_USH_ltv	cd2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_ldv2	g2012_USH_dv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_lrv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_atv2	g2012_USH_etv2	g2012_USH_ltv2	sd	g2012_STS_adv	g2012_STS_edv	g2012_STS_ldv	g2012_STS_dv	g2012_STS_arv	g2012_STS_erv	g2012_STS_lrv	g2012_STS_rv	g2012_STS_tv	g2012_STS_atv	g2012_STS_etv	g2012_STS_ltv	sd2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_ldv2	g2012_STS_dv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_lrv2	g2012_STS_rv2	g2012_STS_tv2	g2012_STS_atv2	g2012_STS_etv2	g2012_STS_ltv2	ld	g2012_STH_adv	g2012_STH_edv	g2012_STH_ldv	g2012_STH_dv	g2012_STH_arv	g2012_STH_erv	g2012_STH_lrv	g2012_STH_rv	g2012_STH_tv	g2012_STH_atv	g2012_STH_etv	g2012_STH_ltv	ld2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_ldv2	g2012_STH_dv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_lrv2	g2012_STH_rv2	g2012_STH_tv2	g2012_STH_atv2	g2012_STH_etv2	g2012_STH_ltv2	ld3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_ldv3	g2012_STH_dv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_lrv3	g2012_STH_rv3	g2012_STH_tv3	g2012_STH_atv3	g2012_STH_etv3	g2012_STH_ltv3	ld4	g2012_STH_adv4	g2012_STH_edv4	g2012_STH_ldv4	g2012_STH_dv4	g2012_STH_arv4	g2012_STH_erv4	g2012_STH_lrv4	g2012_STH_rv4	g2012_STH_tv4	g2012_STH_atv4	g2012_STH_etv4	g2012_STH_ltv4	ld5	g2012_STH_adv5	g2012_STH_edv5	g2012_STH_ldv5	g2012_STH_dv5	g2012_STH_arv5	g2012_STH_erv5	g2012_STH_lrv5	g2012_STH_rv5	g2012_STH_tv5	g2012_STH_atv5	g2012_STH_etv5	g2012_STH_ltv5	ld6	g2012_STH_adv6	g2012_STH_edv6	g2012_STH_ldv6	g2012_STH_dv6	g2012_STH_arv6	g2012_STH_erv6	g2012_STH_lrv6	g2012_STH_rv6	g2012_STH_tv6	g2012_STH_atv6	g2012_STH_etv6	g2012_STH_ltv6	ld7	g2012_STH_adv7	g2012_STH_edv7	g2012_STH_ldv7	g2012_STH_dv7	g2012_STH_arv7	g2012_STH_erv7	g2012_STH_lrv7	g2012_STH_rv7	g2012_STH_tv7	g2012_STH_atv7	g2012_STH_etv7	g2012_STH_ltv7	ld8	g2012_STH_adv8	g2012_STH_edv8	g2012_STH_ldv8	g2012_STH_dv8	g2012_STH_arv8	g2012_STH_erv8	g2012_STH_lrv8	g2012_STH_rv8	g2012_STH_tv8	g2012_STH_atv8	g2012_STH_etv8	g2012_STH_ltv8	ld9	g2012_STH_adv9	g2012_STH_edv9	g2012_STH_ldv9	g2012_STH_dv9	g2012_STH_arv9	g2012_STH_erv9	g2012_STH_lrv9	g2012_STH_rv9	g2012_STH_tv9	g2012_STH_atv9	g2012_STH_etv9	g2012_STH_ltv9
"OK"	2012	"OKLAHOMA"	550122	0	0	595	595	0	0	195	195	790	0	0	790	5	0	0	544	544	0	0	195	195	774	0	0	774																																								99	0	0	589	589	0	0	176	176	765	0	0	765																																																																																																								
"OK"	2012	"OKLAHOMA"	550123	0	0	667	667	0	0	351	351	1018	0	0	1018	5	0	0	622	622	0	0	344	344	1009	0	0	1009																																								99	0	0	682	682	0	0	318	318	1000	0	0	1000																																																																																																								
"OK"	2012	"OKLAHOMA"	550124	0	0	508	508	0	0	435	435	943	0	0	943	5	0	0	472	472	0	0	430	430	943	0	0	943																																								83	0	0	477	477	0	0	446	446	923	0	0	923																																																																																																								
"OK"	2012	"OKLAHOMA"	550125	0	0	504	504	0	0	222	222	726	0	0	726	5	0	0	454	454	0	0	230	230	719	0	0	719																																								99	0	0	502	502	0	0	205	205	707	0	0	707																																																																																																								
"OK"	2012	"OKLAHOMA"	550126	0	0	735	735	0	0	349	349	1084	0	0	1084	5	0	0	671	671	0	0	349	349	1074	0	0	1074																																								83	0	0	690	690	0	0	366	366	1056	0	0	1056																																																																																																								
"OK"	2012	"OKLAHOMA"	550127	0	0	402	402	0	0	803	803	1205	0	0	1205	5	0	0	359	359	0	0	797	797	1195	0	0	1195																																								83	0	0	375	375	0	0	800	800	1175	0	0	1175																																																																																																								
"OK"	2012	"OKLAHOMA"	550128	0	0	513	513	0	0	827	827	1340	0	0	1340	5	0	0	438	438	0	0	816	816	1325	0	0	1325																																								83	0	0	467	467	0	0	827	827	1294	0	0	1294																																																																																																								
"OK"	2012	"OKLAHOMA"	550129	0	0	231	231	0	0	352	352	583	0	0	583	5	0	0	208	208	0	0	334	334	564	0	0	564																																								83	0	0	209	209	0	0	333	333	542	0	0	542																																																																																																								
"OK"	2012	"OKLAHOMA"	550130	0	0	531	531	0	0	1028	1028	1559	0	0	1559	5	0	0	467	467	0	0	1016	1016	1555	0	0	1555																																								83	0	0	487	487	0	0	1037	1037	1524	0	0	1524																																																																																																								
"OK"	2012	"OKLAHOMA"	550131	0	0	210	210	0	0	540	540	750	0	0	750	5	0	0	187	187	0	0	540	540	745	0	0	745																																								83	0	0	173	173	0	0	550	550	723	0	0	723																																																																																																								
"OK"	2012	"OKLAHOMA"	550132	0	0	244	244	0	0	551	551	795	0	0	795	5	0	0	208	208	0	0	559	559	786	0	0	786																																								83	0	0	226	226	0	0	540	540	766	0	0	766																																																																																																								
"OK"	2012	"OKLAHOMA"	550133	0	0	297	297	0	0	634	634	931	0	0	931	5	0	0	263	263	0	0	628	628	927	0	0	927																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550134	0	0	454	454	0	0	1284	1284	1738	0	0	1738	5	0	0	392	392	0	0	1293	1293	1727	0	0	1727																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550135	0	0	134	134	0	0	342	342	476	0	0	476	5	0	0	115	115	0	0	337	337	467	0	0	467																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550136	0	0	524	524	0	0	1263	1263	1787	0	0	1787	5	0	0	426	426	0	0	1272	1272	1763	0	0	1763																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550137	0	0	180	180	0	0	827	827	1007	0	0	1007	5	0	0	140	140	0	0	831	831	1003	0	0	1003																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550138	0	0	69	69	0	0	385	385	454	0	0	454	5	0	0	64	64	0	0	371	371	451	0	0	451																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550139	0	0	351	351	0	0	1143	1143	1494	0	0	1494	5	0	0	280	280	0	0	1153	1153	1479	0	0	1479																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550140	0	0	180	180	0	0	668	668	848	0	0	848	5	0	0	161	161	0	0	657	657	839	0	0	839																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550141	0	0	406	406	0	0	913	913	1319	0	0	1319	5	0	0	342	342	0	0	913	913	1303	0	0	1303																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550142	0	0	676	676	0	0	1162	1162	1838	0	0	1838	5	0	0	587	587	0	0	1167	1167	1822	0	0	1822																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550143	0	0	299	299	0	0	757	757	1056	0	0	1056	5	0	0	249	249	0	0	767	767	1046	0	0	1046																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550144	0	0	378	378	0	0	793	793	1171	0	0	1171	5	0	0	346	346	0	0	768	768	1156	0	0	1156																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550145	0	0	236	236	0	0	774	774	1010	0	0	1010	5	0	0	226	226	0	0	755	755	1008	0	0	1008																																								83	0	0	213	213	0	0	777	777	990	0	0	990																																																																																																								
"OK"	2012	"OKLAHOMA"	550146	0	0	380	380	0	0	992	992	1372	0	0	1372	5	0	0	333	333	0	0	983	983	1360	0	0	1360																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550147	0	0	148	148	0	0	331	331	479	0	0	479	5	0	0	128	128	0	0	332	332	475	0	0	475																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550148	0	0	508	508	0	0	935	935	1443	0	0	1443	5	0	0	454	454	0	0	939	939	1433	0	0	1433																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550149	0	0	380	380	0	0	1267	1267	1647	0	0	1647	5	0	0	336	336	0	0	1248	1248	1631	0	0	1631																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550150	0	0	553	553	0	0	1115	1115	1668	0	0	1668	5	0	0	498	498	0	0	1102	1102	1652	0	0	1652																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550151	0	0	579	579	0	0	1024	1024	1603	0	0	1603	5	0	0	487	487	0	0	1043	1043	1591	0	0	1591																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550152	0	0	509	509	0	0	981	981	1490	0	0	1490	5	0	0	445	445	0	0	986	986	1481	0	0	1481																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550153	0	0	534	534	0	0	1194	1194	1728	0	0	1728	5	0	0	482	482	0	0	1164	1164	1705	0	0	1705																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550154	0	0	625	625	0	0	1159	1159	1784	0	0	1784	5	0	0	560	560	0	0	1147	1147	1769	0	0	1769																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550155	0	0	203	203	0	0	395	395	598	0	0	598	5	0	0	182	182	0	0	384	384	595	0	0	595																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550156	0	0	716	716	0	0	851	851	1567	0	0	1567	5	0	0	635	635	0	0	856	856	1551	0	0	1551																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550157	0	0	37	37	0	0	27	27	64	0	0	64	5	0	0	31	31	0	0	28	28	64	0	0	64																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550158	0	0	508	508	0	0	697	697	1205	0	0	1205	5	0	0	442	442	0	0	691	691	1192	0	0	1192																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550159	0	0	600	600	0	0	905	905	1505	0	0	1505	5	0	0	534	534	0	0	906	906	1495	0	0	1495																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550160	0	0	252	252	0	0	855	855	1107	0	0	1107	5	0	0	230	230	0	0	853	853	1098	0	0	1098																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550161	0	0	558	558	0	0	398	398	956	0	0	956	5	0	0	504	504	0	0	388	388	950	0	0	950																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550162	0	0	276	276	0	0	602	602	878	0	0	878	5	0	0	239	239	0	0	592	592	873	0	0	873																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550163	0	0	549	549	0	0	599	599	1148	0	0	1148	5	0	0	493	493	0	0	587	587	1132	0	0	1132																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550164	0	0	268	268	0	0	420	420	688	0	0	688	5	0	0	223	223	0	0	422	422	684	0	0	684																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550165	0	0	176	176	0	0	663	663	839	0	0	839	5	0	0	181	181	0	0	617	617	833	0	0	833																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550166	0	0	90	90	0	0	175	175	265	0	0	265	5	0	0	82	82	0	0	172	172	266	0	0	266																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550167	0	0	188	188	0	0	225	225	413	0	0	413	5	0	0	173	173	0	0	216	216	413	0	0	413																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550168	0	0	105	105	0	0	175	175	280	0	0	280	5	0	0	91	91	0	0	165	165	278	0	0	278																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550169	0	0	474	474	0	0	467	467	941	0	0	941	5	0	0	435	435	0	0	442	442	927	0	0	927																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550170	0	0	381	381	0	0	417	417	798	0	0	798	5	0	0	342	342	0	0	399	399	792	0	0	792																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550171	0	0	481	481	0	0	515	515	996	0	0	996	5	0	0	426	426	0	0	510	510	990	0	0	990																																								87	0	0	472	472	0	0	495	495	967	0	0	967																																																																																																								
"OK"	2012	"OKLAHOMA"	550172	0	0	503	503	0	0	576	576	1079	0	0	1079	5	0	0	460	460	0	0	557	557	1071	0	0	1071																																								87	0	0	512	512	0	0	545	545	1057	0	0	1057																																																																																																								
"OK"	2012	"OKLAHOMA"	550173	0	0	529	529	0	0	734	734	1263	0	0	1263	5	0	0	479	479	0	0	726	726	1253	0	0	1253																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550174	0	0	258	258	0	0	427	427	685	0	0	685	5	0	0	226	226	0	0	427	427	686	0	0	686																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550175	0	0	155	155	0	0	200	200	355	0	0	355	5	0	0	126	126	0	0	195	195	355	0	0	355																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550176	0	0	326	326	0	0	588	588	914	0	0	914	5	0	0	299	299	0	0	570	570	904	0	0	904																																								87	0	0	329	329	0	0	563	563	892	0	0	892																																																																																																								
"OK"	2012	"OKLAHOMA"	550177	0	0	422	422	0	0	706	706	1128	0	0	1128	5	0	0	382	382	0	0	687	687	1117	0	0	1117																																								87	0	0	406	406	0	0	695	695	1101	0	0	1101																																																																																																								
"OK"	2012	"OKLAHOMA"	550178	0	0	327	327	0	0	489	489	816	0	0	816	5	0	0	286	286	0	0	480	480	808	0	0	808																																								87	0	0	302	302	0	0	491	491	793	0	0	793																																																																																																								
"OK"	2012	"OKLAHOMA"	550179	0	0	426	426	0	0	659	659	1085	0	0	1085	5	0	0	387	387	0	0	654	654	1079	0	0	1079																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550180	0	0	296	296	0	0	416	416	712	0	0	712	5	0	0	255	255	0	0	407	407	709	0	0	709																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550181	0	0	240	240	0	0	311	311	551	0	0	551	5	0	0	203	203	0	0	314	314	547	0	0	547																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550182	0	0	307	307	0	0	213	213	520	0	0	520	5	0	0	279	279	0	0	206	206	517	0	0	517																																								87	0	0	305	305	0	0	207	207	512	0	0	512																																																																																																								
"OK"	2012	"OKLAHOMA"	550183	0	0	420	420	0	0	520	520	940	0	0	940	5	0	0	372	372	0	0	500	500	927	0	0	927																																								87	0	0	430	430	0	0	480	480	910	0	0	910																																																																																																								
"OK"	2012	"OKLAHOMA"	550184	0	0	548	548	0	0	473	473	1021	0	0	1021	5	0	0	493	493	0	0	461	461	1016	0	0	1016																																								87	0	0	537	537	0	0	465	465	1002	0	0	1002																																																																																																								
"OK"	2012	"OKLAHOMA"	550185	0	0	200	200	0	0	176	176	376	0	0	376	5	0	0	186	186	0	0	167	167	372	0	0	372																																								88	0	0	220	220	0	0	145	145	365	0	0	365																																																																																																								
"OK"	2012	"OKLAHOMA"	550186	0	0	301	301	0	0	279	279	580	0	0	580	5	0	0	272	272	0	0	272	272	575	0	0	575																																								88	0	0	339	339	0	0	228	228	567	0	0	567																																																																																																								
"OK"	2012	"OKLAHOMA"	550187	0	0	67	67	0	0	59	59	126	0	0	126	5	0	0	53	53	0	0	58	58	122	0	0	122																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550188	0	0	3	3	0	0	0	0	3	0	0	3	5	0	0	3	3	0	0	0	0	3	0	0	3																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550189	0	0	100	100	0	0	68	68	168	0	0	168	5	0	0	77	77	0	0	71	71	165	0	0	165																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550190	0	0	283	283	0	0	99	99	382	0	0	382	5	0	0	255	255	0	0	96	96	377	0	0	377																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550191	0	0	395	395	0	0	227	227	622	0	0	622	5	0	0	363	363	0	0	209	209	620	0	0	620																																								88	0	0	442	442	0	0	172	172	614	0	0	614																																																																																																								
"OK"	2012	"OKLAHOMA"	550192	0	0	684	684	0	0	504	504	1188	0	0	1188	5	0	0	626	626	0	0	499	499	1183	0	0	1183																																								88	0	0	755	755	0	0	404	404	1159	0	0	1159																																																																																																								
"OK"	2012	"OKLAHOMA"	550193	0	0	507	507	0	0	329	329	836	0	0	836	5	0	0	455	455	0	0	323	323	829	0	0	829																																								88	0	0	568	568	0	0	248	248	816	0	0	816																																																																																																								
"OK"	2012	"OKLAHOMA"	550194	0	0	449	449	0	0	272	272	721	0	0	721	5	0	0	415	415	0	0	267	267	716	0	0	716																																								88	0	0	492	492	0	0	216	216	708	0	0	708																																																																																																								
"OK"	2012	"OKLAHOMA"	550195	0	0	673	673	0	0	693	693	1366	0	0	1366	5	0	0	587	587	0	0	665	665	1344	0	0	1344																																								87	0	0	663	663	0	0	658	658	1321	0	0	1321																																																																																																								
"OK"	2012	"OKLAHOMA"	550196	0	0	631	631	0	0	999	999	1630	0	0	1630	5	0	0	581	581	0	0	977	977	1612	0	0	1612																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550197	0	0	538	538	0	0	331	331	869	0	0	869	5	0	0	483	483	0	0	316	316	858	0	0	858																																								88	0	0	592	592	0	0	246	246	838	0	0	838																																																																																																								
"OK"	2012	"OKLAHOMA"	550198	0	0	469	469	0	0	322	322	791	0	0	791	5	0	0	430	430	0	0	311	311	788	0	0	788																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550199	0	0	396	396	0	0	356	356	752	0	0	752	5	0	0	364	364	0	0	349	349	742	0	0	742																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550200	0	0	946	946	0	0	447	447	1393	0	0	1393	5	0	0	837	837	0	0	448	448	1387	0	0	1387																																								88	0	0	1007	1007	0	0	356	356	1363	0	0	1363																																																																																																								
"OK"	2012	"OKLAHOMA"	550201	0	0	508	508	0	0	252	252	760	0	0	760	5	0	0	450	450	0	0	244	244	755	0	0	755																																								88	0	0	548	548	0	0	205	205	753	0	0	753																																																																																																								
"OK"	2012	"OKLAHOMA"	550202	0	0	341	341	0	0	251	251	592	0	0	592	5	0	0	320	320	0	0	243	243	590	0	0	590																																								88	0	0	381	381	0	0	198	198	579	0	0	579																																																																																																								
"OK"	2012	"OKLAHOMA"	550203	0	0	441	441	0	0	234	234	675	0	0	675	5	0	0	397	397	0	0	229	229	667	0	0	667																																								88	0	0	469	469	0	0	186	186	655	0	0	655																																																																																																								
"OK"	2012	"OKLAHOMA"	550204	0	0	833	833	0	0	620	620	1453	0	0	1453	5	0	0	748	748	0	0	629	629	1438	0	0	1438																																								88	0	0	973	973	0	0	440	440	1413	0	0	1413																																																																																																								
"OK"	2012	"OKLAHOMA"	550205	0	0	279	279	0	0	259	259	538	0	0	538	5	0	0	245	245	0	0	238	238	531	0	0	531																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550206	0	0	188	188	0	0	81	81	269	0	0	269	5	0	0	161	161	0	0	75	75	262	0	0	262																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550207	0	0	490	490	0	0	322	322	812	0	0	812	5	0	0	428	428	0	0	321	321	798	0	0	798																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550208	0	0	8	8	0	0	8	8	16	0	0	16	5	0	0	8	8	0	0	6	6	17	0	0	17																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550209	0	0	410	410	0	0	272	272	682	0	0	682	5	0	0	385	385	0	0	242	242	673	0	0	673																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550210	0	0	332	332	0	0	289	289	621	0	0	621	5	0	0	299	299	0	0	275	275	614	0	0	614																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550211	0	0	301	301	0	0	207	207	508	0	0	508	5	0	0	291	291	0	0	176	176	503	0	0	503																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550212	0	0	272	272	0	0	209	209	481	0	0	481	5	0	0	250	250	0	0	202	202	476	0	0	476																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550213	0	0	156	156	0	0	112	112	268	0	0	268	5	0	0	141	141	0	0	108	108	268	0	0	268																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550214	0	0	156	156	0	0	235	235	391	0	0	391	5	0	0	149	149	0	0	221	221	392	0	0	392																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550215	0	0	329	329	0	0	287	287	616	0	0	616	5	0	0	299	299	0	0	268	268	608	0	0	608																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550216	0	0	11	11	0	0	4	4	15	0	0	15	5	0	0	9	9	0	0	5	5	14	0	0	14																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550217	0	0	322	322	0	0	388	388	710	0	0	710	5	0	0	293	293	0	0	355	355	709	0	0	709																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550218	0	0	416	416	0	0	598	598	1014	0	0	1014	5	0	0	377	377	0	0	576	576	1007	0	0	1007																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550219	0	0	237	237	0	0	276	276	513	0	0	513	5	0	0	234	234	0	0	244	244	506	0	0	506																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550220	0	0	425	425	0	0	547	547	972	0	0	972	5	0	0	386	386	0	0	529	529	967	0	0	967																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550221	0	0	406	406	0	0	589	589	995	0	0	995	5	0	0	388	388	0	0	554	554	983	0	0	983																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550222	0	0	289	289	0	0	364	364	653	0	0	653	5	0	0	247	247	0	0	355	355	646	0	0	646																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550223	0	0	314	314	0	0	250	250	564	0	0	564	5	0	0	275	275	0	0	247	247	555	0	0	555																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550224	0	0	309	309	0	0	363	363	672	0	0	672	5	0	0	278	278	0	0	335	335	668	0	0	668																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550225	0	0	73	73	0	0	62	62	135	0	0	135	5	0	0	71	71	0	0	54	54	130	0	0	130																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550226	0	0	332	332	0	0	365	365	697	0	0	697	5	0	0	310	310	0	0	332	332	687	0	0	687																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550227	0	0	242	242	0	0	298	298	540	0	0	540	5	0	0	212	212	0	0	285	285	532	0	0	532																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550228	0	0	291	291	0	0	362	362	653	0	0	653	5	0	0	262	262	0	0	333	333	639	0	0	639																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550229	0	0	337	337	0	0	586	586	923	0	0	923	5	0	0	307	307	0	0	573	573	920	0	0	920																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550230	0	0	319	319	0	0	629	629	948	0	0	948	5	0	0	299	299	0	0	588	588	931	0	0	931																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550231	0	0	286	286	0	0	402	402	688	0	0	688	5	0	0	251	251	0	0	394	394	682	0	0	682																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550232	0	0	292	292	0	0	527	527	819	0	0	819	5	0	0	270	270	0	0	505	505	808	0	0	808																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550233	0	0	125	125	0	0	164	164	289	0	0	289	5	0	0	119	119	0	0	145	145	288	0	0	288																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550234	0	0	347	347	0	0	350	350	697	0	0	697	5	0	0	316	316	0	0	321	321	689	0	0	689																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550235	0	0	351	351	0	0	196	196	547	0	0	547	5	0	0	331	331	0	0	181	181	546	0	0	546																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550236	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0																																								99	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																								
"OK"	2012	"OKLAHOMA"	550237	0	0	4	4	0	0	0	0	4	0	0	4	5	0	0	4	4	0	0	0	0	4	0	0	4																																								99	0	0	4	4	0	0	0	0	4	0	0	4																																																																																																								
"OK"	2012	"OKLAHOMA"	550238	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0																																								99	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																								
"OK"	2012	"OKLAHOMA"	550239	0	0	496	496	0	0	133	133	629	0	0	629	5	0	0	459	459	0	0	133	133	623	0	0	623																																								99	0	0	485	485	0	0	135	135	620	0	0	620																																																																																																								
"OK"	2012	"OKLAHOMA"	550240	0	0	829	829	0	0	26	26	855	0	0	855	5	0	0	779	779	0	0	40	40	842	0	0	842																																								99	0	0	818	818	0	0	35	35	853	0	0	853																																																																																																								
"OK"	2012	"OKLAHOMA"	550241	0	0	522	522	0	0	86	86	608	0	0	608	5	0	0	487	487	0	0	93	93	597	0	0	597																																								99	0	0	544	544	0	0	61	61	605	0	0	605																																																																																																								
"OK"	2012	"OKLAHOMA"	550242	0	0	542	542	0	0	11	11	553	0	0	553	5	0	0	509	509	0	0	27	27	545	0	0	545																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550243	0	0	864	864	0	0	19	19	883	0	0	883	5	0	0	807	807	0	0	39	39	876	0	0	876																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550244	0	0	807	807	0	0	13	13	820	0	0	820	5	0	0	765	765	0	0	30	30	813	0	0	813																																								99	0	0	788	788	0	0	31	31	819	0	0	819																																																																																																								
"OK"	2012	"OKLAHOMA"	550245	0	0	895	895	0	0	4	4	899	0	0	899	5	0	0	833	833	0	0	25	25	888	0	0	888																																								99	0	0	867	867	0	0	27	27	894	0	0	894																																																																																																								
"OK"	2012	"OKLAHOMA"	550246	0	0	110	110	0	0	124	124	234	0	0	234	5	0	0	97	97	0	0	122	122	232	0	0	232																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550247	0	0	458	458	0	0	218	218	676	0	0	676	5	0	0	425	425	0	0	196	196	666	0	0	666																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550248	0	0	1022	1022	0	0	488	488	1510	0	0	1510	5	0	0	960	960	0	0	483	483	1502	0	0	1502																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550249	0	0	785	785	0	0	772	772	1557	0	0	1557	5	0	0	735	735	0	0	771	771	1546	0	0	1546														15	0	0	780	780	0	0	753	753	1533	0	0	1533																																																																																																																																		
"OK"	2012	"OKLAHOMA"	550250	0	0	435	435	0	0	585	585	1020	0	0	1020	5	0	0	402	402	0	0	563	563	1018	0	0	1018														15	0	0	439	439	0	0	572	572	1011	0	0	1011																																																																																																																																		
"OK"	2012	"OKLAHOMA"	550251	0	0	702	702	0	0	763	763	1465	0	0	1465	4	0	0	605	605	0	0	787	787	1452	0	0	1452																																																																																																																																																												
"OK"	2012	"OKLAHOMA"	550252	0	0	351	351	0	0	1083	1083	1434	0	0	1434	4	0	0	281	281	0	0	1085	1085	1423	0	0	1423																																																																																																																																																												
