state	year	county	precinct	g2012_USP_adv	g2012_USP_edv	g2012_USP_ldv	g2012_USP_dv	g2012_USP_arv	g2012_USP_erv	g2012_USP_lrv	g2012_USP_rv	g2012_USP_tv	g2012_USP_atv	g2012_USP_etv	g2012_USP_ltv	cd	g2012_USH_adv	g2012_USH_edv	g2012_USH_ldv	g2012_USH_dv	g2012_USH_arv	g2012_USH_erv	g2012_USH_lrv	g2012_USH_rv	g2012_USH_tv	g2012_USH_atv	g2012_USH_etv	g2012_USH_ltv	cd2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_ldv2	g2012_USH_dv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_lrv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_atv2	g2012_USH_etv2	g2012_USH_ltv2	sd	g2012_STS_adv	g2012_STS_edv	g2012_STS_ldv	g2012_STS_dv	g2012_STS_arv	g2012_STS_erv	g2012_STS_lrv	g2012_STS_rv	g2012_STS_tv	g2012_STS_atv	g2012_STS_etv	g2012_STS_ltv	sd2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_ldv2	g2012_STS_dv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_lrv2	g2012_STS_rv2	g2012_STS_tv2	g2012_STS_atv2	g2012_STS_etv2	g2012_STS_ltv2	ld	g2012_STH_adv	g2012_STH_edv	g2012_STH_ldv	g2012_STH_dv	g2012_STH_arv	g2012_STH_erv	g2012_STH_lrv	g2012_STH_rv	g2012_STH_tv	g2012_STH_atv	g2012_STH_etv	g2012_STH_ltv	ld2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_ldv2	g2012_STH_dv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_lrv2	g2012_STH_rv2	g2012_STH_tv2	g2012_STH_atv2	g2012_STH_etv2	g2012_STH_ltv2	ld3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_ldv3	g2012_STH_dv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_lrv3	g2012_STH_rv3	g2012_STH_tv3	g2012_STH_atv3	g2012_STH_etv3	g2012_STH_ltv3	ld4	g2012_STH_adv4	g2012_STH_edv4	g2012_STH_ldv4	g2012_STH_dv4	g2012_STH_arv4	g2012_STH_erv4	g2012_STH_lrv4	g2012_STH_rv4	g2012_STH_tv4	g2012_STH_atv4	g2012_STH_etv4	g2012_STH_ltv4	ld5	g2012_STH_adv5	g2012_STH_edv5	g2012_STH_ldv5	g2012_STH_dv5	g2012_STH_arv5	g2012_STH_erv5	g2012_STH_lrv5	g2012_STH_rv5	g2012_STH_tv5	g2012_STH_atv5	g2012_STH_etv5	g2012_STH_ltv5	ld6	g2012_STH_adv6	g2012_STH_edv6	g2012_STH_ldv6	g2012_STH_dv6	g2012_STH_arv6	g2012_STH_erv6	g2012_STH_lrv6	g2012_STH_rv6	g2012_STH_tv6	g2012_STH_atv6	g2012_STH_etv6	g2012_STH_ltv6	ld7	g2012_STH_adv7	g2012_STH_edv7	g2012_STH_ldv7	g2012_STH_dv7	g2012_STH_arv7	g2012_STH_erv7	g2012_STH_lrv7	g2012_STH_rv7	g2012_STH_tv7	g2012_STH_atv7	g2012_STH_etv7	g2012_STH_ltv7	ld8	g2012_STH_adv8	g2012_STH_edv8	g2012_STH_ldv8	g2012_STH_dv8	g2012_STH_arv8	g2012_STH_erv8	g2012_STH_lrv8	g2012_STH_rv8	g2012_STH_tv8	g2012_STH_atv8	g2012_STH_etv8	g2012_STH_ltv8	ld9	g2012_STH_adv9	g2012_STH_edv9	g2012_STH_ldv9	g2012_STH_dv9	g2012_STH_arv9	g2012_STH_erv9	g2012_STH_lrv9	g2012_STH_rv9	g2012_STH_tv9	g2012_STH_atv9	g2012_STH_etv9	g2012_STH_ltv9
"OK"	2012	"ADAIR"	10001	10	15	119	144	18	20	178	216	360	28	35	297	2	12	17	114	143	16	20	178	214	365	28	37	300														3	13	20	160	193	15	17	137	169	362	28	37	297														86	26	26	239	291	2	11	64	77	368	28	37	303																																																																																																								
"OK"	2012	"ADAIR"	10002	4	7	79	90	3	42	172	217	307	7	49	251	2	4	6	76	86	3	42	166	211	303	7	49	247														3	5	14	116	135	2	35	129	166	301	7	49	245														86	6	29	171	206	1	20	78	99	305	7	49	249																																																																																																								
"OK"	2012	"ADAIR"	10003	2	0	45	47	10	2	92	104	151	12	2	137	2	0	0	37	37	12	2	94	108	151	12	2	137														3	4	0	67	71	8	2	71	81	152	12	2	138														86	5	0	81	86	7	2	58	67	153	12	2	139																																																																																																								
"OK"	2012	"ADAIR"	10004	15	9	70	94	6	23	157	186	280	21	32	227	2	13	15	75	103	7	17	144	168	280	21	32	227														3	14	21	120	155	7	11	104	122	277	21	32	224														86	17	25	177	219	4	7	51	62	281	21	32	228																																																																																																								
"OK"	2012	"ADAIR"	10005	5	4	38	47	1	5	153	159	206	6	9	191	2	2	4	42	48	3	6	144	153	206	6	10	190														3	4	7	73	84	1	3	112	116	200	5	10	185														86	4	8	149	161	1	2	46	49	210	5	10	195																																																																																																								
"OK"	2012	"ADAIR"	10006	6	14	114	134	6	23	286	315	449	12	37	400	2	5	14	100	119	10	22	289	321	451	15	36	400														3	10	23	199	232	5	13	194	212	444	15	36	393														86	13	33	305	351	2	4	96	102	453	15	37	401																																																																																																								
"OK"	2012	"ADAIR"	10007	17	27	136	180	14	21	284	319	499	31	48	420	2	18	23	149	190	12	22	264	298	502	31	48	423														3	20	28	221	269	10	21	199	230	499	30	49	420														86	24	42	341	407	5	7	83	95	502	29	49	424																																																																																																								
"OK"	2012	"ADAIR"	10008	10	14	116	140	12	22	204	238	378	22	36	320	2	8	13	99	120	14	22	216	252	382	22	36	324														3	17	23	183	223	5	13	142	160	383	22	36	325														86	21	34	272	327	3	2	54	59	386	24	36	326																																																																																																								
"OK"	2012	"ADAIR"	10010	13	1	35	49	12	5	73	90	139	25	6	108	2	11	2	40	53	16	4	68	88	145	27	6	112														3	24	4	70	98	5	2	43	50	148	29	6	113														86	23	5	92	120	5	1	21	27	147	28	6	113																																																																																																								
"OK"	2012	"ADAIR"	10011	12	4	67	83	4	8	112	124	207	16	12	179	2	13	4	65	82	3	7	101	111	201	16	12	173														3	13	4	73	90	3	8	97	108	198	16	12	170														86	16	6	121	143	2	6	51	59	202	18	12	172																																																																																																								
"OK"	2012	"ADAIR"	10012	3	5	103	111	10	17	260	287	398	13	22	363	2	2	5	114	121	11	16	242	269	400	13	22	365														3	6	11	171	188	6	11	196	213	401	12	22	367														86	11	16	269	296	2	6	96	104	400	13	22	365																																																																																																								
"OK"	2012	"ADAIR"	10013	7	13	99	119	4	21	178	203	322	11	34	277	2	5	19	88	112	6	14	181	201	321	11	34	276														3	8	20	167	195	3	14	106	123	318	11	34	273														86	9	31	235	275	3	3	42	48	323	12	34	277																																																																																																								
"OK"	2012	"ADAIR"	10014	12	14	192	218	14	35	251	300	518	26	49	443	2	11	18	162	191	14	29	261	304	515	26	48	441														3	14	23	258	295	11	25	182	218	513	25	48	440														86	21	41	364	426	4	7	76	87	513	25	48	440																																																																																																								
"OK"	2012	"ADAIR"	10016	0	0	69	69	14	6	240	260	329	14	6	309	2	0	0	58	58	14	6	236	256	325	14	6	305														3	0	0	99	99	14	6	206	226	325	14	6	305														86	1	2	112	115	13	4	187	204	319	14	6	299																																																																																																								
"OK"	2012	"ADAIR"	10017	21	8	172	201	19	21	374	414	615	40	29	546	2	14	8	188	210	26	18	338	382	614	42	29	543														3	24	11	272	307	19	16	273	308	615	43	27	545														86	30	13	323	366	12	14	219	245	611	42	27	542																																																																																																								
"OK"	2012	"ADAIR"	10018	43	13	148	204	23	15	339	377	581	66	28	487	2	26	9	128	163	41	18	337	396	585	69	28	488														3	54	13	268	335	16	15	218	249	584	70	28	486														86	64	21	359	444	5	6	128	139	583	69	27	487																																																																																																								
"OK"	2012	"ADAIR"	10019	20	3	174	197	26	16	530	572	769	46	19	704	2	12	3	161	176	32	15	520	567	768	48	20	700														3	35	9	320	364	14	12	377	403	767	49	21	697														86	40	12	462	514	12	9	234	255	769	52	21	696																																																																																																								
"OK"	2012	"ALFALFA"	20110	0	0	26	26	10	12	132	154	180	10	12	158	3	0	0	15	15	10	12	141	163	179	10	12	157																																																																																																																																																												
"OK"	2012	"ALFALFA"	20120	1	3	30	34	11	24	120	155	189	12	27	150	3	0	2	18	20	11	25	125	161	188	12	27	149																																																																																																																																																												
"OK"	2012	"ALFALFA"	20140	1	9	46	56	11	36	252	299	355	12	45	298	3	0	5	37	42	11	36	248	295	353	11	45	297																																																																																																																																																												
"OK"	2012	"ALFALFA"	20220	8	8	68	84	21	44	265	330	414	29	52	333	3	9	6	36	51	19	44	285	348	413	29	52	332																																																																																																																																																												
"OK"	2012	"ALFALFA"	20230	4	1	44	49	9	5	219	233	282	13	6	263	3	2	1	31	34	11	5	215	231	283	13	7	263																																																																																																																																																												
"OK"	2012	"ALFALFA"	20310	0	2	32	34	10	18	255	283	317	10	20	287	3	0	1	25	26	10	16	255	281	318	10	19	289																																																																																																																																																												
"OK"	2012	"ALFALFA"	20330	6	2	31	39	43	15	249	307	346	49	17	280	3	4	2	29	35	44	13	247	304	348	49	17	282																																																																																																																																																												
"OK"	2012	"ATOKA"	30001	3	49	104	156	14	104	254	372	528	17	153	358	2	3	69	134	206	13	80	202	295	526	16	150	360																																								22	1	56	103	160	16	96	261	373	533	17	152	364																																																																																																								
"OK"	2012	"ATOKA"	30002	7	28	44	79	18	76	197	291	370	25	104	241	2	5	36	66	107	15	65	159	239	359	22	102	235																																								22	7	17	46	70	16	86	197	299	369	23	103	243																																																																																																								
"OK"	2012	"ATOKA"	30003	4	39	96	139	6	82	127	215	354	10	121	223	2	4	48	116	168	5	75	88	168	347	10	123	214																																								22	4	42	84	130	6	82	138	226	356	10	124	222																																																																																																								
"OK"	2012	"ATOKA"	30006	5	15	45	65	3	36	148	187	252	8	51	193	2	5	19	62	86	3	31	117	151	249	8	51	190																																								22	4	16	55	75	4	36	137	177	252	8	52	192																																																																																																								
"OK"	2012	"ATOKA"	30007	1	9	92	102	10	56	267	333	435	11	65	359	2	1	20	133	154	10	43	215	268	431	11	64	356																																								22	1	14	129	144	10	51	232	293	437	11	65	361																																																																																																								
"OK"	2012	"ATOKA"	30008	9	7	139	155	19	31	419	469	624	28	38	558	2	8	10	218	236	19	28	324	371	626	27	38	561																																								22	15	10	204	229	12	28	362	402	631	27	38	566																																																																																																								
"OK"	2012	"ATOKA"	30009	9	24	80	113	14	83	208	305	418	23	107	288	2	8	39	117	164	10	66	161	237	414	20	107	287																																								22	7	27	89	123	16	81	204	301	424	23	108	293																																																																																																								
"OK"	2012	"ATOKA"	30010	3	4	25	32	1	4	121	126	158	4	8	146	2	3	4	51	58	1	3	86	90	159	4	8	147														5	3	4	78	85	0	4	67	71	156	3	8	145																																																																																																																																		
"OK"	2012	"ATOKA"	30011	4	71	131	206	17	144	387	548	754	21	215	518	2	8	93	213	314	11	118	282	411	752	19	218	515																																																																																																																																																												
"OK"	2012	"ATOKA"	30012	0	3	65	68	4	24	243	271	339	4	27	308	2	1	7	102	110	3	19	188	210	336	4	27	305														5	1	14	192	207	3	13	105	121	328	4	27	297																																																																																																																																		
"OK"	2012	"ATOKA"	30013	0	4	57	61	7	16	235	258	319	7	20	292	2	1	7	106	114	6	13	175	194	316	7	20	289														5	0	16	172	188	7	4	116	127	315	7	20	288																																																																																																																																		
"OK"	2012	"ATOKA"	30014	1	1	20	22	1	14	77	92	114	2	15	97	2	1	8	28	37	1	7	62	70	111	2	15	94														5	1	9	62	72	1	6	34	41	113	2	15	96																																																																																																																																		
"OK"	2012	"ATOKA"	30015	2	7	26	35	3	8	29	40	75	5	15	55	2	2	7	32	41	3	8	19	30	76	5	15	56														5	3	9	39	51	2	6	17	25	76	5	15	56																																																																																																																																		
"OK"	2012	"ATOKA"	30016	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																												
"OK"	2012	"ATOKA"	30017	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																												
"OK"	2012	"ATOKA"	30018	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0														5	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																		
"OK"	2012	"ATOKA"	30019	0	0	10	10	2	2	27	31	41	2	2	37	2	0	0	17	17	2	2	19	23	41	2	2	37																																																																																																																																																												
"OK"	2012	"BEAVER"	40011	0	1	14	15	21	8	149	178	193	21	9	163	3	0	1	8	9	21	9	150	180	194	21	10	163														27					21	7	142	170	189	21	9	159																																																																																																																																		
"OK"	2012	"BEAVER"	40013	0	0	6	6	10	4	105	119	125	10	4	111	3	0	0	4	4	10	4	103	117	127	10	4	113														27					10	4	101	115	126	10	4	112																																																																																																																																		
"OK"	2012	"BEAVER"	40023	4	12	87	103	68	154	579	801	904	72	166	666	3	2	6	65	73	70	153	582	805	905	72	165	668														27					64	141	562	767	880	71	159	650																																																																																																																																		
"OK"	2012	"BEAVER"	40025	4	0	18	22	12	19	153	184	206	16	19	171	3	4	1	13	18	11	17	144	172	203	16	18	169														27					10	17	137	164	190	14	18	158																																																																																																																																		
"OK"	2012	"BEAVER"	40026	1	0	4	5	3	5	37	45	50	4	5	41	3	1	0	4	5	2	5	37	44	50	4	5	41														27					3	5	33	41	47	4	5	38																																																																																																																																		
"OK"	2012	"BEAVER"	40031	4	0	13	17	10	30	188	228	245	14	30	201	3	1	0	8	9	13	30	180	223	242	14	30	198														27					14	29	171	214	238	14	30	194																																																																																																																																		
"OK"	2012	"BEAVER"	40033	5	1	70	76	20	25	462	507	583	25	26	532	3	3	1	51	55	20	22	459	501	581	25	26	530														27					20	22	449	491	564	25	25	514																																																																																																																																		
"OK"	2012	"BECKHAM"	50111	10	43	118	171	15	100	424	539	710	25	143	542	3	8	33	77	118	17	107	453	577	712	25	143	544																																																																																																																																																												
"OK"	2012	"BECKHAM"	50112	4	11	82	97	8	50	196	254	351	12	61	278	3	1	6	47	54	7	51	226	284	348	9	60	279																																																																																																																																																												
"OK"	2012	"BECKHAM"	50115	2	8	13	23	10	53	51	114	137	12	61	64	3	0	4	8	12	12	57	54	123	139	12	62	65																																																																																																																																																												
"OK"	2012	"BECKHAM"	50141	3	8	115	126	20	56	523	599	725	23	64	638	3	2	6	88	96	20	55	528	603	721	23	64	634																																																																																																																																																												
"OK"	2012	"BECKHAM"	50231	3	4	55	62	10	18	264	292	354	13	22	319	3	2	2	41	45	11	20	269	300	356	13	22	321																																																																																																																																																												
"OK"	2012	"BECKHAM"	50232	1	0	7	8	3	4	60	67	75	4	4	67	3	1	0	4	5	3	4	62	69	75	4	4	67																																																																																																																																																												
"OK"	2012	"BECKHAM"	50235	9	20	290	319	54	95	1075	1224	1543	63	115	1365	3	10	19	189	218	52	91	1127	1270	1543	63	114	1366																																																																																																																																																												
"OK"	2012	"BECKHAM"	50242	1	3	77	81	3	19	177	199	280	4	22	254	3	0	2	45	47	4	19	199	222	278	4	22	252																																																																																																																																																												
"OK"	2012	"BECKHAM"	50320	1	5	109	115	13	17	332	362	477	14	22	441	3	0	2	72	74	11	20	354	385	478	14	22	442																																																																																																																																																												
"OK"	2012	"BECKHAM"	50330	0	8	40	48	11	41	255	307	355	11	49	295	3	0	5	25	30	10	43	254	307	355	11	49	295																																																																																																																																																												
"OK"	2012	"BECKHAM"	50332	7	13	142	162	29	65	695	789	951	36	78	837	3	6	10	99	115	30	67	707	804	946	36	78	832																																																																																																																																																												
"OK"	2012	"BECKHAM"	50333	2	15	158	175	19	64	566	649	824	21	79	724	3	2	11	103	116	19	65	583	667	818	21	78	719																																																																																																																																																												
"OK"	2012	"BECKHAM"	50343	1	9	20	30	5	28	80	113	143	6	37	100	3	1	13	18	32	5	25	78	108	147	6	39	102																																																																																																																																																												
"OK"	2012	"BLAINE"	60002	8	7	102	117	18	16	515	549	666	26	23	617	3	6	5	48	59	13	15	529	557	667	25	23	619																																																																																																																																																												
"OK"	2012	"BLAINE"	60007	4	6	135	145	14	12	421	447	592	18	18	556	3	3	5	98	106	15	10	422	447	595	18	18	559																																																																																																																																																												
"OK"	2012	"BLAINE"	60010	5	12	96	113	9	42	172	223	336	14	54	268	3	0	7	38	45	13	40	210	263	332	13	52	267																																																																																																																																																												
"OK"	2012	"BLAINE"	60011	0	19	127	146	8	29	82	119	265	8	48	209	3	0	13	85	98	9	30	106	145	265	9	48	208																																																																																																																																																												
"OK"	2012	"BLAINE"	60012	4	40	182	226	33	148	587	768	994	37	188	769	3	2	32	98	132	33	149	620	802	989	37	188	764																																																																																																																																																												
"OK"	2012	"BLAINE"	60016	0	1	22	23	6	24	95	125	148	6	25	117	3	0	3	15	18	5	20	93	118	147	5	25	117																																																																																																																																																												
"OK"	2012	"BLAINE"	60017	11	8	158	177	12	9	306	327	504	23	17	464	3	6	4	117	127	15	11	326	352	509	24	17	468																																																																																																																																																												
"OK"	2012	"BLAINE"	60020	1	1	33	35	8	0	214	222	257	9	1	247	3	0	1	24	25	9	0	213	222	254	9	1	244																																																																																																																																																												
"OK"	2012	"BLAINE"	60022	4	0	6	10	0	4	40	44	54	4	4	46	3	3	0	1	4	1	4	41	46	54	4	4	46																																																																																																																																																												
"OK"	2012	"BRYAN"	70003	2	37	197	236	3	76	394	473	709	5	113	591	2	1	39	259	299	1	67	286	354	698	4	113	581																																								21	3	45	261	309	2	67	327	396	705	5	112	588																																																																																																								
"OK"	2012	"BRYAN"	70004	7	37	253	297	15	69	491	575	872	22	106	744	2	7	47	333	387	12	52	371	435	873	21	105	747																																								21	7	53	289	349	12	52	456	520	869	19	105	745																																																																																																								
"OK"	2012	"BRYAN"	70005	6	41	216	263	17	101	445	563	826	23	142	661	2	3	40	257	300	15	91	354	460	815	20	139	656																																								21	7	56	288	351	15	85	375	475	826	22	141	663																																																																																																								
"OK"	2012	"BRYAN"	70008	15	40	182	237	23	122	497	642	879	38	162	679	2	14	52	242	308	21	105	393	519	868	36	160	672																																								21	19	57	252	328	16	104	421	541	869	35	161	673																																																																																																								
"OK"	2012	"BRYAN"	70010	2	19	104	125	4	39	265	308	433	6	58	369	2	3	21	160	184	3	35	185	223	432	6	58	368																																								21	1	19	147	167	5	39	225	269	436	6	58	372																																																																																																								
"OK"	2012	"BRYAN"	70011	1	5	63	69	1	7	132	140	209	2	12	195	2	2	5	89	96	0	6	104	110	213	2	12	199																																																																																																																																																												
"OK"	2012	"BRYAN"	70013	2	10	110	122	9	10	357	376	498	11	20	467	2	2	8	166	176	8	9	279	296	488	10	20	458																																																																																																																																																												
"OK"	2012	"BRYAN"	70014	0	3	70	73	2	16	206	224	297	2	19	276	2	0	3	97	100	2	16	162	180	297	2	19	276																																																																																																																																																												
"OK"	2012	"BRYAN"	70015	4	3	139	146	12	21	362	395	541	16	24	501	2	4	5	214	223	12	18	264	294	540	16	23	501																																																																																																																																																												
"OK"	2012	"BRYAN"	70017	2	6	120	128	5	21	270	296	424	7	27	390	2	1	9	167	177	6	18	203	227	423	7	27	389																																								21	2	8	150	160	4	20	242	266	426	6	28	392																																																																																																								
"OK"	2012	"BRYAN"	70018	5	14	193	212	18	58	537	613	825	23	72	730	2	6	22	282	310	15	48	406	469	815	23	73	719																																								21	5	25	231	261	19	48	495	562	823	24	73	726																																																																																																								
"OK"	2012	"BRYAN"	70019	3	16	129	148	24	49	371	444	592	27	65	500	2	10	17	191	218	12	43	292	347	589	24	64	501																																								21	8	17	163	188	17	48	338	403	591	25	65	501																																																																																																								
"OK"	2012	"BRYAN"	70020	0	8	142	150	8	28	316	352	502	8	36	458	2	0	10	169	179	8	24	265	297	494	8	36	450																																								21	2	10	176	188	6	26	278	310	498	8	36	454																																																																																																								
"OK"	2012	"BRYAN"	70021	2	15	109	126	22	50	351	423	549	24	65	460	2	3	21	159	183	20	44	270	334	541	23	65	453																																								21	5	17	128	150	18	48	333	399	549	23	65	461																																																																																																								
"OK"	2012	"BRYAN"	70022	10	6	256	272	15	36	543	594	866	25	42	799	2	14	11	301	326	10	30	450	490	855	24	42	789																																								21	10	13	313	336	14	29	473	516	852	24	42	786																																																																																																								
"OK"	2012	"BRYAN"	70023	4	2	109	115	1	12	175	188	303	5	14	284	2	3	2	126	131	1	12	140	153	294	4	14	276																																								21	3	5	135	143	1	9	144	154	297	4	14	279																																																																																																								
"OK"	2012	"BRYAN"	70025	6	10	224	240	26	78	459	563	803	32	88	683	2	7	19	290	316	25	68	363	456	797	32	87	678																																								21	9	18	268	295	23	69	412	504	799	32	87	680																																																																																																								
"OK"	2012	"BRYAN"	70026	3	9	82	94	3	31	270	304	398	6	40	352	2	2	13	101	116	2	26	213	241	389	5	40	344																																								21	3	14	113	130	3	26	236	265	395	6	40	349																																																																																																								
"OK"	2012	"BRYAN"	70027	1	20	156	177	17	83	497	597	774	18	103	653	2	1	26	220	247	16	71	402	489	760	17	102	641																																								21	6	32	220	258	12	71	431	514	772	18	103	651																																																																																																								
"OK"	2012	"BRYAN"	70028	0	7	139	146	4	43	407	454	600	4	50	546	2	1	10	199	210	3	39	314	356	595	4	50	541																																								21	0	7	158	165	4	43	380	427	592	4	50	538																																																																																																								
"OK"	2012	"BRYAN"	70029	0	1	66	67	1	6	70	77	144	1	7	136	2	0	0	87	87	1	7	47	55	146	1	7	138																																																																																																																																																												
"OK"	2012	"BRYAN"	70033	4	35	199	238	27	126	766	919	1157	31	161	965	2	6	45	292	343	20	104	622	746	1134	27	157	950																																								21	8	59	281	348	19	101	677	797	1145	27	160	958																																																																																																								
"OK"	2012	"CADDO"	80012	2	26	193	221	2	13	87	102	323	4	39	280	3	3	22	161	186	1	15	108	124	326	4	39	283																																								56	3	27	220	250	1	12	63	76	326	4	39	283																																																																																																								
"OK"	2012	"CADDO"	80022	5	35	182	222	7	33	158	198	420	12	68	340	3	6	24	144	174	7	40	171	218	419	14	67	338																																								56	11	38	211	260	3	29	125	157	417	14	67	336																																																																																																								
"OK"	2012	"CADDO"	80031	4	20	153	177	7	24	91	122	299	11	44	244	3	3	17	125	145	7	25	107	139	296	10	43	243																																								56	4	24	172	200	6	17	71	94	294	10	41	243																																																																																																								
"OK"	2012	"CADDO"	80041	11	45	221	277	22	80	301	403	680	33	125	522	3	9	33	155	197	22	88	347	457	682	32	127	523																																								56	13	72	279	364	19	58	242	319	683	32	130	521																																																																																																								
"OK"	2012	"CADDO"	80051	8	75	316	399	19	96	375	490	889	27	171	691	3	7	67	244	318	20	103	416	539	886	27	171	688																																								56	13	101	412	526	14	70	277	361	887	27	171	689																																																																																																								
"OK"	2012	"CADDO"	80102	14	14	284	312	21	19	488	528	840	35	33	772	3	11	11	222	244	23	21	521	565	831	34	33	764																																								60	16	17	442	475	16	16	314	346	821	32	33	756																																																																																																								
"OK"	2012	"CADDO"	80509	0	1	119	120	5	10	230	245	365	5	11	349	3	0	1	117	118	5	10	216	231	365	5	11	349																																																																																																																																																												
"OK"	2012	"CADDO"	80510	2	1	160	163	16	26	400	442	605	18	27	560	3	1	1	118	120	16	24	420	460	602	18	27	557																																																																																																																																																												
"OK"	2012	"CADDO"	80511	5	9	278	292	19	12	464	495	787	24	21	742	3	5	11	206	222	16	10	508	534	785	24	21	740																																																																																																																																																												
"OK"	2012	"CADDO"	80712	6	13	164	183	2	13	300	315	498	8	26	464	3	4	6	110	120	3	19	339	361	497	7	26	464																																								56	6	19	281	306	1	7	182	190	496	7	26	463																																																																																																								
"OK"	2012	"CADDO"	80715	0	0	41	41	4	6	59	69	110	4	6	100	3	0	0	30	30	4	6	66	76	109	4	6	99																																								56	4	4	72	80	0	2	27	29	109	4	6	99																																																																																																								
"OK"	2012	"CADDO"	80810	0	9	54	63	8	4	113	125	188	8	13	167	3	0	4	38	42	8	11	123	142	189	8	15	166																																								56	4	10	82	96	4	5	84	93	189	8	15	166																																																																																																								
"OK"	2012	"CADDO"	80811	2	12	101	115	11	22	189	222	337	13	34	290	3	1	11	82	94	11	23	199	233	337	13	34	290																																								56	3	21	145	169	10	13	144	167	336	13	34	289																																																																																																								
"OK"	2012	"CADDO"	80812	3	4	61	68	3	8	113	124	192	6	12	174	3	3	4	42	49	3	8	122	133	190	6	12	172																																								56	3	5	87	95	3	7	88	98	193	6	12	175																																																																																																								
"OK"	2012	"CADDO"	81009	0	1	68	69	5	8	166	179	248	5	9	234	3	0	1	38	39	5	8	178	191	246	5	9	232																																								56	0	3	81	84	5	6	151	162	246	5	9	232																																																																																																								
"OK"	2012	"CADDO"	81010	0	3	106	109	9	13	268	290	399	9	16	374	3	2	2	86	90	8	14	277	299	401	10	16	375																																								56	3	7	192	202	7	9	181	197	399	10	16	373																																																																																																								
"OK"	2012	"CADDO"	81011	1	0	68	69	8	5	198	211	280	9	5	266	3	1	0	42	43	7	5	217	229	283	8	5	270																																								60	2	3	131	136	6	2	134	142	278	8	5	265																																																																																																								
"OK"	2012	"CADDO"	81013	4	0	62	66	22	1	203	226	292	26	1	265	3	2	1	50	53	24	0	204	228	290	26	1	263																																								60	12	1	132	145	14	0	126	140	285	26	1	258																																																																																																								
"OK"	2012	"CADDO"	81111	1	3	139	143	20	5	646	671	814	21	8	785	3	1	4	106	111	19	4	652	675	813	20	8	785																																								60	2	4	329	335	18	4	457	479	814	20	8	786																																																																																																								
"OK"	2012	"CADDO"	81213	1	0	54	55	8	2	220	230	285	9	2	274	3	1	1	43	45	8	1	225	234	284	9	2	273																																																																																																																																																												
"OK"	2012	"CANADIAN"	90100	5	32	175	212	13	76	424	513	725	18	108	599	3	4	26	128	158	14	76	429	519	722	18	106	598																																								60	6	46	245	297	12	61	355	428	725	18	107	600																																																																																																								
"OK"	2012	"CANADIAN"	90102	1	11	52	64	2	21	116	139	203	3	32	168	3	1	6	39	46	2	25	124	151	202	3	32	167																																																																																																																																																												
"OK"	2012	"CANADIAN"	90106	16	54	234	304	30	98	442	570	874	46	152	676	3	11	42	177	230	29	106	458	593	866	42	151	673																																								60	15	66	321	402	26	85	349	460	862	41	151	670																																																																																																								
"OK"	2012	"CANADIAN"	90107	1	5	97	103	7	29	228	264	367	8	34	325	3	1	4	73	78	6	30	243	279	367	8	34	325																																								60	2	10	143	155	6	24	181	211	366	8	34	324																																																																																																								
"OK"	2012	"CANADIAN"	90109	2	2	23	27	4	19	87	110	137	6	21	110	3	2	0	17	19	4	20	93	117	136	6	20	110																																																																																																																																																												
"OK"	2012	"CANADIAN"	90114	9	26	147	182	23	79	384	486	668	32	105	531	3	7	16	112	135	25	81	395	501	662	32	104	526																																								60	14	37	216	267	16	67	308	391	658	30	104	524																																																																																																								
"OK"	2012	"CANADIAN"	90116	8	112	339	459	25	108	499	632	1091	33	220	838	3	5	76	250	331	28	127	532	687	1082	34	216	832																																								60	12	114	386	512	21	102	436	559	1071	33	216	822																																																																																																								
"OK"	2012	"CANADIAN"	90124	10	56	333	399	15	95	660	770	1169	25	151	993	3	9	46	236	291	15	98	696	809	1163	26	149	988																																								60	12	70	454	536	11	79	529	619	1155	23	149	983																																																																																																								
"OK"	2012	"CANADIAN"	90200	37	60	496	593	139	121	1835	2095	2688	176	181	2331	3	27	48	390	465	140	124	1806	2070	2660	176	180	2304																																																																																																																																																												
"OK"	2012	"CANADIAN"	90201	15	9	147	171	49	49	751	849	1020	64	58	898	3	12	7	101	120	46	49	759	854	1023	64	59	900																																								60	15	13	192	220	45	46	698	789	1009	60	59	890																																																																																																								
"OK"	2012	"CANADIAN"	90202	0	2	43	45	18	24	330	372	417	18	26	373	3	0	0	30	30	18	25	329	372	417	18	26	373																																																																																																																																																												
