state	year	county	precinct	cd	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"IA"	2012	"Adair"	"1NW"	3	473	330	826	546	221	806
"IA"	2012	"Adair"	"2NE"	3	384	384	790	454	268	765
"IA"	2012	"Adair"	"3SW"	3	455	314	783	492	232	766
"IA"	2012	"Adair"	"4SE"	3	390	356	761	446	258	736
"IA"	2012	"Adair"	"5GF"	3	412	406	836	474	291	812
"IA"	2012	"Adams"	"ADAMS 1"	3	198	199	406	216	171	403
"IA"	2012	"Adams"	"ADAMS 2"	3	242	194	443	249	153	432
"IA"	2012	"Adams"	"ADAMS 3"	3	183	245	444	238	175	434
"IA"	2012	"Adams"	"ADAMS 4"	3	264	197	466	287	155	459
"IA"	2012	"Adams"	"ADAMS 5"	3	221	193	426	247	151	417
"IA"	2012	"Allamakee"	"PCT 1 - WL/HV"	1	95	156	258	101	144	253
"IA"	2012	"Allamakee"	"PCT 10 - WK 2"	1	241	402	650	268	351	629
"IA"	2012	"Allamakee"	"PCT 11 - WK 3"	1	257	337	607	278	293	578
"IA"	2012	"Allamakee"	"PCT 2 - FC/JF/LL/MK/UP"	1	672	551	1251	668	510	1195
"IA"	2012	"Allamakee"	"PCT 3 - PO/FK"	1	206	122	331	198	117	321
"IA"	2012	"Allamakee"	"PCT 4 - PV CITY"	1	263	261	530	241	249	498
"IA"	2012	"Allamakee"	"PCT 5 - LT/PC/WV CITY"	1	220	167	398	221	164	393
"IA"	2012	"Allamakee"	"PCT 6 - FV/TL/HF CITY"	1	173	278	456	157	269	431
"IA"	2012	"Allamakee"	"PCT 7 - CN/LF/LS/LS CITY"	1	487	680	1182	446	646	1113
"IA"	2012	"Allamakee"	"PCT 8 - IA/UC/NA/NA CITY"	1	279	212	504	286	175	474
"IA"	2012	"Allamakee"	"PCT 9 - WK 1"	1	371	387	767	362	353	728
"IA"	2012	"Appanoose"	"Centerville Ward 1"	2	394	443	848	352	449	823
"IA"	2012	"Appanoose"	"Centerville Ward 2"	2	346	456	825	320	454	787
"IA"	2012	"Appanoose"	"Centerville Ward 3"	2	347	418	790	313	418	751
"IA"	2012	"Appanoose"	"Cincinnati"	2	219	201	429	174	217	399
"IA"	2012	"Appanoose"	"Exline"	2	118	101	228	105	110	219
"IA"	2012	"Appanoose"	"Moravia"	2	305	246	567	272	263	549
"IA"	2012	"Appanoose"	"Moulton"	2	274	186	473	262	186	458
"IA"	2012	"Appanoose"	"Mystic"	2	198	229	433	178	228	416
"IA"	2012	"Appanoose"	"Numa"	2	211	170	386	182	183	372
"IA"	2012	"Appanoose"	"Plano"	2	162	135	299	143	135	286
"IA"	2012	"Appanoose"	"Union Township"	2	74	29	103	65	29	96
"IA"	2012	"Appanoose"	"Unionville"	2	112	82	196	102	85	190
"IA"	2012	"Appanoose"	"Vermillion/Douglas/Sharon"	2	401	255	668	354	260	631
"IA"	2012	"Audubon"	"Precinct One"	4	1062	838	1925	1025	817	1883
"IA"	2012	"Audubon"	"Precinct Two"	4	740	773	1532	732	714	1486
"IA"	2012	"Benton"	"Belle Plaine 1"	1	216	234	458	197	240	444
"IA"	2012	"Benton"	"Belle Plaine 2"	1	166	182	353	156	182	341
"IA"	2012	"Benton"	"Belle Plaine 3"	1	152	226	383	145	223	374
"IA"	2012	"Benton"	"Benton-Canton-Shellsburg"	1	745	779	1552	698	776	1509
"IA"	2012	"Benton"	"Big Grove-Union-Van Horne"	1	372	326	710	349	333	688
"IA"	2012	"Benton"	"Bruce-Cedar-Mt Auburn"	1	329	161	496	323	161	492
"IA"	2012	"Benton"	"Eden-Harrison-Taylor"	1	504	348	875	470	367	856
"IA"	2012	"Benton"	"Eldorado-Newhall"	1	327	322	666	308	332	648
"IA"	2012	"Benton"	"Florence-St Clair-Norway"	1	393	445	854	370	434	823
"IA"	2012	"Benton"	"Fremont-Atkins"	1	787	609	1421	749	604	1377
"IA"	2012	"Benton"	"Homer-Monroe-Jackson-Garrison"	1	303	274	582	289	269	565
"IA"	2012	"Benton"	"Iowa-Leroy-Luzerne-Blairstown"	1	440	357	808	403	358	775
"IA"	2012	"Benton"	"Kane-Keystone"	1	246	218	476	237	216	458
"IA"	2012	"Benton"	"Polk-Urbana"	1	567	669	1254	554	648	1224
"IA"	2012	"Benton"	"Vinton 1"	1	297	378	680	284	370	662
"IA"	2012	"Benton"	"Vinton 2"	1	205	313	523	199	302	514
"IA"	2012	"Benton"	"Vinton 3"	1	318	403	726	296	390	698
"IA"	2012	"Benton"	"Vinton 4"	1	310	331	651	305	320	634
"IA"	2012	"Benton"	"Walford"	1	263	287	555	241	294	544
"IA"	2012	"Black Hawk"	"Barclay Lester Dunkerton"	1	560	505	1089	530	520	1064
"IA"	2012	"Black Hawk"	"Bennington"	1	176	107	292	168	115	285
"IA"	2012	"Black Hawk"	"Big Creek La Porte"	1	622	690	1340	558	734	1307
"IA"	2012	"Black Hawk"	"Black Hawk Hudson Lincoln"	1	1055	812	1894	973	862	1850
"IA"	2012	"Black Hawk"	"CF W1 P1"	1	402	651	1077	361	683	1055
"IA"	2012	"Black Hawk"	"CF W1 P2"	1	749	1084	1874	662	1149	1824
"IA"	2012	"Black Hawk"	"CF W1 P3"	1	532	924	1493	502	950	1466
"IA"	2012	"Black Hawk"	"CF W2 P1"	1	177	290	486	166	270	439
"IA"	2012	"Black Hawk"	"CF W2 P2 & CF Twp"	1	808	853	1694	743	865	1620
"IA"	2012	"Black Hawk"	"CF W2 P3"	1	1186	1024	2230	1076	1072	2160
"IA"	2012	"Black Hawk"	"CF W3 P1"	1	815	643	1480	758	677	1443
"IA"	2012	"Black Hawk"	"CF W3 P2"	1	954	754	1722	849	826	1682
"IA"	2012	"Black Hawk"	"CF W3 P3"	1	490	663	1179	440	641	1089
"IA"	2012	"Black Hawk"	"CF W4 P1"	1	709	937	1681	660	946	1624
"IA"	2012	"Black Hawk"	"CF W4 P2"	1	356	722	1119	331	694	1036
"IA"	2012	"Black Hawk"	"CF W4 P3"	1	350	676	1052	307	613	933
"IA"	2012	"Black Hawk"	"CF W5 P1"	1	655	898	1586	600	940	1553
"IA"	2012	"Black Hawk"	"CF W5 P2"	1	634	856	1511	598	860	1465
"IA"	2012	"Black Hawk"	"CF W5 P3"	1	835	707	1559	759	756	1524
"IA"	2012	"Black Hawk"	"Cedar Orange"	1	509	615	1140	468	647	1127
"IA"	2012	"Black Hawk"	"Eagle"	1	195	97	294	179	105	284
"IA"	2012	"Black Hawk"	"Elk Run Heights & Raymond"	1	382	651	1050	358	668	1034
"IA"	2012	"Black Hawk"	"Evansdale W1"	1	185	386	581	162	399	566
"IA"	2012	"Black Hawk"	"Evansdale W2"	1	180	340	530	152	356	518
"IA"	2012	"Black Hawk"	"Evansdale W3"	1	159	343	507	133	360	500
"IA"	2012	"Black Hawk"	"Evansdale W4"	1	215	394	620	193	405	608
"IA"	2012	"Black Hawk"	"Mt Vernon"	1	331	335	683	322	333	662
"IA"	2012	"Black Hawk"	"Poyner P1 & East Wloo"	1	215	322	559	208	328	543
"IA"	2012	"Black Hawk"	"Poyner P2 Fox Gilbert Jesup"	1	473	540	1023	436	546	995
"IA"	2012	"Black Hawk"	"Spring Creek"	1	106	78	188	98	86	186
"IA"	2012	"Black Hawk"	"Union"	1	385	219	609	356	242	602
"IA"	2012	"Black Hawk"	"WL 1-1"	1	571	749	1330	528	768	1301
"IA"	2012	"Black Hawk"	"WL 1-2"	1	520	717	1254	455	746	1221
"IA"	2012	"Black Hawk"	"WL 1-3"	1	313	791	1121	293	791	1097
"IA"	2012	"Black Hawk"	"WL 1-4"	1	514	750	1291	483	769	1262
"IA"	2012	"Black Hawk"	"WL 1-5"	1	456	648	1122	401	694	1102
"IA"	2012	"Black Hawk"	"WL 1-6"	1	922	667	1599	841	728	1576
"IA"	2012	"Black Hawk"	"WL 2-1"	1	399	481	891	329	529	867
"IA"	2012	"Black Hawk"	"WL 2-2"	1	228	565	807	215	574	793
"IA"	2012	"Black Hawk"	"WL 2-3"	1	390	839	1250	366	846	1216
"IA"	2012	"Black Hawk"	"WL 2-4"	1	605	1059	1683	553	1066	1634
"IA"	2012	"Black Hawk"	"WL 2-5"	1	522	785	1326	481	803	1300
"IA"	2012	"Black Hawk"	"WL 2-6"	1	688	644	1344	613	701	1320
"IA"	2012	"Black Hawk"	"WL 3-1"	1	333	683	1030	309	689	1010
"IA"	2012	"Black Hawk"	"WL 3-2"	1	232	786	1033	223	782	1014
"IA"	2012	"Black Hawk"	"WL 3-3"	1	87	670	765	86	665	759
"IA"	2012	"Black Hawk"	"WL 3-4"	1	155	649	811	148	639	795
"IA"	2012	"Black Hawk"	"WL 3-5"	1	471	1014	1517	436	1014	1473
"IA"	2012	"Black Hawk"	"WL 3-6"	1	152	612	780	148	605	762
"IA"	2012	"Black Hawk"	"WL 4-1"	1	74	978	1063	69	968	1044
"IA"	2012	"Black Hawk"	"WL 4-2"	1	55	655	723	64	628	704
"IA"	2012	"Black Hawk"	"WL 4-3"	1	55	514	581	61	519	586
"IA"	2012	"Black Hawk"	"WL 4-4"	1	164	733	909	155	723	891
"IA"	2012	"Black Hawk"	"WL 4-5"	1	122	1000	1124	115	985	1108
"IA"	2012	"Black Hawk"	"WL 4-6"	1	176	505	695	177	491	678
"IA"	2012	"Black Hawk"	"WL 5-1"	1	93	476	580	96	469	566
"IA"	2012	"Black Hawk"	"WL 5-2"	1	374	762	1155	336	779	1123
"IA"	2012	"Black Hawk"	"WL 5-3"	1	289	657	965	250	685	941
"IA"	2012	"Black Hawk"	"WL 5-4"	1	525	768	1310	469	810	1292
"IA"	2012	"Black Hawk"	"WL 5-5"	1	637	737	1391	596	769	1369
"IA"	2012	"Black Hawk"	"WL 5-6"	1	508	613	1138	462	653	1122
"IA"	2012	"Black Hawk"	"Washington Janesville"	1	205	198	411	198	198	401
"IA"	2012	"Boone"	"Boone 1st Ward"	4	481	737	1258	485	706	1242
"IA"	2012	"Boone"	"Boone 2nd Ward"	4	643	753	1418	600	753	1383
"IA"	2012	"Boone"	"Boone 3rd Ward"	4	625	766	1428	584	776	1394
"IA"	2012	"Boone"	"Boone 4th Ward & DSM Twsp"	4	654	1029	1731	664	970	1681
"IA"	2012	"Boone"	"Boone 5th Ward"	4	536	723	1288	515	696	1254
"IA"	2012	"Boone"	"Madrid 1st Ward"	4	208	270	488	199	261	475
"IA"	2012	"Boone"	"Madrid 2nd Ward"	4	232	263	505	228	249	491
"IA"	2012	"Boone"	"Madrid 3rd Ward"	4	180	253	440	168	246	429
"IA"	2012	"Boone"	"Ogden"	4	505	574	1106	491	568	1086
"IA"	2012	"Boone"	"Rural Precinct 1"	4	341	310	669	326	309	652
"IA"	2012	"Boone"	"Rural Precinct 2"	4	511	504	1035	491	501	1010
"IA"	2012	"Boone"	"Rural Precinct 3"	4	274	200	482	269	192	476
"IA"	2012	"Boone"	"Rural Precinct 4"	4	641	467	1127	646	429	1106
"IA"	2012	"Boone"	"Rural Precinct 5"	4	190	247	447	181	242	438
"IA"	2012	"Boone"	"Rural Precinct 6"	4	535	416	966	527	405	948
"IA"	2012	"Bremer"	"CITY OF DENVER/JEFFERSON TWP"	1	963	840	1830	915	857	1788
"IA"	2012	"Bremer"	"CITY OF FREDERIKA, FREDERIKA & LEROY TWP"	1	136	154	292	131	154	286
"IA"	2012	"Bremer"	"CITY OF JANESVILLE/JACKSON TWP"	1	440	423	875	428	413	857
"IA"	2012	"Bremer"	"CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP"	1	361	322	692	362	318	685
"IA"	2012	"Bremer"	"CITY OF READLYN, MAXFIELD & FRANKLIN TWP"	1	514	425	947	512	403	926
"IA"	2012	"Bremer"	"CITY OF SUMNER/SUMNER TWP/DAYTON TWP"	1	741	656	1415	733	634	1386
"IA"	2012	"Bremer"	"CITY OF TRIPOLI/FREMONT"	1	349	494	856	356	467	834
"IA"	2012	"Bremer"	"LAFAYETTE TWP/WARREN TWPS"	1	318	410	741	310	408	725
"IA"	2012	"Bremer"	"WAVERLY WARD I/E  WASHINGTON TWP"	1	585	687	1283	554	692	1254
"IA"	2012	"Bremer"	"WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP"	1	532	575	1116	486	590	1087
"IA"	2012	"Bremer"	"WAVERLY WARD III"	1	289	528	839	285	490	788
"IA"	2012	"Bremer"	"WAVERLY WARD IV"	1	517	531	1066	487	542	1040
"IA"	2012	"Bremer"	"WAVERLY WARD V/W WASHINGTON TWP"	1	660	718	1394	611	739	1358
"IA"	2012	"Buchanan"	"Aurora"	1	223	341	568	234	328	565
"IA"	2012	"Buchanan"	"Brandon"	1	183	211	405	181	212	400
"IA"	2012	"Buchanan"	"Fairbank"	1	228	376	613	209	384	604
"IA"	2012	"Buchanan"	"Hazleton"	1	205	340	555	220	310	543
"IA"	2012	"Buchanan"	"Independence 1st Ward"	1	559	698	1271	641	618	1267
"IA"	2012	"Buchanan"	"Independence 2nd Ward"	1	266	389	664	310	334	653
"IA"	2012	"Buchanan"	"Independence 3rd Ward"	1	462	527	1000	496	478	986
"IA"	2012	"Buchanan"	"Independence 4th Ward"	1	188	391	594	212	355	578
"IA"	2012	"Buchanan"	"Independence 5th Ward"	1	229	367	608	269	336	608
"IA"	2012	"Buchanan"	"Jesup"	1	522	663	1211	518	661	1189
"IA"	2012	"Buchanan"	"Middlefield-Newton"	1	178	186	368	209	154	367
"IA"	2012	"Buchanan"	"Perry-Westburg"	1	306	347	663	308	344	657
"IA"	2012	"Buchanan"	"Quasqueton"	1	302	358	679	376	289	672
"IA"	2012	"Buchanan"	"Rowley"	1	277	297	585	305	267	577
"IA"	2012	"Buchanan"	"Winthrop"	1	322	420	751	397	343	747
"IA"	2012	"Buena Vista"	"Albert City-Fairfield-Coo"	4	384	189	582	369	194	574
"IA"	2012	"Buena Vista"	"Alta-Nokomis-Elk"	4	679	485	1189	704	444	1176
"IA"	2012	"Buena Vista"	"Lakeside-Hayes-Maple Vall"	4	472	268	747	480	250	740
"IA"	2012	"Buena Vista"	"Newell-Newell-Providence"	4	431	226	674	439	204	659
"IA"	2012	"Buena Vista"	"SMLR-BA-BR-LE-LN-PO-SC"	4	699	482	1199	716	447	1187
"IA"	2012	"Buena Vista"	"Storm Lake 01-Hayes"	4	358	496	861	362	478	852
"IA"	2012	"Buena Vista"	"Storm Lake 02"	4	154	333	500	148	325	484
"IA"	2012	"Buena Vista"	"Storm Lake 03"	4	630	501	1143	603	513	1129
"IA"	2012	"Buena Vista"	"Storm Lake 04"	4	418	566	1005	391	567	982
"IA"	2012	"Buena Vista"	"Truesdale-Washington-Gran"	4	329	154	483	321	148	477
"IA"	2012	"Butler"	"1-GR"	4	511	535	1063	461	574	1052
"IA"	2012	"Butler"	"2-CL"	4	624	647	1283	581	643	1254
"IA"	2012	"Butler"	"3-DU"	4	430	248	686	400	260	677
"IA"	2012	"Butler"	"4-AL"	4	409	273	692	400	269	680
"IA"	2012	"Butler"	"5-AP"	4	617	264	899	585	281	876
"IA"	2012	"Butler"	"6-SR"	4	616	597	1237	586	586	1207
"IA"	2012	"Butler"	"7-PB"	4	659	499	1168	611	513	1144
"IA"	2012	"Butler"	"8-NH"	4	240	266	517	212	273	497
"IA"	2012	"Calhoun"	"Butler, Williams              "	4	276	229	511	271	221	504
"IA"	2012	"Calhoun"	"Calh, Jackson, EG, Lake C     "	4	544	568	1124	543	548	1114
"IA"	2012	"Calhoun"	"Cedar"	4	97	58	160	99	59	161
"IA"	2012	"Calhoun"	"Center, Logan, TL, GA, La     "	4	299	168	478	301	162	475
"IA"	2012	"Calhoun"	"Greenfield, Lincoln 2         "	4	132	92	228	133	87	224
"IA"	2012	"Calhoun"	"Lincoln 1"	4	539	411	969	530	389	950
"IA"	2012	"Calhoun"	"Reading"	4	156	115	275	159	102	266
"IA"	2012	"Calhoun"	"Rockwell City"	4	484	410	910	447	425	905
"IA"	2012	"Calhoun"	"Sherman"	4	227	82	311	220	88	310
"IA"	2012	"Calhoun"	"Union"	4	137	105	264	141	100	255
"IA"	2012	"Carroll"	"Arcadia Precinct"	4	170	162	339	168	160	338
"IA"	2012	"Carroll"	"Carroll Ward 2 / N1/2 Maple River"	4	810	804	1628	807	770	1603
"IA"	2012	"Carroll"	"Carroll Ward 3 / S1/2 Maple River"	4	663	643	1321	675	606	1307
"IA"	2012	"Carroll"	"Carroll Ward Four"	4	518	558	1090	517	524	1067
"IA"	2012	"Carroll"	"Carroll Ward One"	4	758	643	1413	788	601	1395
"IA"	2012	"Carroll"	"Eden Precinct"	4	198	121	320	196	111	313
"IA"	2012	"Carroll"	"Ewoldt Precinct"	4	490	414	913	468	407	895
"IA"	2012	"Carroll"	"Glidden-Richland Precinct"	4	451	383	848	488	323	828
"IA"	2012	"Carroll"	"Pleasant Valley - Newton Precinct"	4	245	167	417	265	146	412
"IA"	2012	"Carroll"	"Sheridan-Grant-Jasper Precinct"	4	342	236	590	364	208	581
"IA"	2012	"Carroll"	"Union Precinct"	4	376	378	756	370	358	745
"IA"	2012	"Carroll"	"Washington-Roselle Precinct"	4	262	193	464	273	175	454
"IA"	2012	"Carroll"	"Wheatland-Kniest Precinct"	4	318	245	575	370	188	568
"IA"	2012	"Cass"	"ATLANTIC 1"	3	285	274	572	306	213	549
"IA"	2012	"Cass"	"ATLANTIC 2"	3	258	283	562	298	216	540
"IA"	2012	"Cass"	"ATLANTIC 3"	3	436	307	752	457	230	718
"IA"	2012	"Cass"	"ATLANTIC 4"	3	513	353	889	572	255	862
"IA"	2012	"Cass"	"ATLANTIC 5"	3	471	330	816	502	261	791
"IA"	2012	"Cass"	"BEAR GROVE-CASS TOWNSHIPS/CITY OF LEWIS"	3	269	166	446	291	118	430
"IA"	2012	"Cass"	"BENTON TOWNSHIP"	3	167	106	276	180	71	260
"IA"	2012	"Cass"	"BRIGHTON, GROVE, PYMOSA, WASHINGTON TOWNSHIP/MARNE"	3	482	202	699	509	143	680
"IA"	2012	"Cass"	"EDNA TOWNSHIP"	3	102	30	132	102	25	129
"IA"	2012	"Cass"	"GRANT, LINCOLN TOWNSHIP/ANITA"	3	368	331	704	405	255	693
"IA"	2012	"Cass"	"MASSENA TOWNSHIP/MASSENA CITY"	3	160	120	284	165	93	274
"IA"	2012	"Cass"	"NOBLE, PLEASANT TOWNSHIP/GRISWOLD"	3	569	268	845	582	194	808
"IA"	2012	"Cass"	"UNION TOWNSHIP"	3	137	88	228	143	67	220
"IA"	2012	"Cedar"	"CASS/CENTER/IOWA/ROCHESTER"	2	643	552	1209	592	567	1174
"IA"	2012	"Cedar"	"DAYTON/FAIRFIELD"	2	400	333	747	360	360	726
"IA"	2012	"Cedar"	"FARMINGTON/SUGAR CREEK"	2	761	635	1413	785	570	1371
"IA"	2012	"Cedar"	"FREMONT/RED OAK"	2	270	285	561	240	298	543
"IA"	2012	"Cedar"	"GOWER/SPRINGDALE"	2	299	428	735	263	440	712
"IA"	2012	"Cedar"	"INLAND"	2	207	161	373	217	144	368
"IA"	2012	"Cedar"	"LINN/PIONEER"	2	470	545	1034	407	564	993
"IA"	2012	"Cedar"	"MASSILLON/SPRINGFIELD"	2	370	356	739	346	357	715
"IA"	2012	"Cedar"	"TIPTON 1"	2	192	287	490	179	289	475
"IA"	2012	"Cedar"	"TIPTON 2"	2	246	277	536	211	297	513
"IA"	2012	"Cedar"	"TIPTON 3"	2	269	328	608	240	344	589
"IA"	2012	"Cedar"	"WEST BRANCH 1"	2	402	785	1204	380	791	1184
"IA"	2012	"Cerro Gordo"	"CL/Grant/Union Twp Pcts"	4	752	566	1340	697	602	1327
"IA"	2012	"Cerro Gordo"	"Clear Lake Ward 1"	4	859	600	1486	776	647	1458
"IA"	2012	"Cerro Gordo"	"Clear Lake Ward 2"	4	783	769	1575	706	821	1557
"IA"	2012	"Cerro Gordo"	"Clear Lake Ward 3"	4	673	696	1390	605	729	1354
"IA"	2012	"Cerro Gordo"	"Falls Twp - Plymouth Pct"	4	135	215	355	128	215	355
"IA"	2012	"Cerro Gordo"	"Falls Twp - Rock Falls Pct"	4	95	143	241	99	133	237
"IA"	2012	"Cerro Gordo"	"Geneseo Twp Pct"	4	296	429	732	278	430	719
"IA"	2012	"Cerro Gordo"	"Grimes Twp - Meservey Pct"	4	84	70	155	72	77	152
"IA"	2012	"Cerro Gordo"	"Grimes Twp - Thornton Pct"	4	140	126	268	132	128	269
"IA"	2012	"Cerro Gordo"	"Lake/Lincoln Twps Pct"	4	205	115	324	183	139	324
"IA"	2012	"Cerro Gordo"	"Lime Creek / Mason N Twps"	4	164	172	339	151	174	329
"IA"	2012	"Cerro Gordo"	"Mason City W-1 P-1"	4	264	658	951	245	662	934
"IA"	2012	"Cerro Gordo"	"Mason City W-1 P-2"	4	444	791	1253	383	827	1224
"IA"	2012	"Cerro Gordo"	"Mason City W-1 P-3"	4	634	652	1300	548	719	1275
"IA"	2012	"Cerro Gordo"	"Mason City W-2 P-1"	4	255	609	879	233	628	872
"IA"	2012	"Cerro Gordo"	"Mason City W-2 P-2"	4	753	866	1635	700	899	1619
"IA"	2012	"Cerro Gordo"	"Mason City W-2 P-3"	4	269	721	1007	235	713	984
"IA"	2012	"Cerro Gordo"	"Mason City W-3 P-1"	4	409	742	1173	378	763	1155
"IA"	2012	"Cerro Gordo"	"Mason City W-3 P-2"	4	337	693	1048	296	699	1017
"IA"	2012	"Cerro Gordo"	"Mason City W-3 P-3"	4	741	964	1729	625	1046	1700
"IA"	2012	"Cerro Gordo"	"Mason City W-4 P-1"	4	245	646	911	220	654	902
"IA"	2012	"Cerro Gordo"	"Mason City W-4 P-2"	4	415	743	1176	367	780	1157
"IA"	2012	"Cerro Gordo"	"Mason City W-4 P-3"	4	532	752	1310	476	790	1298
"IA"	2012	"Cerro Gordo"	"Mason S / Bath Twps Pct"	4	212	161	380	195	174	376
"IA"	2012	"Cerro Gordo"	"Mt Vernon / Pl Valley Twps Pc"	4	214	179	403	203	182	393
"IA"	2012	"Cerro Gordo"	"Portland / Owen / Dtr Twps Pc"	4	218	238	464	223	224	459
"IA"	2012	"Cherokee"	"#1 Aurelia Precinct"	4	565	364	951	573	342	939
"IA"	2012	"Cherokee"	"#2 Cleghorn Precinct"	4	848	457	1317	872	406	1311
"IA"	2012	"Cherokee"	"#3 Quimby Precinct"	4	514	308	835	533	273	827
"IA"	2012	"Cherokee"	"#4 Cherokee Precinct"	4	464	271	741	469	249	736
"IA"	2012	"Cherokee"	"#5 Cherokee Ward 1 Precinct"	4	532	427	988	545	410	977
"IA"	2012	"Cherokee"	"#6 Cherokee Ward 2 Precinct"	4	301	390	706	329	349	700
"IA"	2012	"Cherokee"	"#7 Cherokee Ward 3 Precinct"	4	438	417	877	454	386	865
"IA"	2012	"Chickasaw"	"Bradford"	4	513	622	1156	468	637	1130
"IA"	2012	"Chickasaw"	"Chickasaw"	4	97	151	248	92	137	236
"IA"	2012	"Chickasaw"	"City of New Hampton Ward Four"	4	232	295	534	206	308	523
"IA"	2012	"Chickasaw"	"City of New Hampton Ward One"	4	162	272	438	156	264	425
"IA"	2012	"Chickasaw"	"City of New Hampton Ward Three"	4	186	350	547	182	348	537
"IA"	2012	"Chickasaw"	"City of New Hampton Ward Two"	4	164	244	411	143	257	410
"IA"	2012	"Chickasaw"	"Dayton-Richland"	4	204	184	394	209	165	385
"IA"	2012	"Chickasaw"	"Deerfield-Washington 2"	4	162	244	414	170	216	403
"IA"	2012	"Chickasaw"	"Dresden-Fredericksburg"	4	423	425	862	409	417	842
"IA"	2012	"Chickasaw"	"Jacksonville-Utica"	4	183	199	384	175	186	369
"IA"	2012	"Chickasaw"	"New Hampton Rural"	4	242	170	415	222	169	398
"IA"	2012	"Chickasaw"	"Stapleton"	4	192	270	472	179	277	461
"IA"	2012	"Chickasaw"	"Washington 1 Township"	4	76	128	209	81	123	208
"IA"	2012	"Clarke"	"Middle Precinct"	2	312	261	586	278	265	552
"IA"	2012	"Clarke"	"Murray Precinct"	2	323	344	688	308	324	662
"IA"	2012	"Clarke"	"North East Precinct"	2	467	360	849	420	370	805
"IA"	2012	"Clarke"	"Osceola 1st Ward Precinct"	2	290	321	642	274	316	608
"IA"	2012	"Clarke"	"Osceola 2nd Ward Precinct"	2	228	340	577	212	319	546
"IA"	2012	"Clarke"	"Osceola 3rd Ward Precinct"	2	358	384	760	339	360	714
"IA"	2012	"Clarke"	"Woodburn Precinct"	2	146	179	328	126	173	308
"IA"	2012	"Clay"	"Douglas-Peterson"	4	247	132	385	242	132	383
"IA"	2012	"Clay"	"Garfield-Herdland"	4	153	90	249	144	96	249
"IA"	2012	"Clay"	"Lake-Freeman"	4	154	128	289	146	135	286
"IA"	2012	"Clay"	"Lincoln-Clay"	4	273	172	450	282	152	442
"IA"	2012	"Clay"	"Logan-Gillett Grove"	4	164	100	271	161	93	263
"IA"	2012	"Clay"	"Spencer Ward 1"	4	440	410	879	441	393	864
"IA"	2012	"Clay"	"Spencer Ward 2"	4	538	498	1058	530	467	1036
"IA"	2012	"Clay"	"Spencer Ward 3"	4	611	461	1093	590	468	1084
"IA"	2012	"Clay"	"Spencer Ward 4"	4	934	467	1421	907	479	1404
"IA"	2012	"Clay"	"Spencer Ward 5"	4	660	472	1147	647	462	1131
"IA"	2012	"Clay"	"Summit-Riverton-Sioux-Meadow"	4	456	294	765	453	279	751
"IA"	2012	"Clay"	"Waterford-Lone Tree"	4	321	161	495	317	159	487
"IA"	2012	"Clayton"	"BOARDMAN-HIGHLAND"	1	459	666	1150	444	648	1112
"IA"	2012	"Clayton"	"BUENA VISTA"	1	50	113	165	41	110	159
"IA"	2012	"Clayton"	"CASS"	1	391	445	847	384	429	832
"IA"	2012	"Clayton"	"CLAYTON-GARNAVILLO"	1	363	301	677	333	327	668
"IA"	2012	"Clayton"	"COX CREEK-SPERRY"	1	220	227	456	212	224	446
"IA"	2012	"Clayton"	"ELK-MALLORY-VOLGA"	1	223	265	499	208	276	488
"IA"	2012	"Clayton"	"FARMERSBURG-WAGNER"	1	236	256	499	222	252	482
"IA"	2012	"Clayton"	"GIARD-LUANA-MONONA"	1	630	654	1306	614	631	1270
"IA"	2012	"Clayton"	"GRAND MEADOW"	1	121	91	215	117	90	213
"IA"	2012	"Clayton"	"JEFFERSON-MILLVILLE"	1	757	904	1698	715	911	1653
"IA"	2012	"Clayton"	"LODOMILLO"	1	167	142	314	164	140	306
"IA"	2012	"Clayton"	"MARION"	1	112	61	176	107	65	175
"IA"	2012	"Clayton"	"MENDON"	1	359	597	972	336	584	941
"IA"	2012	"Clayton"	"READ"	1	76	84	164	78	82	162
"IA"	2012	"Clinton"	"BLOOMFIELD BROOKFIELD DEL"	2	281	355	641	289	313	618
"IA"	2012	"Clinton"	"CAMANCHE 1"	2	446	816	1286	434	798	1255
"IA"	2012	"Clinton"	"CAMANCHE 2"	2	372	769	1168	414	702	1140
"IA"	2012	"Clinton"	"CENTER TWP"	2	195	148	346	200	120	326
"IA"	2012	"Clinton"	"CLINTON 1-1"	2	269	880	1175	272	821	1128
"IA"	2012	"Clinton"	"CLINTON 1-2"	2	422	1060	1501	435	974	1453
"IA"	2012	"Clinton"	"CLINTON 2-1"	2	313	962	1297	338	862	1252
"IA"	2012	"Clinton"	"CLINTON 2-2"	2	643	1167	1837	664	1073	1775
"IA"	2012	"Clinton"	"CLINTON 3-1"	2	527	1148	1693	553	1040	1633
"IA"	2012	"Clinton"	"CLINTON 3-2"	2	605	1241	1871	636	1127	1794
"IA"	2012	"Clinton"	"CLINTON 4-1"	2	628	1103	1761	657	1013	1701
"IA"	2012	"Clinton"	"CLINTON 4-2"	2	527	1075	1625	542	974	1557
