state	year	county	precinct	cd	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"IA"	2012	"Sac"	"Wall Lake"	4	389	197	591	439	144	587
"IA"	2012	"Scott"	"(AG) ALLEN'S GROVE TOWNSHIP AG"	2	211	128	342	208	120	334
"IA"	2012	"Scott"	"(B11) CITY OF BETTENDORF B11"	2	962	1062	2052	983	972	1995
"IA"	2012	"Scott"	"(B12) CITY OF BETTENDORF B12"	2	893	1085	2008	860	1026	1924
"IA"	2012	"Scott"	"(B21) CITY OF BETTENDORF B21"	2	546	726	1295	552	666	1242
"IA"	2012	"Scott"	"(B22) CITY OF BETTENDORF B22"	2	1020	1090	2145	1049	1001	2075
"IA"	2012	"Scott"	"(B23) CITY OF BETTENDORF B23"	2	220	186	410	213	170	390
"IA"	2012	"Scott"	"(B31) CITY OF BETTENDORF B31"	2	914	1001	1937	912	907	1853
"IA"	2012	"Scott"	"(B32) CITY OF BETTENDORF B32"	2	923	1035	1975	928	950	1899
"IA"	2012	"Scott"	"(B41) CITY OF BETTENDORF B41"	2	1420	793	2227	1454	699	2169
"IA"	2012	"Scott"	"(B42) CITY OF BETTENDORF B42"	2	1172	1061	2278	1171	991	2194
"IA"	2012	"Scott"	"(B51) CITY OF BETTENDORF B51"	2	1191	1002	2226	1203	903	2139
"IA"	2012	"Scott"	"(B52) CITY OF BETTENDORF B52"	2	1511	820	2356	1520	746	2291
"IA"	2012	"Scott"	"(BF) CITY OF BUFFALO BF"	2	211	391	615	221	360	596
"IA"	2012	"Scott"	"(BG) BLUE GRASS TOWNSHIP BG"	2	839	775	1633	798	730	1560
"IA"	2012	"Scott"	"(BU) BUFFALO TOWNSHIP BU"	2	968	858	1860	934	795	1770
"IA"	2012	"Scott"	"(D11) CITY OF DAVENPORT D11"	2	588	860	1467	598	798	1424
"IA"	2012	"Scott"	"(D12) CITY OF DAVENPORT D12"	2	434	1056	1512	452	971	1452
"IA"	2012	"Scott"	"(D13) CITY OF DAVENPORT D13"	2	608	1191	1823	615	1109	1767
"IA"	2012	"Scott"	"(D14) CITY OF DAVENPORT D14"	2	382	971	1385	402	894	1339
"IA"	2012	"Scott"	"(D21) CITY OF DAVENPORT D21"	2	603	1104	1732	619	1011	1667
"IA"	2012	"Scott"	"(D22) CITY OF DAVENPORT D22"	2	442	834	1305	467	765	1259
"IA"	2012	"Scott"	"(D23) CITY OF DAVENPORT D23"	2	624	754	1400	624	714	1364
"IA"	2012	"Scott"	"(D24) CITY OF DAVENPORT D24"	2	554	1110	1687	530	1050	1611
"IA"	2012	"Scott"	"(D31) CITY OF DAVENPORT D31"	2	284	1000	1311	307	929	1273
"IA"	2012	"Scott"	"(D32) CITY OF DAVENPORT D32"	2	169	809	999	189	743	961
"IA"	2012	"Scott"	"(D33) CITY OF DAVENPORT D33"	2	177	723	924	185	665	884
"IA"	2012	"Scott"	"(D34) CITY OF DAVENPORT D34"	2	210	1043	1280	236	974	1239
"IA"	2012	"Scott"	"(D41) CITY OF DAVENPORT D41"	2	616	1239	1889	620	1156	1818
"IA"	2012	"Scott"	"(D42) CITY OF DAVENPORT D42"	2	421	987	1431	429	891	1360
"IA"	2012	"Scott"	"(D43) CITY OF DAVENPORT D43"	2	507	892	1421	503	817	1343
"IA"	2012	"Scott"	"(D44) CITY OF DAVENPORT D44"	2	303	985	1314	318	920	1253
"IA"	2012	"Scott"	"(D51) CITY OF DAVENPORT D51"	2	661	1167	1860	675	1067	1779
"IA"	2012	"Scott"	"(D52) CITY OF DAVENPORT D52"	2	477	984	1488	492	910	1425
"IA"	2012	"Scott"	"(D53) CITY OF DAVENPORT D53"	2	525	1092	1640	544	1005	1585
"IA"	2012	"Scott"	"(D54) CITY OF DAVENPORT D54"	2	226	1024	1284	250	965	1252
"IA"	2012	"Scott"	"(D61) CITY OF DAVENPORT D61"	2	982	780	1773	969	730	1719
"IA"	2012	"Scott"	"(D62) CITY OF DAVENPORT D62"	2	1058	742	1813	1055	686	1766
"IA"	2012	"Scott"	"(D63) CITY OF DAVENPORT D63"	2	872	1146	2048	883	1043	1955
"IA"	2012	"Scott"	"(D64) CITY OF DAVENPORT D64"	2	1075	1299	2412	1075	1240	2340
"IA"	2012	"Scott"	"(D71) CITY OF DAVENPORT D71"	2	853	1192	2082	870	1109	2008
"IA"	2012	"Scott"	"(D72) CITY OF DAVENPORT D72"	2	626	1171	1823	637	1091	1763
"IA"	2012	"Scott"	"(D73) CITY OF DAVENPORT D73"	2	634	1058	1720	636	990	1653
"IA"	2012	"Scott"	"(D74) CITY OF DAVENPORT D74"	2	294	739	1052	302	703	1024
"IA"	2012	"Scott"	"(D81) CITY OF DAVENPORT D81"	2	417	1113	1551	420	1027	1491
"IA"	2012	"Scott"	"(D82) CITY OF DAVENPORT D82"	2	666	1241	1926	665	1122	1831
"IA"	2012	"Scott"	"(D83) CITY OF DAVENPORT D83"	2	668	1180	1874	682	1094	1809
"IA"	2012	"Scott"	"(D84) CITY OF DAVENPORT D84"	2	630	600	1252	631	556	1206
"IA"	2012	"Scott"	"(DH) CITY OF DONAHUE DH"	2	77	115	195	78	108	188
"IA"	2012	"Scott"	"(EL1) CITY OF ELDRIDGE EL1"	2	974	899	1895	995	806	1821
"IA"	2012	"Scott"	"(EL2) CITY OF ELDRIDGE EL2"	2	1034	829	1884	1032	739	1793
"IA"	2012	"Scott"	"(HG) HICKORY GROVE TOWNSHIP HG"	2	224	148	378	220	139	365
"IA"	2012	"Scott"	"(LB) LIBERTY TOWNSHIP LB"	2	259	183	447	251	166	430
"IA"	2012	"Scott"	"(LC1) CITY OF LECLAIRE LC1"	2	613	638	1277	629	588	1239
"IA"	2012	"Scott"	"(LC2) CITY OF LECLAIRE LC2"	2	581	458	1058	584	426	1020
"IA"	2012	"Scott"	"(LCT) LECLAIRE TOWNSHIP LCT"	2	544	400	961	562	364	942
"IA"	2012	"Scott"	"(LG) CITY OF LONG GROVE LG"	2	247	247	498	243	226	473
"IA"	2012	"Scott"	"(MC) MCCAUSLAND MC"	2	308	277	597	305	249	570
"IA"	2012	"Scott"	"(PKV) PARK VIEW PKV"	2	917	787	1736	953	676	1667
"IA"	2012	"Scott"	"(PR) PRINCETON TOWNSHIP PR"	2	414	403	827	408	384	803
"IA"	2012	"Scott"	"(PV) PLEASANT VALLEY PV"	2	483	286	776	486	268	762
"IA"	2012	"Scott"	"(RV) CITY OF RIVERDALE RV"	2	130	131	263	133	116	252
"IA"	2012	"Scott"	"(WC) WALCOTT PRECINCT"	2	566	493	1078	558	457	1039
"IA"	2012	"Scott"	"(WF) WINFIELD TOWNSHIP WF"	2	293	259	556	282	241	531
"IA"	2012	"Shelby"	"EH-K School"	4	395	235	643	378	239	633
"IA"	2012	"Shelby"	"Harlan 1"	4	288	263	563	259	243	527
"IA"	2012	"Shelby"	"Harlan 2"	4	465	230	707	431	246	685
"IA"	2012	"Shelby"	"Harlan 3"	4	428	301	736	397	311	720
"IA"	2012	"Shelby"	"Harlan 4"	4	295	261	571	277	252	545
"IA"	2012	"Shelby"	"Irwin Community Building"	4	476	208	688	435	225	672
"IA"	2012	"Shelby"	"Shelby Community Hall"	4	398	236	640	370	228	613
"IA"	2012	"Shelby"	"St. Joseph Hall"	4	594	433	1045	553	439	1013
"IA"	2012	"Shelby"	"Therkildsen Center"	4	572	302	890	537	308	857
"IA"	2012	"Sioux"	"Alton/Nassau"	4	719	306	1037	696	311	1019
"IA"	2012	"Sioux"	"Floyd/Lynn"	4	672	114	792	660	117	784
"IA"	2012	"Sioux"	"Grant/Sheridan"	4	689	146	842	683	140	834
"IA"	2012	"Sioux"	"Hawarden/Buncombe/Logan/Washington/Eagle South"	4	770	538	1328	747	516	1291
"IA"	2012	"Sioux"	"Lincoln"	4	1396	118	1528	1384	118	1513
"IA"	2012	"Sioux"	"Orange City #1/Holland West"	4	1543	261	1830	1511	289	1815
"IA"	2012	"Sioux"	"Orange City #2/Holland East"	4	1357	293	1673	1324	313	1642
"IA"	2012	"Sioux"	"Plato/Garfield/Settlers/Sioux/Eagle North"	4	688	94	783	676	97	778
"IA"	2012	"Sioux"	"Reading/Center South"	4	432	79	526	417	82	510
"IA"	2012	"Sioux"	"Rock Valley East"	4	861	115	982	831	135	974
"IA"	2012	"Sioux"	"Rock Valley West/Rock"	4	1127	97	1231	1103	101	1216
"IA"	2012	"Sioux"	"Sherman"	4	315	35	351	310	35	349
"IA"	2012	"Sioux"	"Sioux Center Central"	4	814	168	1007	799	169	984
"IA"	2012	"Sioux"	"Sioux Center North/Capel/Welcome"	4	1039	109	1155	1028	116	1150
"IA"	2012	"Sioux"	"Sioux Center South"	4	1548	191	1769	1517	201	1736
"IA"	2012	"Sioux"	"West Branch/Center North"	4	437	36	474	425	37	466
"IA"	2012	"Story"	"Ames 1-1"	4	633	918	1602	587	926	1549
"IA"	2012	"Story"	"Ames 1-2"	4	555	1027	1632	501	1016	1560
"IA"	2012	"Story"	"Ames 1-3 - Grant Twp 2"	4	369	694	1110	353	678	1071
"IA"	2012	"Story"	"Ames 1-4"	4	427	1172	1663	423	1176	1630
"IA"	2012	"Story"	"Ames 1-5"	4	706	1160	1909	664	1177	1873
"IA"	2012	"Story"	"Ames 2-1"	4	458	1123	1644	450	1088	1573
"IA"	2012	"Story"	"Ames 2-2"	4	462	1007	1527	437	1014	1481
"IA"	2012	"Story"	"Ames 2-3"	4	622	1049	1712	585	1084	1689
"IA"	2012	"Story"	"Ames 2-4"	4	792	1010	1824	706	1056	1796
"IA"	2012	"Story"	"Ames 2-5"	4	933	939	1891	845	981	1849
"IA"	2012	"Story"	"Ames 3-1"	4	594	836	1480	550	854	1433
"IA"	2012	"Story"	"Ames 3-2"	4	451	699	1180	419	678	1119
"IA"	2012	"Story"	"Ames 3-3"	4	315	658	1025	318	655	1000
"IA"	2012	"Story"	"Ames 3-4"	4	591	813	1456	574	788	1398
"IA"	2012	"Story"	"Ames 3-5"	4	496	1010	1539	459	1009	1500
"IA"	2012	"Story"	"Ames 4-1"	4	545	701	1293	496	678	1194
"IA"	2012	"Story"	"Ames 4-2"	4	417	613	1066	381	514	925
"IA"	2012	"Story"	"Ames 4-3"	4	355	625	1036	340	563	928
"IA"	2012	"Story"	"Ames 4-4"	4	453	987	1489	411	982	1421
"IA"	2012	"Story"	"Ames 4-5"	4	737	1022	1804	665	1067	1762
"IA"	2012	"Story"	"Collins Twp-Collins"	4	234	186	423	227	180	416
"IA"	2012	"Story"	"Franklin Twp-Gilbert"	4	1110	941	2096	1050	963	2064
"IA"	2012	"Story"	"Grant Township"	4	152	116	275	141	122	272
"IA"	2012	"Story"	"Howard Twp-Roland"	4	548	489	1067	515	503	1050
"IA"	2012	"Story"	"Huxley"	4	916	767	1717	849	780	1680
"IA"	2012	"Story"	"Indian Creek Twp-Maxwell"	4	418	377	814	400	366	799
"IA"	2012	"Story"	"Lafayette Township"	4	163	100	273	158	109	273
"IA"	2012	"Story"	"Lincoln Twp-Zearing"	4	218	172	398	211	167	394
"IA"	2012	"Story"	"Milford Township"	4	191	139	340	184	142	337
"IA"	2012	"Story"	"Nevada 1"	4	341	487	856	327	481	837
"IA"	2012	"Story"	"Nevada 2"	4	286	504	811	284	485	801
"IA"	2012	"Story"	"Nevada 3-Grant Twp 3"	4	403	469	895	356	494	876
"IA"	2012	"Story"	"Nevada 4"	4	381	476	873	366	473	861
"IA"	2012	"Story"	"Nevada Township"	4	238	206	457	234	202	443
"IA"	2012	"Story"	"New Albany Twp-Colo"	4	353	283	648	341	288	650
"IA"	2012	"Story"	"Palestine Township"	4	290	209	506	280	210	497
"IA"	2012	"Story"	"Richland Township"	4	131	81	217	125	82	214
"IA"	2012	"Story"	"Sherman Township"	4	82	42	127	82	40	127
"IA"	2012	"Story"	"Slater-Sheldahl-Pal 2"	4	475	477	974	443	488	953
"IA"	2012	"Story"	"Story City"	4	1014	893	1936	965	891	1906
"IA"	2012	"Story"	"Union Twp-Cambridge"	4	351	344	715	353	330	709
"IA"	2012	"Story"	"Warren Twp-McCallsburg"	4	181	116	303	171	119	298
"IA"	2012	"Story"	"Washington Twp-Kelley"	4	281	255	547	267	262	543
"IA"	2012	"Tama"	"CARLTON"	1	214	230	452	211	216	440
"IA"	2012	"Tama"	"CARROLL/ONEIDA/N OTTER"	1	240	179	424	226	186	417
"IA"	2012	"Tama"	"CLARK/GENESECLARK/GENESEO"	1	685	481	1187	644	509	1168
"IA"	2012	"Tama"	"COLUMBIA/TAMA"	1	451	886	1360	455	846	1318
"IA"	2012	"Tama"	"GRANT TWP"	1	83	72	158	89	68	158
"IA"	2012	"Tama"	"HIGHLAND/INDIAN VILLAGE"	1	239	229	474	232	222	459
"IA"	2012	"Tama"	"IS"	1	20	380	402	25	370	396
"IA"	2012	"Tama"	"LINCOLN"	1	125	80	208	126	75	205
"IA"	2012	"Tama"	"PERRY/BUCKINGHAM/E CRYSTA"	1	657	624	1306	627	633	1271
"IA"	2012	"Tama"	"RICHLARICHLAND/SALT CREEK"	1	150	173	333	140	184	329
"IA"	2012	"Tama"	"S. OTTER CREEK"	1	51	52	104	45	54	101
"IA"	2012	"Tama"	"SPRING CREEK/W CRYSTAL"	1	501	337	851	475	334	822
"IA"	2012	"Tama"	"TOLEDO 2"	1	99	229	331	94	218	319
"IA"	2012	"Tama"	"TOLEDO 3"	1	124	258	388	129	235	373
"IA"	2012	"Tama"	"TOLEDO/HOWARD"	1	323	423	760	312	420	741
"IA"	2012	"Tama"	"YORK"	1	136	135	279	134	140	278
"IA"	2012	"Taylor"	"Blockton"	3	122	73	199	135	56	201
"IA"	2012	"Taylor"	"City of Bedford"	3	407	287	708	425	225	681
"IA"	2012	"Taylor"	"Clearfield"	3	97	117	215	111	92	211
"IA"	2012	"Taylor"	"Gravity"	3	149	88	243	149	80	240
"IA"	2012	"Taylor"	"Legion"	3	252	117	371	251	100	359
"IA"	2012	"Taylor"	"Lenox"	3	402	465	887	466	351	854
"IA"	2012	"Taylor"	"New Market"	3	254	115	372	248	104	362
"IA"	2012	"Union"	"Afton Methodist Church"	3	351	403	777	417	288	759
"IA"	2012	"Union"	"Arispe Methodist Church"	3	154	101	261	170	76	256
"IA"	2012	"Union"	"CS1 Salem Lutheran Church"	3	223	336	566	259	270	554
"IA"	2012	"Union"	"CS2 SWCC"	3	803	661	1476	861	544	1455
"IA"	2012	"Union"	"CS3 Trinity Lutheran Church"	3	300	446	756	353	360	743
"IA"	2012	"Union"	"CS4 Supertel Inn"	3	301	426	745	342	351	726
"IA"	2012	"Union"	"CS5 Crest Baptist Church"	3	508	488	1015	565	391	997
"IA"	2012	"Union"	"Lorimor City Hall"	3	173	182	361	190	142	352
"IA"	2012	"Van Buren"	"Birmingham"	2	346	184	546	324	198	537
"IA"	2012	"Van Buren"	"Bonaparte"	2	288	216	520	264	233	506
"IA"	2012	"Van Buren"	"Cantril"	2	135	81	219	119	91	215
"IA"	2012	"Van Buren"	"Douds"	2	266	136	421	240	159	412
"IA"	2012	"Van Buren"	"Farmington"	2	235	207	448	205	225	439
"IA"	2012	"Van Buren"	"Keosauqua"	2	491	415	929	451	429	904
"IA"	2012	"Van Buren"	"Milton"	2	160	97	272	140	124	273
"IA"	2012	"Van Buren"	"Stockport"	2	143	66	214	121	88	211
"IA"	2012	"Wapello"	"Adams/Blakesburg/Polk"	2	356	332	701	315	349	680
"IA"	2012	"Wapello"	"Agency/Agency/Pleasant"	2	365	363	747	333	369	723
"IA"	2012	"Wapello"	"Cass/Chillicothe"	2	68	41	114	64	39	113
"IA"	2012	"Wapello"	"Center Twp"	2	378	360	748	339	359	722
"IA"	2012	"Wapello"	"Columbia/Eddyville"	2	206	255	470	200	239	455
"IA"	2012	"Wapello"	"Competine Twp"	2	81	31	115	68	38	111
"IA"	2012	"Wapello"	"Dahlonega Twp"	2	189	113	308	168	125	299
"IA"	2012	"Wapello"	"Green Twp"	2	244	164	412	217	175	395
"IA"	2012	"Wapello"	"Highland Twp"	2	98	46	149	95	45	145
"IA"	2012	"Wapello"	"Keokuk Twp"	2	211	217	438	194	228	432
"IA"	2012	"Wapello"	"Precinct 1"	2	365	664	1051	358	621	1021
"IA"	2012	"Wapello"	"Precinct 10"	2	357	643	1010	344	606	972
"IA"	2012	"Wapello"	"Precinct 2"	2	654	671	1342	627	657	1301
"IA"	2012	"Wapello"	"Precinct 3"	2	760	749	1538	718	754	1497
"IA"	2012	"Wapello"	"Precinct 4"	2	241	542	800	229	496	764
"IA"	2012	"Wapello"	"Precinct 5"	2	277	553	853	268	528	825
"IA"	2012	"Wapello"	"Precinct 6"	2	322	562	911	302	524	876
"IA"	2012	"Wapello"	"Precinct 7"	2	282	543	847	279	513	823
"IA"	2012	"Wapello"	"Precinct 8"	2	364	620	1009	342	578	957
"IA"	2012	"Wapello"	"Precinct 9"	2	498	720	1237	475	707	1196
"IA"	2012	"Wapello"	"Richland/Kirkville"	2	182	196	382	161	190	363
"IA"	2012	"Wapello"	"Washington/Eldon"	2	291	278	588	281	276	572
"IA"	2012	"Warren"	"Allen 2"	3	485	543	1048	546	447	1029
"IA"	2012	"Warren"	"Allen 3"	3	627	614	1255	677	494	1225
"IA"	2012	"Warren"	"Belmont"	3	142	76	221	144	64	216
"IA"	2012	"Warren"	"Cumming/West DM"	3	205	104	312	211	85	304
"IA"	2012	"Warren"	"GR1DM86 City"	3	36	51	88	40	43	86
"IA"	2012	"Warren"	"Greenfield 1 DM 85"	3	386	600	1008	417	534	994
"IA"	2012	"Warren"	"Greenfield 1 Twp"	3	464	371	850	469	320	831
"IA"	2012	"Warren"	"Greenfield 2/Lincoln 2"	3	752	581	1354	781	489	1329
"IA"	2012	"Warren"	"Indianola 1"	3	310	285	604	327	229	581
"IA"	2012	"Warren"	"Indianola 2"	3	633	705	1365	683	575	1312
"IA"	2012	"Warren"	"Indianola 3"	3	240	388	644	279	317	620
"IA"	2012	"Warren"	"Indianola 4"	3	777	835	1629	872	676	1583
"IA"	2012	"Warren"	"Indianola 5"	3	545	588	1149	603	465	1109
"IA"	2012	"Warren"	"Indianola 6"	3	411	456	888	460	358	864
"IA"	2012	"Warren"	"Indianola 7"	3	640	852	1535	727	674	1480
"IA"	2012	"Warren"	"Jackson"	3	289	223	522	310	187	519
"IA"	2012	"Warren"	"Jefferson"	3	537	453	1001	568	379	982
"IA"	2012	"Warren"	"Liberty Twp"	3	154	113	273	156	101	267
"IA"	2012	"Warren"	"Lincoln 1 Twp"	3	210	184	405	231	156	401
"IA"	2012	"Warren"	"Norwalk 1"	3	740	617	1383	822	474	1347
"IA"	2012	"Warren"	"Norwalk 2/Greenfield 1"	3	580	594	1192	661	441	1143
"IA"	2012	"Warren"	"Norwalk 3/Linn"	3	910	870	1811	985	707	1763
"IA"	2012	"Warren"	"Norwalk 4"	3	761	625	1413	848	495	1381
"IA"	2012	"Warren"	"Otter/Milo"	3	469	390	877	506	308	857
"IA"	2012	"Warren"	"Palmyra"	3	175	144	325	181	124	317
"IA"	2012	"Warren"	"Richland/Palmyra"	3	338	310	659	363	252	645
"IA"	2012	"Warren"	"Squaw Creek"	3	221	174	403	226	153	400
"IA"	2012	"Warren"	"Union"	3	167	131	300	178	109	295
"IA"	2012	"Warren"	"Virginia"	3	331	249	593	334	214	582
"IA"	2012	"Warren"	"White Breast"	3	184	202	400	214	159	394
"IA"	2012	"Warren"	"White Oak"	3	333	223	565	348	172	551
"IA"	2012	"Washington"	"Ainsworth"	2	532	601	1166	488	621	1127
"IA"	2012	"Washington"	"Brighton/Marion/Crawford"	2	573	417	1024	561	436	1009
"IA"	2012	"Washington"	"Kalona"	2	808	618	1445	745	625	1388
"IA"	2012	"Washington"	"Riverside"	2	248	520	787	229	516	757
"IA"	2012	"Washington"	"Ward Four"	2	615	587	1237	555	613	1186
"IA"	2012	"Washington"	"Ward One"	2	388	461	884	364	467	846
"IA"	2012	"Washington"	"Ward Three City"	2	553	549	1140	529	562	1105
"IA"	2012	"Washington"	"Ward Two"	2	502	546	1086	466	557	1041
"IA"	2012	"Washington"	"Wellman"	2	874	602	1530	818	630	1471
"IA"	2012	"Washington"	"West Chester"	2	469	214	705	442	229	676
"IA"	2012	"Wayne"	"A-01 Allerton-Clio-Lineville"	2	392	287	696	345	300	661
"IA"	2012	"Wayne"	"C-02 Corydon"	2	510	399	932	444	433	896
"IA"	2012	"Wayne"	"H-03 Humeston-Millerton"	2	332	283	630	290	300	602
"IA"	2012	"Wayne"	"S-04 Seymour-Promise City"	2	349	282	642	312	293	620
"IA"	2012	"Webster"	"Badger-NW Cooper"	4	430	292	736	398	307	722
"IA"	2012	"Webster"	"Clay-Roland"	4	266	161	431	254	156	423
"IA"	2012	"Webster"	"Colfax-Duncombe"	4	141	176	328	136	172	320
"IA"	2012	"Webster"	"Cooper"	4	81	89	177	89	82	174
"IA"	2012	"Webster"	"Dayton-Burnside"	4	404	379	791	384	367	777
"IA"	2012	"Webster"	"Deer Creek-Jackson"	4	264	159	425	256	152	417
"IA"	2012	"Webster"	"Douglas"	4	356	285	650	326	289	636
"IA"	2012	"Webster"	"Elkhorn"	4	242	186	435	217	202	425
"IA"	2012	"Webster"	"Fort Dodge 1"	4	732	612	1356	682	620	1333
"IA"	2012	"Webster"	"Fort Dodge 10"	4	488	528	1032	466	526	1015
"IA"	2012	"Webster"	"Fort Dodge 11"	4	795	614	1427	752	621	1395
"IA"	2012	"Webster"	"Fort Dodge 12"	4	410	568	989	404	550	972
"IA"	2012	"Webster"	"Fort Dodge 2"	4	505	624	1145	462	624	1123
"IA"	2012	"Webster"	"Fort Dodge 3"	4	362	425	800	314	439	777
"IA"	2012	"Webster"	"Fort Dodge 4"	4	330	614	958	315	599	947
"IA"	2012	"Webster"	"Fort Dodge 5"	4	295	482	783	285	463	762
"IA"	2012	"Webster"	"Fort Dodge 6"	4	82	254	344	86	232	332
"IA"	2012	"Webster"	"Fort Dodge 7"	4	238	534	794	236	514	784
"IA"	2012	"Webster"	"Fort Dodge 8"	4	235	504	757	208	504	747
"IA"	2012	"Webster"	"Fort Dodge 9"	4	230	645	884	238	589	867
"IA"	2012	"Webster"	"Fulton"	4	138	80	223	118	95	219
"IA"	2012	"Webster"	"Gowrie"	4	346	303	657	333	288	649
"IA"	2012	"Webster"	"Johnson"	4	147	115	263	139	115	260
"IA"	2012	"Webster"	"Lost Grove"	4	171	109	290	171	104	283
"IA"	2012	"Webster"	"Newark"	4	100	83	184	93	77	179
"IA"	2012	"Webster"	"Otho-Pleasant Valley"	4	353	420	794	321	416	770
"IA"	2012	"Webster"	"Sumner-Webster-Yell-Hardi"	4	228	225	462	221	215	457
"IA"	2012	"Webster"	"Washington"	4	100	71	177	91	70	172
"IA"	2012	"Winnebago"	"Buffalo Grant Lincoln"	4	512	369	893	465	405	884
"IA"	2012	"Winnebago"	"Center"	4	633	695	1358	576	727	1333
"IA"	2012	"Winnebago"	"Eden Logan Norway"	4	190	186	380	184	186	376
"IA"	2012	"Winnebago"	"FC3 Forest D3"	4	290	318	617	267	320	606
"IA"	2012	"Winnebago"	"Forest City Ward 1"	4	280	306	600	259	317	593
"IA"	2012	"Winnebago"	"Forest City Ward 2"	4	195	241	454	185	237	435
"IA"	2012	"Winnebago"	"Forest City Ward 4"	4	179	196	380	171	196	372
"IA"	2012	"Winnebago"	"King Linden"	4	227	218	450	211	217	436
"IA"	2012	"Winnebago"	"Mt. Valley Forest D2"	4	176	148	329	176	141	326
"IA"	2012	"Winnebago"	"Newton Forest D1"	4	224	226	457	228	207	450
"IA"	2012	"Winneshiek"	"PCT 1 - HE/HI/PL"	1	277	347	636	283	314	604
"IA"	2012	"Winneshiek"	"PCT 10 - JA/SU/WA"	1	376	433	829	366	409	790
"IA"	2012	"Winneshiek"	"PCT 11- Decorah Twp Sup 5"	1	39	70	110	41	61	102
"IA"	2012	"Winneshiek"	"PCT 2 - FR/GL/DEW3/DETSUP1"	1	737	971	1733	740	933	1689
"IA"	2012	"Winneshiek"	"PCT 3 - DEW1/DETSUP2"	1	635	847	1507	632	790	1447
"IA"	2012	"Winneshiek"	"PCT 4 - Decorah Ward 2"	1	304	659	987	301	634	947
"IA"	2012	"Winneshiek"	"PCT 5 - CN/DEW4/DETSUP3"	1	408	740	1170	418	644	1086
"IA"	2012	"Winneshiek"	"PCT 6 - Decorah Ward 5"	1	246	476	732	250	423	684
"IA"	2012	"Winneshiek"	"PCT 7 - CA/SP"	1	548	610	1185	552	571	1143
"IA"	2012	"Winneshiek"	"PCT 8 - MI/BLM"	1	455	447	923	470	418	903
"IA"	2012	"Winneshiek"	"PCT 9 - BLF/BO/FR/LI/MA/OR"	1	597	656	1272	593	622	1233
"IA"	2012	"Woodbury"	"1 HEARTLAND BAPTIST CH"	4	794	571	1391	769	574	1373
"IA"	2012	"Woodbury"	"10 CLARK SCHOOL"	4	939	560	1515	876	600	1496
"IA"	2012	"Woodbury"	"11 GIRLS INC"	4	96	447	552	119	416	548
"IA"	2012	"Woodbury"	"12 LINCOLN SCHOOL"	4	688	796	1515	673	801	1502
"IA"	2012	"Woodbury"	"13 SC TRANSIT SYSTEM"	4	265	479	768	295	438	758
"IA"	2012	"Woodbury"	"14 BOYS & GIRLS HOME"	4	262	593	871	287	532	842
"IA"	2012	"Woodbury"	"15 UNITY SCHOOL/CONCORD"	4	702	637	1380	713	612	1360
"IA"	2012	"Woodbury"	"16 TRIMBLE UNITED METH CH"	4	511	745	1283	547	693	1272
"IA"	2012	"Woodbury"	"17 BRYANT SCHOOL"	4	735	744	1497	752	715	1486
"IA"	2012	"Woodbury"	"18 LEEDS ELEM SCHOOL"	4	616	739	1374	643	676	1352
"IA"	2012	"Woodbury"	"19 NORTH MIDDLE SCHOOL"	4	920	723	1667	911	706	1636
"IA"	2012	"Woodbury"	"2 CENTRAL ASSEMBLY OF GOD"	4	293	777	1096	316	725	1066
"IA"	2012	"Woodbury"	"20 IRVING SCHOOL"	4	153	479	653	177	442	643
"IA"	2012	"Woodbury"	"21 M'SIDE LUTHERAN CHURCH"	4	547	670	1252	574	620	1229
"IA"	2012	"Woodbury"	"22 MORNINGSIDE LIBRARY"	4	698	855	1599	741	781	1571
"IA"	2012	"Woodbury"	"23 COMM. ACTION AGENCY"	4	567	797	1407	596	746	1373
"IA"	2012	"Woodbury"	"24 WASHINGTON HEIGHTS"	4	739	726	1486	732	700	1467
"IA"	2012	"Woodbury"	"25 M'SIDE COLLEGE EPPLEY"	4	608	731	1368	635	687	1346
"IA"	2012	"Woodbury"	"26 EAST MIDDLE SCHOOL"	4	933	597	1549	912	583	1522
"IA"	2012	"Woodbury"	"27 ST JAMES UNITED METH."	4	728	720	1492	723	715	1476
"IA"	2012	"Woodbury"	"28 NODLAND SCHOOL"	4	1634	858	2521	1595	867	2494
"IA"	2012	"Woodbury"	"29 SGT BLUFF EAST/WDBY"	4	980	619	1637	990	595	1617
"IA"	2012	"Woodbury"	"3 WEST MIDDLE SCHOOL"	4	647	786	1459	670	735	1435
"IA"	2012	"Woodbury"	"30 SGT BLUFF WEST"	4	771	529	1319	758	517	1296
"IA"	2012	"Woodbury"	"31 SALIX/LIB-LAK TWP"	4	397	266	679	391	255	671
"IA"	2012	"Woodbury"	"32 BRONSON/FLO-GRG TWP"	4	409	209	624	413	196	617
"IA"	2012	"Woodbury"	"33 PIERSON/RUTLAND TWP"	4	201	106	309	199	100	307
"IA"	2012	"Woodbury"	"34 C'VILLE/KED-UNI TWP"	4	327	254	588	359	213	587
"IA"	2012	"Woodbury"	"35 MOVILLE/ARL-MOV-WOL TW"	4	903	475	1395	938	428	1389
"IA"	2012	"Woodbury"	"36 LAWTON/BANNER TWP"	4	488	233	734	486	224	723
