state	year	county	electiondistrictbeat	precinct	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv
"MS"	2012	"Lawrence"		"Oakvale - 91"		3		15	19					6	14	20	8	12	20
"MS"	2012	"Lawrence"		"Oma"		3		126	253					281	16	297	259	54	313
"MS"	2012	"Lawrence"		"Sontag"		3		209	289					123	186	313	11	186	197
"MS"	2012	"Lawrence"		"Wanilla"		3		87	117					57	74	134	54	73	127
"MS"	2012	"Lawrence"		"Precinct 53"		3		139	145					10	138	149	13	132	145
"MS"	2012	"Lawrence"		"West Monticello A-Z"		3		321	443					258	263	522	245	263	508
"MS"	2012	"Lawrence"		"Center"		3		141	149					16	137	154	14	132	146
"MS"	2012	"Lawrence"		"Coopers Creek A-Z"		3		432	456					47	417	466	61	387	448
"MS"	2012	"Lawrence"		"Jayess"		3		301	329					27	323	350	37	285	322
"MS"	2012	"Lawrence"		"COURTHOUSE 53"		3			0							0			0
"MS"	2012	"Lawrence"		"NOLA"		3			0							0			0
"MS"	2012	"Leake"		"Conway"		2	245	73	318					254	85	342	219	93	312
"MS"	2012	"Leake"		"East Carthage"		2	170	433	603					136	504	643	127	504	631
"MS"	2012	"Leake"		"Harmony"		2	255	82	337					250	105	356	222	112	334
"MS"	2012	"Leake"		"Edinburg"		2	52	347	399					18	429	450	28	401	429
"MS"	2012	"Leake"		"Freeny"		2	95	247	342					75	305	381	67	301	368
"MS"	2012	"Leake"		"Good Hope"		2	160	284	444					146	362	511	130	347	477
"MS"	2012	"Leake"		"Lena"		2	270	126	396					279	155	435	243	164	407
"MS"	2012	"Leake"		"Madden"		2	116	291	407					84	376	461	75	369	444
"MS"	2012	"Leake"		"North Carthage"		2	283	395	678					295	446	741	244	449	693
"MS"	2012	"Leake"		"Ofahoma"		2	307	41	348					311	44	357	265	56	321
"MS"	2012	"Leake"		"Renfroe"		2	85	226	311					54	275	337	50	269	319
"MS"	2012	"Leake"		"South Carthage"		2	121	182	303					116	221	338	102	213	315
"MS"	2012	"Leake"		"Salem"		2	42	209	251					19	257	276	20	253	273
"MS"	2012	"Leake"		"Singleton"		2	223	349	572					207	405	614	177	400	577
"MS"	2012	"Leake"		"Sunrise"		2	43	236	279					23	290	313	34	270	304
"MS"	2012	"Leake"		"Thomastown"		2	235	139	374					236	168	407	196	171	367
"MS"	2012	"Leake"		"West Carthage"		2	715	124	839					732	138	876	604	161	765
"MS"	2012	"Leake"		"Walnut Grove"		2	576	178	754					601	206	808	524	218	742
"MS"	2012	"Leake"		"Wiggins"		2	233	82	315					243	92	337	204	99	303
"MS"	2012	"Lee"		"Pratts"		1	51	211	262					29	237	269	34	229	263
"MS"	2012	"Lee"		"Baldwyn"		1	387	304	691					403	321	727	350	341	691
"MS"	2012	"Lee"		"Guntown"		1	204	444	648					201	471	677	168	480	648
"MS"	2012	"Lee"		"Friendship"		1	27	126	153					25	124	154	24	130	154
"MS"	2012	"Lee"		"Unity"		1	76	307	383					49	333	388	49	337	386
"MS"	2012	"Lee"		"Hebron"		1	65	229	294					39	265	309	42	256	298
"MS"	2012	"Lee"		"Fellowship"		1	90	381	471					78	408	492	74	403	477
"MS"	2012	"Lee"		"Oak Hill"		1	288	872	1160					227	963	1202	214	959	1173
"MS"	2012	"Lee"		"Tupelo 1"		1	77	423	500					59	456	520	53	453	506
"MS"	2012	"Lee"		"Eggville"		1	57	298	355					31	332	368	27	331	358
"MS"	2012	"Lee"		"Auburn"		1	191	747	938					129	825	969	130	820	950
"MS"	2012	"Lee"		"East Heights"		1	76	274	350					51	301	358	49	300	349
"MS"	2012	"Lee"		"Cedar Hill"		1	265	823	1088					233	870	1111	201	895	1096
"MS"	2012	"Lee"		"Davis Box"		1	83	84	167					84	87	176	75	93	168
"MS"	2012	"Lee"		"Birmingham Ridge"		1	176	781	957					140	833	981	136	823	959
"MS"	2012	"Lee"		"Euclatubba"		1	28	207	235					20	215	239	17	214	231
"MS"	2012	"Lee"		"Saltillo"		1	380	1564	1944					339	1648	2015	284	1665	1949
"MS"	2012	"Lee"		"Beech Springs"		1	197	333	530					190	362	554	167	368	535
"MS"	2012	"Lee"		"Tupelo 2"		1	752	1752	2504					737	1820	2585	620	1905	2525
"MS"	2012	"Lee"		"Belden"		1	544	1002	1546					527	1058	1598	484	1054	1538
"MS"	2012	"Lee"		"Bissell"		1	840	2896	3736					741	3083	3855	681	3068	3749
"MS"	2012	"Lee"		"Tupelo 3"		1	1077	1938	3015					1039	2033	3101	914	2117	3031
"MS"	2012	"Lee"		"Palmetto"		1	357	356	713					370	373	751	335	384	719
"MS"	2012	"Lee"		"Pleasant Grove"		1	565	331	896					610	308	921	545	346	891
"MS"	2012	"Lee"		"Old Union"		1	215	211	426					223	212	440	198	230	428
"MS"	2012	"Lee"		"Tupelo 4 North"		1	1630	505	2135					1811	443	2268	1570	588	2158
"MS"	2012	"Lee"		"Tupelo 4 South"		1	1338	197	1535					1472	146	1623	1308	245	1553
"MS"	2012	"Lee"		"Brewer"		1	82	279	361					54	310	368	45	319	364
"MS"	2012	"Lee"		"Shannon"		1	359	224	583					363	236	605	337	256	593
"MS"	2012	"Lee"		"Richmond"		1	132	235	367					96	285	384	92	278	370
"MS"	2012	"Lee"		"Plantersville"		1	198	323	521					494	359	861	450	380	830
"MS"	2012	"Lee"		"Tupelo 5"		1	468	337	805					465	370	839	415	398	813
"MS"	2012	"Lee"		"Petersburg"		1	43	198	241					30	216	249	33	212	245
"MS"	2012	"Lee"		"Nettleton"		1	184	438	622					142	482	632	129	486	615
"MS"	2012	"Lee"		"Kedron"		1	161	232	393					128	277	410	126	272	398
"MS"	2012	"Lee"		"Gilvo"		1	36	100	136					15	123	139	21	118	139
"MS"	2012	"Lee"		"Mooreville"		1	207	717	924					132	805	951	121	806	927
"MS"	2012	"Lee"		"Verona"		1	749	429	1178					787	425	1218	709	484	1193
"MS"	2012	"Leflore"		"Minter City"		2	112	115	227					113	124	237	69	131	200
"MS"	2012	"Leflore"		"North Gwd"		2	644	2200	2844					644	2294	2961	530	2320	2850
"MS"	2012	"Leflore"		"Money"		2	51	94	145					50	97	147	45	99	144
"MS"	2012	"Leflore"		"Central Gwd"		2	382	32	414					406	36	443	304	48	352
"MS"	2012	"Leflore"		"West Gwd"		2	885	107	992					904	103	1013	749	141	890
"MS"	2012	"Leflore"		"Mvsu"		2	324	18	342					336	16	354	307	28	335
"MS"	2012	"Leflore"		"Schlater"		2	151	93	244					149	104	255	117	107	224
"MS"	2012	"Leflore"		"Southwest Gwd"		2	427	13	440					441	6	450	342	25	367
"MS"	2012	"Leflore"		"North Itta Bena"		2	974	106	1080					1011	105	1123	811	155	966
"MS"	2012	"Leflore"		"South Itta Bena"		2	258	58	316					264	54	318	226	70	296
"MS"	2012	"Leflore"		"Rising Sun"		2	494	18	512					507	17	527	414	30	444
"MS"	2012	"Leflore"		"Sidon"		2	232	80	312					237	82	321	180	98	278
"MS"	2012	"Leflore"		"Morgan City"		2	131	66	197					133	67	202	102	76	178
"MS"	2012	"Leflore"		"Swiftown"		2	30	10	40					23	19	42	20	18	38
"MS"	2012	"Leflore"		"South Gwd"		2	703	6	709					732	9	743	576	35	611
"MS"	2012	"Leflore"		"Southeast Gwd"		2	1138	219	1357					1153	243	1403	991	266	1257
"MS"	2012	"Leflore"		"Ne Gwd"		2	715	165	880					724	197	924	615	199	814
"MS"	2012	"Leflore"		"Precinct 65"		2	0	0	0					0	0	0	0	0	0
"MS"	2012	"Leflore"		"East Gwd"		2	1247	27	1274					1292	14	1310	1064	46	1110
"MS"	2012	"Lincoln"		"Alexander Jr High"		3		103	353					482	15	497	453	28	481
"MS"	2012	"Lincoln"		"East Lincoln"		3		379	397					32	374	411	41	356	397
"MS"	2012	"Lincoln"		"Fair River"		3		160	165					14	150	165	9	152	161
"MS"	2012	"Lincoln"		"Forrestry"		3		459	567					218	413	634	195	420	615
"MS"	2012	"Lincoln"		"Governmental Complex"		3		122	375					489	6	495	418	38	456
"MS"	2012	"Lincoln"		"High School"		3		84	419					485	14	500	470	23	493
"MS"	2012	"Lincoln"		"Big Springs"		3		145	174					54	129	185	44	130	174
"MS"	2012	"Lincoln"		"Brignal"		3		91	261					386	13	399	358	25	383
"MS"	2012	"Lincoln"		"Heucks Retreat"		3		471	525					95	445	540	87	444	531
"MS"	2012	"Lincoln"		"Little Bahala"		3		178	236					104	156	261	102	152	254
"MS"	2012	"Lincoln"		"Montgomery"		3		223	286					129	201	332	110	206	316
"MS"	2012	"Lincoln"		"New Sight"		3		573	708					223	527	758	222	517	739
"MS"	2012	"Lincoln"		"Pearlhaven"		3		145	272					236	92	330	211	103	314
"MS"	2012	"Lincoln"		"Rogers Circle"		3		165	291					236	129	365	217	126	343
"MS"	2012	"Lincoln"		"Bogue Chitto"		3		237	323					197	178	377	184	181	365
"MS"	2012	"Lincoln"		"City Hall"		3		423	501					176	361	541	166	360	526
"MS"	2012	"Lincoln"		"Enterprise"		3		852	912					89	834	931	103	806	909
"MS"	2012	"Lincoln"		"Norfield"		3		190	225					64	176	241	61	179	240
"MS"	2012	"Lincoln"		"Old Brook"		3		894	998					190	832	1036	183	827	1010
"MS"	2012	"Lincoln"		"Ruth"		3		358	371					22	354	379	32	330	362
"MS"	2012	"Lincoln"		"Arlington"		3		452	539					155	431	589	158	409	567
"MS"	2012	"Lincoln"		"Halbert Heights"		3		764	850					171	720	898	162	713	875
"MS"	2012	"Lincoln"		"Johnson"		3		375	422					92	366	461	82	356	438
"MS"	2012	"Lincoln"		"Johnson Grove"		3		546	610					113	512	628	118	496	614
"MS"	2012	"Lincoln"		"Northwest Brookhaven"		3		238	297					76	229	311	74	221	295
"MS"	2012	"Lincoln"		"West Lincoln"		3		657	702					62	654	720	94	617	711
"MS"	2012	"Lincoln"		"Caseyfille"		3		320	384					120	298	418	110	293	403
"MS"	2012	"Lincoln"		"Lipsey"		3		474	635					282	412	698	266	415	681
"MS"	2012	"Lincoln"		"Loyd Star"		3		802	940					234	759	1002	233	740	973
"MS"	2012	"Lincoln"		"Old Red Star"		3		364	401					68	349	420	66	339	405
"MS"	2012	"Lincoln"		"Vaughn"		3		311	366					109	295	405	96	289	385
"MS"	2012	"Lincoln"		"Zetus"		3		428	455					58	412	474	60	406	466
"MS"	2012	"Lowndes"		"Caledonia"		1	366	1918	2284					388	1976	2395	376	1961	2337
"MS"	2012	"Lowndes"		"Columbus High School"		1	850	617	1467					967	603	1578	870	662	1532
"MS"	2012	"Lowndes"		"Steens"		1	56	370	426					67	392	466	61	387	448
"MS"	2012	"Lowndes"		"Trinity"		1	519	326	845					552	325	883	527	345	872
"MS"	2012	"Lowndes"		"Immanuel School"		1	250	432	682					274	445	725	260	439	699
"MS"	2012	"Lowndes"		"Airbase"		1	454	416	870					509	442	964	468	439	907
"MS"	2012	"Lowndes"		"Brandon"		1	567	890	1457					656	889	1559	566	931	1497
"MS"	2012	"Lowndes"		"First Assembly"		1	627	2027	2654					704	2100	2834	617	2137	2754
"MS"	2012	"Lowndes"		"New Hope"		1	562	2904	3466					621	2962	3618	565	2988	3553
"MS"	2012	"Lowndes"		"Rural Hill"		1	470	1289	1759					521	1314	1856	474	1334	1808
"MS"	2012	"Lowndes"		"Sale"		1	224	186	410					249	175	429	227	186	413
"MS"	2012	"Lowndes"		"Coleman"		1	299	13	312					330	4	335	307	14	321
"MS"	2012	"Lowndes"		"Crawford"		1	659	159	818					751	146	904	674	182	856
"MS"	2012	"Lowndes"		"National Guard Armory"		1	1906	434	2340					2070	408	2488	1928	469	2397
"MS"	2012	"Lowndes"		"Townsend Park"		1	964	103	1067					1061	74	1141	962	131	1093
"MS"	2012	"Lowndes"		"Plum Grove"		1	287	31	318					322	24	346	295	36	331
"MS"	2012	"Lowndes"		"Artesia"		1	232	62	294					276	54	338	249	72	321
"MS"	2012	"Lowndes"		"Hunt"		1	1244	54	1298					1409	11	1426	128	84	212
"MS"	2012	"Lowndes"		"Prosp Park Community Hut"		1	305	21	326					352	9	363	315	17	332
"MS"	2012	"Lowndes"		"Union Academy"		1	608	126	734					709	121	836	627	155	782
"MS"	2012	"Lowndes"		"University"		1	280	388	668					325	386	733	274	426	700
"MS"	2012	"Lowndes"		"West Lowndes"		1	250	648	898					275	658	941	245	658	903
"MS"	2012	"Madison"		"New Life"		3		1139	1211					139	1107	1261	122	1083	1205
"MS"	2012	"Madison"		"Ridgeland Recreation Center"		3		1236	1756					1059	959	2037	954	1013	1967
"MS"	2012	"Madison"		"Victory Baptist"		3		1072	1140					182	995	1184	151	1003	1154
"MS"	2012	"Madison"		"Ridgeland Precinct 3"		3			0							0			0
"MS"	2012	"Madison"		"Ridgeland Precicnt 4"		3		431	629					418	304	731	393	321	714
"MS"	2012	"Madison"		"FBC Madison Campus"		3		1540	1729					401	1412	1829	363	1426	1789
"MS"	2012	"Madison"		"Sunnybrook"		3		386	424					74	372	449	55	378	433
"MS"	2012	"Madison"		"Madison Methodist"		3		2152	2381					542	1953	2519	442	2001	2443
"MS"	2012	"Madison"		"Trace Ridge Baptist Church"		3		2003	2402					847	1722	2593	737	1790	2527
"MS"	2012	"Madison"		"First Presbyterian Madison"		3		1429	1553					282	1345	1643	253	1358	1611
"MS"	2012	"Madison"		"Madison Community Center"		3		1859	1987					290	1768	2072	236	1783	2019
"MS"	2012	"Madison"		"Victory Christian Comm. Church"		3		1221	1364					323	1110	1446	292	1120	1412
"MS"	2012	"Madison"		"Ridgel'D 1st Methodist Church"		3		1395	1693					698	1199	1910	610	1214	1824
"MS"	2012	"Madison"		"Twin Lakes Baptist Church"		3		747	932					474	610	1093	425	627	1052
"MS"	2012	"Madison"		"Colonial Heights"		3		772	1063					610	609	1242	536	635	1171
"MS"	2012	"Madison"		"Tougaloo"		2	499	1	500					511	3	514	477	13	490
"MS"	2012	"Madison"		"Highland Colony Baptist"		3		2285	2514					610	2070	2697	520	2100	2620
"MS"	2012	"Madison"		"Parkway"		3		3337	3641					828	3050	3895	710	3082	3792
"MS"	2012	"Madison"		"Whisper Lane"		3		1265	1375					282	1164	1460	235	1182	1417
"MS"	2012	"Madison"		"Greater Mt Levi Full Gospel"		2	726	12	738					773	9	782	684	24	708
"MS"	2012	"Madison"		"Canton Precinct 7"		2	248	12	260					273	9	282	223	20	243
"MS"	2012	"Madison"		"Bear Creek"		3		836	1169					784	647	1436	710	665	1375
"MS"	2012	"Madison"		"Gluckstadt"		3		2139	2344					446	2020	2482	404	2028	2432
"MS"	2012	"Madison"		"Fearn's Chapel Freewill Baptist"		3		833	1019					464	747	1215	400	752	1152
"MS"	2012	"Madison"		"Smith-School"		3		269	283					24	264	289	20	264	284
"MS"	2012	"Madison"		"Magnolia Heights"		2	746	198	944					779	200	984	569	221	790
"MS"	2012	"Madison"		"Virlilia"		2	83	153	236					66	178	246	60	174	234
"MS"	2012	"Madison"		"Canton Precinct 5"		2	937	8	945					1022	2	1027	879	24	903
"MS"	2012	"Madison"		"Canton Fire Station #4"		2	279	78	357					286	89	376	254	92	346
"MS"	2012	"Madison"		"Mad. Co. Baptist Family Life Ct"		2	774	9	783					831	4	837	702	21	723
"MS"	2012	"Madison"		"Canton Precinct 3"		2	123	122	245					121	144	268	115	141	256
"MS"	2012	"Madison"		"Camden"		2	698	74	772					741	74	819	634	90	724
"MS"	2012	"Madison"		"Cameron"		2	81	78	159					83	84	170	63	84	147
"MS"	2012	"Madison"		"Couparle"		2	40	8	48					34	13	47	33	14	47
"MS"	2012	"Madison"		"Sharon"		2	521	64	585					556	63	620	463	86	549
"MS"	2012	"Madison"		"Canton Precinct 1"		2	869	278	1147					933	305	1249	793	327	1120
"MS"	2012	"Madison"		"Canton Precinct 4"		2	1232	120	1352					1356	133	1494	1128	181	1309
"MS"	2012	"Madison"		"Farmhaven"		2	623	101	724					658	109	768	561	123	684
"MS"	2012	"Madison"		"Bible Church"		2	423	6	429					470	3	476	401	21	422
"MS"	2012	"Madison"		"Cedar Grove Baptist"		2	20	106	126					12	116	129	12	115	127
"MS"	2012	"Madison"		"Pleasant Gift Baptist"		2	410	262	672					425	285	714	363	296	659
"MS"	2012	"Madison"		"Canton Precinct 2"		2	816	543	1359					867	608	1485	749	638	1387
"MS"	2012	"Madison"		"Northbay"		3		697	766					148	649	802	119	656	775
"MS"	2012	"Marion"		"National Guard"		4	99	1154	1253					109	1180	1295	107	1159	1266
"MS"	2012	"Marion"		"Morris"		4	503	800	1303					540	839	1388	518	809	1327
"MS"	2012	"Marion"		"Union"		4	10	248	258					12	255	267	18	240	258
"MS"	2012	"Marion"		"Popetown"		4	245	437	682					405	434	848	381	418	799
"MS"	2012	"Marion"		"Carley"		4	55	682	737					53	729	793	71	706	777
"MS"	2012	"Marion"		"Cedar Grove"		4	119	271	390					147	274	423	135	265	400
"MS"	2012	"Marion"		"Goss"		4	59	355	414					72	363	446	67	355	422
"MS"	2012	"Marion"		"Foxworth"		4	352	534	886					374	574	954	375	542	917
"MS"	2012	"Marion"		"Morgantown"		4	20	344	364					15	371	387	29	334	363
"MS"	2012	"Marion"		"Little Rock"		4	256	195	451					256	215	479	264	198	462
"MS"	2012	"Marion"		"City Hall"		4	121	142	263					146	138	286	135	137	272
"MS"	2012	"Marion"		"White Bluff"		4	5	62	67					1	69	71	5	66	71
"MS"	2012	"Marion"		"Darbun"		4	48	161	209					46	182	229	48	165	213
"MS"	2012	"Marion"		"Court House"		4	126	353	479					146	362	511	147	347	494
"MS"	2012	"Marion"		"Balls Mill"		4	135	436	571					142	450	593	142	429	571
"MS"	2012	"Marion"		"Kokomo"		4	171	342	513					163	385	551	173	354	527
"MS"	2012	"Marion"		"Pittman"		4	20	412	432					16	438	465	30	420	450
"MS"	2012	"Marion"		"Sandy Hook"		4	115	219	334					125	222	349	123	205	328
"MS"	2012	"Marion"		"South Columbia"		4	117	12	129					162	2	164	128	6	134
"MS"	2012	"Marion"		"Jefferson School"		4	185	10	195					219	2	224	188	10	198
"MS"	2012	"Marion"		"East Columbia"		4	740	268	1008					829	259	1091	764	280	1044
"MS"	2012	"Marion"		"Hub"		4	262	176	438					285	176	463	275	166	441
"MS"	2012	"Marion"		"Pine Burr"		4	117	309	426					130	318	452	130	318	448
"MS"	2012	"Marshall"		"1 Noth Holly Springs"		1	1039	187	1226					1238	140	1382	1092	191	1283
"MS"	2012	"Marshall"		"1 Red Banks"		1	249	321	570					293	330	634	278	312	590
"MS"	2012	"Marshall"		"1 West Holly Springs"		1	925	160	1085					1088	132	1228	979	177	1156
"MS"	2012	"Marshall"		"2 North Cayce"		1	222	206	428					268	229	504	252	204	456
"MS"	2012	"Marshall"		"2 Early Grove"		1	127	84	211					148	90	238	134	91	225
"MS"	2012	"Marshall"		"2 Hudsonville"		1	189	127	316					229	118	350	222	115	337
"MS"	2012	"Marshall"		"2 Mt. Pleasant"		1	284	554	838					320	600	925	319	560	879
"MS"	2012	"Marshall"		"2 North Holly Springs"		1	492	162	654					579	148	730	523	172	695
"MS"	2012	"Marshall"		"2 Slayden"		1	203	277	480					253	301	560	232	274	506
"MS"	2012	"Marshall"		"3 Barton"		1	120	657	777					127	709	845	145	640	785
"MS"	2012	"Marshall"		"3 Byhalia"		1	557	755	1312					660	773	1458	609	764	1373
"MS"	2012	"Marshall"		"3 Cayce"		1	409	263	672					484	284	773	466	265	731
"MS"	2012	"Marshall"		"4 Chulahoma"		1	410	60	470					449	53	502	422	65	487
"MS"	2012	"Marshall"		"4 Laws Hill"		1	113	82	195					131	86	219	123	88	211
"MS"	2012	"Marshall"		"4 Marianna"		1	316	172	488					370	178	554	334	180	514
"MS"	2012	"Marshall"		"4 Victoria"		1	288	114	402					329	110	439	302	115	417
"MS"	2012	"Marshall"		"4 Warsaw"		1	289	197	486					304	212	519	301	197	498
"MS"	2012	"Marshall"		"4 Watson"		1	199	196	395					222	207	430	217	197	414
"MS"	2012	"Marshall"		"4 Wail Hill"		1	400	112	512					486	104	592	433	109	542
"MS"	2012	"Marshall"		"5 Bethlehem"		1	51	228	279					57	243	300	55	238	293
"MS"	2012	"Marshall"		"5 Cornersville"		1	12	87	99					12	102	115	9	103	112
"MS"	2012	"Marshall"		"5 Potts Camp"		1	301	433	734					347	458	807	319	450	769
"MS"	2012	"Marshall"		"5 South Holly Springs"		1	869	569	1438					1000	566	1577	893	595	1488
"MS"	2012	"Marshall"		"5 Waterford"		1	225	281	506					256	300	559	235	306	541
"MS"	2012	"Monroe"	1	"1 Amory First"	"1f1"	1	91	655	746					75	684	770	62	699	761
"MS"	2012	"Monroe"	1	"1 Parham"	"1f5"	1	35	178	213					37	189	229	28	190	218
"MS"	2012	"Monroe"	1	"1 Smithville"	"1f6"	1	151	554	705					128	606	741	118	609	727
"MS"	2012	"Monroe"	1	"1 Bigbee"	"1f2"	1	24	121	145					15	136	152	16	132	148
"MS"	2012	"Monroe"	1	"1 Boyds"	"1f3"	1	55	252	307					34	283	320	28	288	316
"MS"	2012	"Monroe"	1	"1 Hatley"	"1f4"	1	193	1045	1238					152	1121	1287	149	1091	1240
"MS"	2012	"Monroe"	2	"2 Amory Second"	"2f1"	1	384	1060	1444					367	1133	1515	327	1141	1468
"MS"	2012	"Monroe"	2	"2 Becker"	"2f2"	1	176	720	896					149	775	934	135	777	912
"MS"	2012	"Monroe"	2	"2 Greenwood Springs"	"2f3"	1	53	313	366					45	334	384	36	338	374
"MS"	2012	"Monroe"	2	"2 Williams"	"2f4"	1	19	48	67					11	53	65	15	52	67
"MS"	2012	"Monroe"	3	"3 Lackey"	"3f5"	1	145	594	739					148	632	787	146	617	763
"MS"	2012	"Monroe"	3	"3 Aberdeen Third"	"3f1"	1	317	416	733					361	404	769	313	433	746
"MS"	2012	"Monroe"	3	"3 Athens"	"3f2"	1	65	170	235					61	180	245	58	179	237
"MS"	2012	"Monroe"	3	"3 Bartahatchie"	"3f3"	1	31	199	230					30	214	245	25	208	233
"MS"	2012	"Monroe"	3	"3 Hamilton"	"3f4"	1	294	884	1178					315	919	1249	286	923	1209
"MS"	2012	"Monroe"	4	"4 North Aberdeen"	"4f1"	1	701	308	1009					807	285	1096	715	330	1045
"MS"	2012	"Monroe"	4	"4 South Aberdeen"	"4f2"	1	941	195	1136					1122	152	1278	973	245	1218
"MS"	2012	"Monroe"	4	"4 Darracott"	"4f3"	1	38	110	148					35	117	152	30	119	149
"MS"	2012	"Monroe"	4	"4 Gibson"	"4f4"	1	355	74	429					375	70	445	352	82	434
"MS"	2012	"Monroe"	4	"4 Prairie"	"4f5"	1	475	74	549					526	61	590	476	92	568
"MS"	2012	"Monroe"	5	"5 Armory Fifth"	"5f1"	1	605	39	644					739	7	753	650	56	706
"MS"	2012	"Monroe"	5	"5 Willis"	"5f4"	1	147	578	725					625	130	760	574	166	740
"MS"	2012	"Monroe"	5	"5 Wren"	"5f5"	1	202	638	840					207	677	892	190	671	861
"MS"	2012	"Monroe"	5	"5 Central Grove"	"5f2"	1	266	155	421					283	157	441	255	168	423
"MS"	2012	"Monroe"	5	"5 Nettleton"	"5f3"	1	413	348	761					412	404	820	368	414	782
"MS"	2012	"Montgomery"		"Alva"		2	21	19	40					18	28	46	12	29	41
"MS"	2012	"Montgomery"		"Lodi"		2	170	33	203					171	42	213	143	42	185
"MS"	2012	"Montgomery"		"Mt. Pisgah"		2	37	122	159					20	145	165	18	141	159
"MS"	2012	"Montgomery"		"Nations"		2	66	164	230					33	220	254	27	213	240
"MS"	2012	"Montgomery"		"Poplar Creek"		2	20	69	89					13	90	103	15	83	98
"MS"	2012	"Montgomery"		"Stewart"		2	13	52	65					10	60	72	8	61	69
"MS"	2012	"Montgomery"		"West Winona"		2	209	411	620					159	487	651	148	464	612
"MS"	2012	"Montgomery"		"Duck Hill"		2	247	248	495					241	287	529	188	297	485
"MS"	2012	"Montgomery"		"East Winona"		2	436	171	607					448	192	642	373	208	581
"MS"	2012	"Montgomery"		"Kilmichael"		2	307	210	517					289	253	547	233	258	491
"MS"	2012	"Montgomery"		"North Duck Hill"		2	129	89	218					133	96	229	118	98	216
"MS"	2012	"Montgomery"		"North Kilmichael"		2	110	12	122					117	13	130	103	15	118
"MS"	2012	"Montgomery"		"North Mt Pisgah Sweethome"		2	61	31	92					55	44	103	49	46	95
"MS"	2012	"Montgomery"		"North Winona"		2	204	542	746					138	645	784	135	626	761
"MS"	2012	"Montgomery"		"South Winona"		2	729	210	939					750	236	987	644	252	896
"MS"	2012	"Montgomery"		"Southeast Winona"		2	89	90	179					80	109	190	75	105	180
"MS"	2012	"Neshoba"		"Arlington"		3		298	308					12	302	316	23	290	313
"MS"	2012	"Neshoba"		"Fairview"		3		161	175					28	150	180	36	139	175
"MS"	2012	"Neshoba"		"Fork"		3		223	232					13	221	237	13	219	232
"MS"	2012	"Neshoba"		"Pearl River"		3		197	259					204	66	273	140	115	255
"MS"	2012	"Neshoba"		"Tucker - District One"		3		46	60					45	15	63	37	20	57
"MS"	2012	"Neshoba"		"Zephyrhill"		3		221	258					76	196	273	80	185	265
"MS"	2012	"Neshoba"		"Bogue Chitto"		3		55	80					52	30	83	43	37	80
"MS"	2012	"Neshoba"		"Center"		3		260	280					48	253	302	48	244	292
"MS"	2012	"Neshoba"		"Forestdale"		3		266	282					42	250	295	46	243	289
"MS"	2012	"Neshoba"		"North Bend"		3		379	404					30	387	420	41	364	405
"MS"	2012	"Neshoba"		"Northeast Philadelphia"		3		1196	1301					199	1154	1362	226	1119	1345
"MS"	2012	"Neshoba"		"County Line"		3		288	300					10	294	308	12	288	300
"MS"	2012	"Neshoba"		"Herbert"		3		287	298					16	287	304	23	279	302
"MS"	2012	"Neshoba"		"House"		3		417	437					41	406	451	48	391	439
"MS"	2012	"Neshoba"		"Southeast Philadelphia"		3		919	1025					218	857	1085	200	852	1052
"MS"	2012	"Neshoba"		"Tucker - District Three"		3		431	445					15	426	451	36	407	443
"MS"	2012	"Neshoba"		"Oeemer"		3		184	194					24	177	203	26	166	192
"MS"	2012	"Neshoba"		"Dixon"		3		305	397					168	260	433	155	263	418
"MS"	2012	"Neshoba"		"Hays"		3		222	244					51	212	266	52	211	263
"MS"	2012	"Neshoba"		"Hope"		3		186	208					44	172	217	42	168	210
"MS"	2012	"Neshoba"		"Mcdonald"		3		495	510					42	485	530	44	479	523
"MS"	2012	"Neshoba"		"Neshoba"		3		330	363					65	319	389	67	305	372
"MS"	2012	"Neshoba"		"Burnside"		3		222	362					250	168	421	238	167	405
"MS"	2012	"Neshoba"		"East Neshoba"		3		162	237					215	108	323	195	112	307
"MS"	2012	"Neshoba"		"Fusky"		3		63	80					13	318	334	22	300	322
"MS"	2012	"Neshoba"		"Northwest Philadelphia"		3		816	1348					1158	208	1369	1016	250	1266
"MS"	2012	"Neshoba"		"South Philadelphia"		3		17	22					10	116	127	7	115	122
"MS"	2012	"Newton"		"Chapel Hill"		3		308	328					44	295	340	48	283	331
"MS"	2012	"Newton"		"Duffee"		3		375	392					47	368	418	44	361	405
"MS"	2012	"Newton"		"Hazel"		3		286	294					16	287	303	16	280	296
"MS"	2012	"Newton"		"Chunky"		3		391	412					25	396	427	36	382	418
"MS"	2012	"Newton"		"Lawrence"		3		415	571					349	313	666	324	319	643
"MS"	2012	"Newton"		"Newton #1"		3		233	543					795	78	875	710	108	818
"MS"	2012	"Newton"		"Newton #5"		3		376	467					194	326	521	177	331	508
"MS"	2012	"Newton"		"Prospect"		3		305	317					14	319	334	15	304	319
"MS"	2012	"Newton"		"Stanlan"		3		490	578					175	450	631	162	454	616
"MS"	2012	"Newton"		"Union #1"		3		157	228					272	408	681	254	113	367
