state	year	county	precinct	cd	g2012_REG_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	ld	g2012_STH_dv	g2012_STH_rv	g2012_STH_tv	ld2	g2012_STH_dv2	g2012_STH_rv2	g2012_STH_tv2	ld3	g2012_STH_dv3	g2012_STH_rv3	g2012_STH_tv3	ld4	g2012_STH_dv4	g2012_STH_rv4	g2012_STH_tv4	ld5	g2012_STH_dv5	g2012_STH_rv5	g2012_STH_tv5	ld6	g2012_STH_dv6	g2012_STH_rv6	g2012_STH_tv6	ld7	g2012_STH_dv7	g2012_STH_rv7	g2012_STH_tv7	ld8	g2012_STH_dv8	g2012_STH_rv8	g2012_STH_tv8	ld9	g2012_STH_dv9	g2012_STH_rv9	g2012_STH_tv9	ld10	g2012_STH_dv10	g2012_STH_rv10	g2012_STH_tv10	ld11	g2012_STH_dv11	g2012_STH_rv11	g2012_STH_tv11	ld12	g2012_STH_dv12	g2012_STH_rv12	g2012_STH_tv12	ld13	g2012_STH_dv13	g2012_STH_rv13	g2012_STH_tv13	sd	g2012_STS_dv	g2012_STS_rv	g2012_STS_tv	sd2	g2012_STS_dv2	g2012_STS_rv2	g2012_STS_tv2	sd3	g2012_STS_dv3	g2012_STS_rv3	g2012_STS_tv3	sd4	g2012_STS_dv4	g2012_STS_rv4	g2012_STS_tv4	sd5	g2012_STS_dv5	g2012_STS_rv5	g2012_STS_tv5	sd6	g2012_STS_dv6	g2012_STS_rv6	g2012_STS_tv6	sd7	g2012_STS_dv7	g2012_STS_rv7	g2012_STS_tv7	sd8	g2012_STS_dv8	g2012_STS_rv8	g2012_STS_tv8
"SC"	2012	"Chesterfield"	"Pee Dee"	7	281	36	126	167					128	37	167	54	127		127																																																	27	119		119																												
"SC"	2012	"Chesterfield"	"Provisional"	7	0	0	0	0					0	0	0	53	0	0	0	65		0	0	54	0		0																																									29	0		0	27	0		0																								
"SC"	2012	"Chesterfield"	"Ruby"	7	911	215	290	521					298	236	537	53	207	274	535																																																	27	417		419																												
"SC"	2012	"Chesterfield"	"Shiloh"	7	574	133	216	362					216	151	368	53	149	166	361																																																	27	287		292																												
"SC"	2012	"Chesterfield"	"Snow Hill-Vaughn"	7	511	63	213	282					214	70	288	53	98	170	283																																																	27	187		190																												
"SC"	2012	"Clarendon"	"Absentee"	6	0	4329		4636					1397	3869	5295	64			3351	101	330		342																																													36	3110	717																													
"SC"	2012	"Clarendon"	"Alcolu"	6	888	334		398					226	226	455	64			390																																																	36	179	107																													
"SC"	2012	"Clarendon"	"Barrineau"	6	454	196		225					273	41	314	64			217																																																	36	48	172																													
"SC"	2012	"Clarendon"	"Barrows Mill"	6	194	82		97					62	41	104	64			91																																																	36	30	25																													
"SC"	2012	"Clarendon"	"Bloomville"	6	446	172		209					135	129	268	64			122	101	89		91																																													36	112	69																													
"SC"	2012	"Clarendon"	"Calvary"	6	596	299		310					48	282	332	64			172																																																	36	244	43																													
"SC"	2012	"Clarendon"	"Davis Station"	6	1727	487		591					446	334	790	64			548	101	5		5																																													36	288	265																													
"SC"	2012	"Clarendon"	"Emergency"	6	0	69		88					67	40	107	64			97	101	0		0																																													36	27	31																													
"SC"	2012	"Clarendon"	"Failsafe"	6	0	27		27					5	24	29	64			19	101	2		2																																													36	16	4																													
"SC"	2012	"Clarendon"	"Failsafe Provisional"	6	0	13		17					17	3	20																																																					36	5	5																													
"SC"	2012	"Clarendon"	"Harmony"	6	686	264		301					172	176	352	64			277																																																	36	134	68																													
"SC"	2012	"Clarendon"	"Hicks"	6	507	195		236					257	54	314	64			238																																																	36	56	136																													
"SC"	2012	"Clarendon"	"Home Branch"	6	377	136		176					205	58	265	64			210																																																	36	56	119																													
"SC"	2012	"Clarendon"	"Jordan"	6	2389	558		719					702	294	1006	101	373		384	64			271																																													36	286	359																													
"SC"	2012	"Clarendon"	"Manning NO. 1"	6	486	126		150					73	96	174	64			141																																																	36	66	33																													
"SC"	2012	"Clarendon"	"Manning NO. 2"	6	1168	352		417					252	238	494	64			395																																																	36	195	72																													
"SC"	2012	"Clarendon"	"Manning NO. 3"	6	1536	447		549					492	191	693	64			595																																																	36	185	179																													
"SC"	2012	"Clarendon"	"Manning NO. 4"	6	1674	520		543					102	476	581	64			381																																																	36	348	29																													
"SC"	2012	"Clarendon"	"Manning NO. 5"	6	1060	353		423					252	235	490	64			415																																																	36	174	80																													
"SC"	2012	"Clarendon"	"New Zion"	6	422	226		265					207	123	331	64			280																																																	36	72	95																													
"SC"	2012	"Clarendon"	"Oakdale"	6	274	171		180					92	101	195	64			174																																																	36	69	32																													
"SC"	2012	"Clarendon"	"Panola"	6	268	136		140					23	123	146	64			127																																																	36	41	11																													
"SC"	2012	"Clarendon"	"Paxville"	6	962	330		377					167	263	434	64			331																																																	36	200	85																													
"SC"	2012	"Clarendon"	"Provisional"	6	0	0		0					0	0	0	64			0	101	0		0																																													36	0	0																													
"SC"	2012	"Clarendon"	"Sardinia-Gable"	6	402	185		197					79	142	224	64			193																																																	36	91	32																													
"SC"	2012	"Clarendon"	"Summerton NO. 1"	6	2282	536		640					506	378	891	64			539																																																	36	343	297																													
"SC"	2012	"Clarendon"	"Summerton NO. 2"	6	456	158		163					37	143	182	64			131																																																	36	109	26																													
"SC"	2012	"Clarendon"	"Summerton NO. 3"	6	1197	431		451					98	394	500	64			383																																																	36	269	51																													
"SC"	2012	"Clarendon"	"Turbeville"	6	968	449		535					454	220	678	64			505																																																	36	197	218																													
"SC"	2012	"Clarendon"	"Wilson-Foreston"	6	1402	511		562					225	397	628	64			493	101	22		22																																													36	258	80																													
"SC"	2012	"Colleton"	"ASHTON"	6	105	48		54					45	26	73	90	26	44	70																																																	40	54		54																												
"SC"	2012	"Colleton"	"Absentee"	6	0	3389		3594	1	12	123	137	1632	2818	4474	121	1615		1628	90	837	605	1442	116	453		512	97	104	68	172																																					45	1621	498	2210	40	877		923	39	596		605	43		99	114																
"SC"	2012	"Colleton"	"BELLS"	6	248	118		130					102	71	173	90	63	103	166																																																	40	116		117																												
"SC"	2012	"Colleton"	"BEREA"	6	88	37		43					49	15	64	90	12	50	62																																																	39	37		37																												
"SC"	2012	"Colleton"	"CANADYS"	6	484	214		231					143	149	295	90	137	142	279																																																	39	211		213																												
"SC"	2012	"Colleton"	"COTTAGEVILLE"	6	2179	641		756					769	343	1133	116	454		460	97	115	229	344																																													39	668		678																												
"SC"	2012	"Colleton"	"EDISTO"	6	316	165		171					63	142	205	90	137	58	195																																																	39	162		162																												
"SC"	2012	"Colleton"	"EDISTO BEACH"	1	862	85	417	512					402	109	516	121	248		255																																																	43		439	439																												
"SC"	2012	"Colleton"	"Emergency"	6	0	0		0	1	0	0	0	0	0	0	116	0		0	97	0	0	0	121	0		0	90	0	0	0																																					43		0	0	45	0	0	0	39	0		0	40	0		0																
"SC"	2012	"Colleton"	"Failsafe"	6	0	7		8	1	0	0	0	5	5	10	121	4		4	90	1	1	2	116	2		2	97	0	0	0																																					45	3	2	5	40	3		3	39	2		2	43		0	0																
"SC"	2012	"Colleton"	"Failsafe Provisional"	1	0	0	0	0	6	0		0	0	0	0																																																																																				
"SC"	2012	"Colleton"	"GREEN POND"	6	810	404		420					109	378	493	121	421		423																																																	45	365	114	479																												
"SC"	2012	"Colleton"	"HENDERSONVILLE"	6	1011	372		400					203	299	507	90	293	191	484																																																	45	297	190	487																												
"SC"	2012	"Colleton"	"HORSE PEN"	6	609	226		260					245	118	365	90	113	236	350																																																	39	241		243																												
"SC"	2012	"Colleton"	"HUDSONS MILL"	6	517	207		231					202	104	311	90	101	193	294																																																	40	214		216																												
"SC"	2012	"Colleton"	"JACKSONBORO"	6	396	221		228					87	178	266	121	174		177	116	42		42																																													45	176	80	256																												
"SC"	2012	"Colleton"	"LODGE"	6	359	136		161					170	57	229	90	55	157	213																																																	40	160		162																												
"SC"	2012	"Colleton"	"MAPLE CANE"	6	446	140		166					198	68	272	97	86	134	220	90	8	33	41																																													39	144		146																												
"SC"	2012	"Colleton"	"MASHAWVILLE"	6	725	309		339					195	231	429	121	206		209	116	110		110																																													45	229	186	415																												
"SC"	2012	"Colleton"	"PENIEL"	6	487	171		196					211	59	277	90	31	173	204	121	48		48																																													40	175		178																												
"SC"	2012	"Colleton"	"PEOPLES"	6	555	198		223					208	95	309	116	124		125	90	26	94	120																																													39	196		200																												
"SC"	2012	"Colleton"	"PETITS"	6	199	92		99					88	49	139	90	49	81	130																																																	40	93		94																												
"SC"	2012	"Colleton"	"Provisional"	1	0	0	0	0	6	0		0	0	0	0	90	0	0	0	121	0		0	97	0	0	0	116	0		0																																					45	0	0	0	39	0		0	40	0		0	43		0	0																
"SC"	2012	"Colleton"	"RICE PATCH"	6	578	290		307					189	178	370	90	173	188	361																																																	40	290		290																												
"SC"	2012	"Colleton"	"RITTER"	6	649	273		287					107	238	346	121	279		279																																																	45	237	97	334																												
"SC"	2012	"Colleton"	"ROUND O"	6	608	224		259					191	154	350	97	127	110	237	116	68		69																																													39	229		235																												
"SC"	2012	"Colleton"	"RUFFIN"	6	278	127		149					100	88	189	90	81	103	184																																																	40	136		137																												
"SC"	2012	"Colleton"	"SIDNEY"	6	389	131		154					162	65	231	90	68	158	226																																																	39	136		139																												
"SC"	2012	"Colleton"	"SMOAKS"	6	806	401		430					163	321	494	90	322	157	479																																																	39	414		416																												
"SC"	2012	"Colleton"	"SNIDERS"	6	557	215		237					211	111	326	90	108	200	308																																																	40	218		219																												
"SC"	2012	"Colleton"	"STOKES"	6	573	210		236					287	85	378	90	82	282	364																																																	40	218		219																												
"SC"	2012	"Colleton"	"WALTERBORO NO.1"	6	1633	453		513					305	335	646	121	441		446	90	20	24	44																																													45	335	287	622																												
"SC"	2012	"Colleton"	"WALTERBORO NO.2"	6	1966	556		594					273	464	744	121	403		405	116	169		172																																													45	447	260	709																												
"SC"	2012	"Colleton"	"WALTERBORO NO.3"	6	1887	662		699					205	583	792	121	643		646	116	26		26																																													45	561	204	765																												
"SC"	2012	"Colleton"	"WALTERBORO NO.4"	6	2985	857		973					858	408	1282	90	222	462	684	121	294		300	116	87		89																																									40	879		893																												
"SC"	2012	"Colleton"	"WILLIAMS"	6	248	128		132					79	91	171	90	91	75	166																																																	40	130		130																												
"SC"	2012	"Colleton"	"WOLFE CREEK"	6	341	121		148					187	40	227	90	43	180	225																																																	40	137		142																												
"SC"	2012	"Darlington"	"Absentee"	7	0	3494	2690	6282					2659	3686	6374	62	2561	1207	3770	65		886	894	59	237		237	60		222	230	54	191		192	55	150		151																													29	3998		4061	31		280	286	36	109	85																					
"SC"	2012	"Darlington"	"Antioch"	7	1641	445	519	988					522	474	1001	54	706		709																																																	29	688		703																												
"SC"	2012	"Darlington"	"Auburn"	7	707	333	72	413					69	349	419	62	349	61	410																																																	29	365		371																												
"SC"	2012	"Darlington"	"Bethel"	7	713	192	219	422					222	204	428	62	199	211	410																																																	29	293		304																												
"SC"	2012	"Darlington"	"Black Creek-Clyde"	7	1158	187	504	715					508	208	730	65		569	575																																																	29	484		498																												
"SC"	2012	"Darlington"	"Burnt Branch"	7	693	134	258	402					253	146	405	65		312	317																																																	29	280		291																												
"SC"	2012	"Darlington"	"Darlington No. 1"	7	362	86	75	164					75	92	167	62	94	69	163																																																	29	114		116																												
"SC"	2012	"Darlington"	"Darlington No. 2"	7	1519	441	213	684					207	484	699	62	483	189	672																																																	29	570		572																												
"SC"	2012	"Darlington"	"Darlington No. 3"	7	2675	400	737	1161					717	443	1179	62	473	670	1147																																																	29	851		864																												
"SC"	2012	"Darlington"	"Darlington No. 4"	7	1558	434	227	680					214	464	688	62	470	199	671																																																	29	559		573																												
"SC"	2012	"Darlington"	"Darlington No. 5"	7	1785	765	41	820					38	788	827	62	784	36	820																																																	29	783		785																												
"SC"	2012	"Darlington"	"Darlington No. 6"	7	1606	344	401	773					392	380	781	62	403	353	757																																																	29	579		590																												
"SC"	2012	"Darlington"	"Dovesville"	7	1520	543	316	879					302	584	895	62	585	272	859																																																	29	683		691																												
"SC"	2012	"Darlington"	"Emergency"	7	0	24	9	37					9	28	37	62	14	2	16	54	9		10	65		2	2	60		2	2	59	1		1	55	0		0																													29	15		16	31		3	3	36	2	0																					
"SC"	2012	"Darlington"	"Failsafe"	7	0	9	9	18					9	9	18	62	3	3	6	65		2	3	59	2		2	60		1	1	55	1		1	54	0		0																													29	9		9	31		3	3	36	0	0																					
"SC"	2012	"Darlington"	"Failsafe Provisional"	7	0	0	0	0					0	0	0																																																																																				
"SC"	2012	"Darlington"	"Hartsville No. 1"	7	1187	152	590	749					562	184	760	65		657	663																																																	29	420		447																												
"SC"	2012	"Darlington"	"Hartsville No. 4"	7	924	340	136	495					132	359	500	62	356	129	485																																																	29	413		416																												
"SC"	2012	"Darlington"	"Hartsville No. 5"	7	2265	459	749	1237					746	506	1265	65		918	929																																																	29	846		875																												
"SC"	2012	"Darlington"	"Hartsville No. 6"	7	1833	964	6	981					8	982	990	62	970	10	980																																																	29	973		975																												
"SC"	2012	"Darlington"	"Hartsville No. 7"	7	1077	275	305	597					309	295	607	62	297	288	585																																																	29	414		423																												
"SC"	2012	"Darlington"	"Hartsville No. 8"	7	2505	298	1139	1463					1138	329	1479	65		1229	1234																																																	29	876		909																												
"SC"	2012	"Darlington"	"Hartsville No. 9"	7	1632	385	467	868					475	404	891	65		538	540	62	107	4	111																																													29	627		637																												
"SC"	2012	"Darlington"	"High Hill"	7	2320	584	529	1134					515	619	1153	62	624	489	1113																																																	31		685	694																												
"SC"	2012	"Darlington"	"Indian Branch"	7	616	104	211	327					205	125	336	60		234	235																																																	29	210		213																												
"SC"	2012	"Darlington"	"Kelleytown"	7	1638	152	866	1031					860	169	1044	65		925	928																																																	29	512		538																												
"SC"	2012	"Darlington"	"Lake Swamp"	7	1214	327	372	711					363	351	721	62	204	155	359	60		221	222																																													36	341	327																													
"SC"	2012	"Darlington"	"Lamar No. 1"	7	875	297	135	439					136	308	445	60		151	154																																																	29	341		342																												
"SC"	2012	"Darlington"	"Lamar No. 2"	7	1467	323	572	912					573	339	918	60		591	593																																																	29	567		581																												
"SC"	2012	"Darlington"	"Lydia"	7	685	278	118	417					120	302	423	62	302	111	413																																																	29	345		350																												
"SC"	2012	"Darlington"	"Mechanicsville"	7	1723	424	361	810					356	463	825	55	339		340	59	259		260																																													29	581		586																												
"SC"	2012	"Darlington"	"New Market"	7	941	77	469	560					466	93	560	65		510	514																																																	29	325		346																												
"SC"	2012	"Darlington"	"Oates"	7	922	200	351	566					349	220	573	60		374	375																																																	36	206	317																													
"SC"	2012	"Darlington"	"Palmetto"	7	1812	455	491	968					488	490	986	62	296	208	505	59	328		329																																													31		652	660																												
"SC"	2012	"Darlington"	"Provisional"	7	0	0	0	0					0	0	0	55	0		0	54	0		0	65		0	0	60		0	0	59	0		0	62	0	0	0																													31		0	0	29	0		0	36	0	0																					
"SC"	2012	"Darlington"	"Society Hill"	7	842	371	167	550					165	384	553	54	472		473																																																	29	462		465																												
"SC"	2012	"Darlington"	"Swift Creek"	7	822	183	274	470					272	196	473	62	172	225	397	60		41	41																																													29	326		330																												
"SC"	2012	"Dillon"	"Absentee"	7	0	1679	1077	2876					1026	1992	3031	55	1825		1869	57	210	92	302																																													30	1917		1940	28	150	136	291																								
"SC"	2012	"Dillon"	"Bermuda"	7	302	66	110	181					101	81	185	55	149		154																																																	28	62	104	169																												
"SC"	2012	"Dillon"	"Carolina"	7	356	109	51	168					42	124	166	55	155		157																																																	30	149		150																												
"SC"	2012	"Dillon"	"East Dillon"	7	2019	161	836	1021					817	204	1037	55	879		896																																																	30	845		854																												
"SC"	2012	"Dillon"	"Emergency"	7	0	0	0	0					0	0	0	57	0	0	0	55	0		0																																													28	0	0	0	30	0		0																								
"SC"	2012	"Dillon"	"Failsafe"	7	0	3	0	6					0	6	6	55	4		4	57	1	0	1																																													30	4		4	28	0	0	0																								
"SC"	2012	"Dillon"	"Failsafe Provisional"	7	0	0	0	0					0	0	0																																																																																				
"SC"	2012	"Dillon"	"Floydale"	7	635	85	269	366					274	98	374	55	302		307																																																	28	99	239	345																												
"SC"	2012	"Dillon"	"Fork"	7	395	67	195	265					184	82	269	55	208		218																																																	28	75	169	248																												
"SC"	2012	"Dillon"	"GaddyS Mill"	7	237	40	82	125					84	43	128	55	110		110																																																	28	38	75	115																												
"SC"	2012	"Dillon"	"Hamer"	7	987	176	248	460					247	219	472	55	400		402																																																	30	367		370																												
"SC"	2012	"Dillon"	"Kemper"	7	437	143	88	251					86	166	255	55	214		217																																																	28	140	87	238																												
"SC"	2012	"Dillon"	"Lake View"	7	1284	323	431	793					429	372	804	55	636		655																																																	28	305	424	755																												
"SC"	2012	"Dillon"	"Latta"	7	2682	685	546	1313					554	785	1344	57	633	250	886	55	321		326																																													30	1123		1128																												
"SC"	2012	"Dillon"	"Little Rock"	7	720	239	125	422					121	302	424	55	286		290																																																	30	289		291																												
"SC"	2012	"Dillon"	"Manning"	7	404	68	105	181					100	81	182	55	157		157																																																	30	135		135																												
"SC"	2012	"Dillon"	"Minturn"	7	183	51	46	107					42	68	111	55	77		80																																																	30	77		78																												
"SC"	2012	"Dillon"	"Mt. Calvary"	7	2251	684	316	1072					315	765	1088	55	945		949																																																	30	912		916																												
"SC"	2012	"Dillon"	"New Holly"	7	350	86	107	203					112	97	210	55	172		173																																																	30	166		166																												
"SC"	2012	"Dillon"	"Oak Grove"	7	901	143	317	471					297	178	476	55	371		374																																																	30	368		370																												
"SC"	2012	"Dillon"	"Oakland"	7	1029	317	210	568					206	370	582	55	456		459																																																	30	426		427																												
"SC"	2012	"Dillon"	"Pleasant Hill"	7	200	31	77	115					73	38	114	55	89		89																																																	30	84		84																												
"SC"	2012	"Dillon"	"Provisional"	7	0	0	0	0					0	0	0	57	0	0	0	55	0		0																																													30	0		0	28	0	0	0																								
"SC"	2012	"Dillon"	"South Dillon"	7	2103	564	143	783					145	705	853	55	683		690																																																	30	659		662																												
"SC"	2012	"Dillon"	"West Dillon"	7	2418	593	188	880					172	747	924	55	736		746																																																	30	713		716																												
"SC"	2012	"Dorchester"	"Absentee"	1	0	3935	5746	9904	6	1413		1479	5993	5814	11905	97	2022	1158	3181	94		1954	1976	98		1841	1868	114		612	780	109	503		579	113	473		516	102	283	101	384																									38		5024	5137	39	1333		1344	41	606	719	1326	44		438	455	42	144		144												
"SC"	2012	"Dorchester"	"Archdale"	1	1290	232	386	647					368	278	662	109	330		435																																																	41	285	363	648																												
"SC"	2012	"Dorchester"	"Archdale 2"	1	1502	250	484	764					455	312	777	109	362		508																																																	41	303	453	757																												
"SC"	2012	"Dorchester"	"Ashborough E"	1	778	107	205	341					209	145	358	98		243	244																																																	38		240	243																												
"SC"	2012	"Dorchester"	"Ashborough E 2"	1	855	59	425	491					414	77	498	98		420	423																																																	38		427	437																												
"SC"	2012	"Dorchester"	"Ashborough W"	1	576	57	201	277					200	80	283	114		191	250																																																	41	88	184	272																												
"SC"	2012	"Dorchester"	"Ashborough W 2"	1	1101	100	425	557					418	130	565	114		421	522																																																	41	137	406	544																												
"SC"	2012	"Dorchester"	"Ashley River"	1	1701	321	583	938					557	388	961	98		671	676																																																	41	387	548	936																												
"SC"	2012	"Dorchester"	"Bacons Bridge"	1	1944	281	712	1035					690	354	1062	114		461	642	94		240	241																																													38		800	814																												
"SC"	2012	"Dorchester"	"Beech Hill"	1	1069	87	430	537					422	124	549	114		383	500																																																	38		468	470																												
"SC"	2012	"Dorchester"	"Beech Hill 2"	1	1469	141	595	771					578	194	788	114		541	694																																																	38		633	640																												
"SC"	2012	"Dorchester"	"Brandymill"	1	720	92	286	404					275	127	412	98		331	334																																																	38		319	325																												
"SC"	2012	"Dorchester"	"Brandymill 2"	1	1238	180	381	592					355	240	610	98		438	441																																																	38		446	451																												
"SC"	2012	"Dorchester"	"Briarwood"	1	1316	197	368	610					362	255	628	98		280	282	94		146	146																																													38		422	425																												
"SC"	2012	"Dorchester"	"Briarwood 2"	1	961	125	291	432					273	164	442	94		321	322																																																	38		311	314																												
"SC"	2012	"Dorchester"	"Briarwood 3"	1	761	76	272	360					266	96	366	98		289	294																																																	38		283	293																												
"SC"	2012	"Dorchester"	"Butternut"	1	1674	224	574	837					541	285	843	97	389	443	833																																																	38		667	681																												
"SC"	2012	"Dorchester"	"Carolina"	1	651	148	92	251					82	177	261	113	182		217																																																	44		121	122																												
"SC"	2012	"Dorchester"	"Central"	1	1215	245	789	1083					748	327	1098	94		889	896																																																	38		885	899																												
"SC"	2012	"Dorchester"	"Central 2"	1	1338	66	163	242					165	81	248	94		192	193																																																	38		188	189																												
"SC"	2012	"Dorchester"	"Clemson"	1	1360	85	544	653					522	131	660	97	205	438	645																																																	38		563	568																												
"SC"	2012	"Dorchester"	"Clemson 2"	1	1644	185	551	772					541	231	785	97	329	440	769																																																	38		610	611																												
"SC"	2012	"Dorchester"	"Clemson 3"	1	1544	176	422	634					398	244	649	97	312	319	633																																																	38		479	482																												
"SC"	2012	"Dorchester"	"Coastal"	1	1051	237	225	487					203	278	490	94		288	296																																																	38		279	296																												
"SC"	2012	"Dorchester"	"Coastal 2"	1	1471	222	514	774					488	291	791	94		353	359	98		239	242																																													38		590	595																												
"SC"	2012	"Dorchester"	"Coastal 3"	1	670	110	203	334					190	143	342	94		134	137	98		112	113																																													38		246	250																												
"SC"	2012	"Dorchester"	"Coosaw"	1	1454	182	473	685					446	240	697	98		539	545																																																	38		531	540																												
"SC"	2012	"Dorchester"	"Coosaw 2"	1	3348	544	970	1592					914	681	1626	98		1134	1143																																																	38		1120	1140																												
"SC"	2012	"Dorchester"	"Cypress"	1	2440	305	887	1253					861	400	1287	97	517	721	1238																																																	38		1006	1019																												
"SC"	2012	"Dorchester"	"Delemars"	6	522	320		332					60	306	368	97	305	54	359	114		3	3																																													39	322		323																												
"SC"	2012	"Dorchester"	"Dorchester"	1	1106	119	350	487					328	163	497	94		375	380																																																	44		370	378																												
"SC"	2012	"Dorchester"	"Dorchester 2"	1	1029	101	445	561					420	138	570	94		478	482																																																	38		461	468																												
"SC"	2012	"Dorchester"	"Emergency"	6	0	0		0	1	0	0	0	0	0	0	114		0	0	113	0		0	109	0		0	97	0	0	0	94		0	0	98		0	0	102	0	0	0																									42	0		0	41	0	0	0	39	0		0	44		0	0	38		0	0												
"SC"	2012	"Dorchester"	"Failsafe"	6	0	28		28	1	14	13	27	14	44	59	97	31	6	37	114		1	4	102	2	1	3	109	2		2	94		2	2	113	2		2	98		0	1																									39	26		26	38		10	11	41	1	0	1	44		1	1	42	1		1												
"SC"	2012	"Dorchester"	"Failsafe Provisional"	1	0	15	25	44	6	3		3	27	23	52																																																																																				
"SC"	2012	"Dorchester"	"Flowertown"	1	1715	268	559	876					557	325	892	97	423	447	870																																																	38		655	663																												
"SC"	2012	"Dorchester"	"Flowertown 2"	1	1396	223	360	618					349	275	638	97	352	258	610																																																	38		414	415																												
"SC"	2012	"Dorchester"	"Four Hole"	6	969	391		429					295	263	562	102	256	285	545																																																	39	386		396																												
"SC"	2012	"Dorchester"	"Germantown"	1	1342	188	448	682					435	243	690	94		531	537																																																	44		532	539																												
"SC"	2012	"Dorchester"	"Givhans"	6	908	289		326					311	157	476	97	258	211	470																																																	39	294		300																												
"SC"	2012	"Dorchester"	"Givhans 2"	6	796	308		342					213	242	455	97	279	167	447																																																	38		281	282																												
"SC"	2012	"Dorchester"	"Greenhurst"	1	907	147	276	441					264	182	452	94		327	332																																																	38		324	329																												
"SC"	2012	"Dorchester"	"Greenwave"	1	1269	195	305	533					282	251	544	94		370	372																																																	38		372	377																												
"SC"	2012	"Dorchester"	"Grover"	6	799	348		378					222	242	473	97	327	132	459																																																	39	355		355																												
"SC"	2012	"Dorchester"	"Harleyville"	6	655	259		290					219	146	376	102	155	207	363																																																	39	265		270																												
"SC"	2012	"Dorchester"	"Indian Field"	6	617	231		249					81	199	282	97	213	65	278																																																	39	237		240																												
"SC"	2012	"Dorchester"	"Indian Field 2"	6	897	311		350					198	227	435	97	266	157	424																																																	39	321		328																												
"SC"	2012	"Dorchester"	"Irongate"	1	752	70	350	438					349	88	449	98		344	351	94		21	21																																													38		367	374																												
"SC"	2012	"Dorchester"	"Irongate 2"	1	492	79	120	213					108	99	217	94		139	143																																																	38		139	144																												
"SC"	2012	"Dorchester"	"Irongate 3"	1	619	63	243	318					230	84	321	98		232	235	94		27	27																																													38		255	258																												
"SC"	2012	"Dorchester"	"Kings Grant"	1	1685	231	509	759					469	288	780	98		574	580																																																	41	286	470	756																												
"SC"	2012	"Dorchester"	"Kings Grant 2"	1	1548	201	418	643					409	238	651	98		311	313	114		152	190																																													41	232	395	628																												
"SC"	2012	"Dorchester"	"Knightsville"	1	1168	118	349	499					340	146	513	97	243	249	493																																																	38		379	385																												
"SC"	2012	"Dorchester"	"Lincoln"	1	1583	371	248	645					225	438	670	109	431		529																																																	38		335	345																												
"SC"	2012	"Dorchester"	"Miles/Jamison"	1	1864	267	639	961					634	336	991	94		717	723																																																	38		699	710																												
"SC"	2012	"Dorchester"	"Newington"	1	1198	126	520	677					521	156	690	94		595	600																																																	38		578	585																												
"SC"	2012	"Dorchester"	"Newington 2"	1	699	63	309	389					304	92	399	94		343	347																																																	38		342	345																												
"SC"	2012	"Dorchester"	"North Summerville"	1	1553	232	462	729					427	302	741	113	232		356	94		165	166																																													38		528	532																												
"SC"	2012	"Dorchester"	"North Summerville 2"	1	1313	329	153	509					125	392	519	113	371		442																																																	44		234	237																												
"SC"	2012	"Dorchester"	"Oakbrook"	1	2675	402	752	1195					703	510	1229	98		848	858																																																	38		856	873																												
"SC"	2012	"Dorchester"	"Patriot"	1	1520	435	199	665					159	532	697	109	499		573																																																	42	542		551																												
"SC"	2012	"Dorchester"	"Provisional"	1	0	18	35	58	6	7		7	35	32	68	98		27	27	97	7	3	10	114		5	7	94		6	6	109	2		2	102	1	0	1	113	1		1																									38		39	39	41	5	3	8	39	6		6	44		1	1	42	0		0												
"SC"	2012	"Dorchester"	"Reevesville"	6	956	399		447					290	268	570	97	353	200	553																																																	39	423		433																												
"SC"	2012	"Dorchester"	"Ridgeville"	6	930	345		386					231	273	507	97	187	109	297	102	112	82	195																																													39	359		365																												
"SC"	2012	"Dorchester"	"Ridgeville 2"	6	690	230		257					135	206	343	102	190	117	307	97	8	12	20																																													39	233		237																												
"SC"	2012	"Dorchester"	"Rosinville"	6	1354	547		605					330	388	732	102	186	185	372	97	240	97	337																																													39	569		574																												
"SC"	2012	"Dorchester"	"Rosses"	6	951	384		438					366	234	605	97	298	298	596																																																	39	399		405																												
"SC"	2012	"Dorchester"	"Saul Dam"	1	414	34	158	200					154	46	202	114		147	179																																																	41	47	145	193																												
"SC"	2012	"Dorchester"	"Sawmill Branch"	1	1337	152	540	711					524	193	727	94		570	577																																																	38		574	587																												
"SC"	2012	"Dorchester"	"Spann"	1	1316	138	563	735					542	182	742	94		629	632																																																	38		624	632																												
"SC"	2012	"Dorchester"	"St. George No. 1"	6	1205	413		452					274	279	560	97	353	192	546																																																	39	425		430																												
"SC"	2012	"Dorchester"	"St. George No. 2"	6	809	259		289					217	160	387	97	216	163	379																																																	39	275		277																												
"SC"	2012	"Dorchester"	"Stallsville"	1	1014	127	427	571					395	176	583	94		451	452																																																	38		444	446																												
"SC"	2012	"Dorchester"	"Tranquil"	1	762	77	237	337					230	104	346	98		273	274																																																	38		270	271																												
"SC"	2012	"Dorchester"	"Tranquil 2"	1	2166	400	520	985					493	495	1013	98		648	656																																																	38		639	656																												
"SC"	2012	"Dorchester"	"Trolley"	1	1369	208	233	468					228	252	489	98		308	312																																																	38		307	311																												
