state	year	county	precinct	cd	g2012_REG_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	ld	g2012_STH_dv	g2012_STH_rv	g2012_STH_tv	ld2	g2012_STH_dv2	g2012_STH_rv2	g2012_STH_tv2	ld3	g2012_STH_dv3	g2012_STH_rv3	g2012_STH_tv3	ld4	g2012_STH_dv4	g2012_STH_rv4	g2012_STH_tv4	ld5	g2012_STH_dv5	g2012_STH_rv5	g2012_STH_tv5	ld6	g2012_STH_dv6	g2012_STH_rv6	g2012_STH_tv6	ld7	g2012_STH_dv7	g2012_STH_rv7	g2012_STH_tv7	ld8	g2012_STH_dv8	g2012_STH_rv8	g2012_STH_tv8	ld9	g2012_STH_dv9	g2012_STH_rv9	g2012_STH_tv9	ld10	g2012_STH_dv10	g2012_STH_rv10	g2012_STH_tv10	ld11	g2012_STH_dv11	g2012_STH_rv11	g2012_STH_tv11	ld12	g2012_STH_dv12	g2012_STH_rv12	g2012_STH_tv12	ld13	g2012_STH_dv13	g2012_STH_rv13	g2012_STH_tv13	sd	g2012_STS_dv	g2012_STS_rv	g2012_STS_tv	sd2	g2012_STS_dv2	g2012_STS_rv2	g2012_STS_tv2	sd3	g2012_STS_dv3	g2012_STS_rv3	g2012_STS_tv3	sd4	g2012_STS_dv4	g2012_STS_rv4	g2012_STS_tv4	sd5	g2012_STS_dv5	g2012_STS_rv5	g2012_STS_tv5	sd6	g2012_STS_dv6	g2012_STS_rv6	g2012_STS_tv6	sd7	g2012_STS_dv7	g2012_STS_rv7	g2012_STS_tv7	sd8	g2012_STS_dv8	g2012_STS_rv8	g2012_STS_tv8
"SC"	2012	"Abbeville"	"Abbeville No. 1"	3	2120	306	721	1027					715	321	1047	11	230	719	1047																																																	10	387	650	1037																												
"SC"	2012	"Abbeville"	"Abbeville No. 2"	3	1955	459	351	812					351	499	862	11	342	339	836																																																	10	494	330	824																												
"SC"	2012	"Abbeville"	"Abbeville No. 3"	3	1365	291	284	575					291	299	604	11	209	276	596																																																	10	308	273	581																												
"SC"	2012	"Abbeville"	"Abbeville No. 4"	3	828	186	252	438					273	171	450	11	117	256	447																																																	10	193	244	437																												
"SC"	2012	"Abbeville"	"Absentee"	3	0	1233	902	2138					902	1286	2218	11	982	807	2173	7		8	17																																													10	1324	768	2095	4		41	42																								
"SC"	2012	"Abbeville"	"Antreville"	3	995	155	404	560					417	146	570	11	159	355	568																																																	10	163	401	564																												
"SC"	2012	"Abbeville"	"Broadmouth"	3	460	85	159	244					172	76	249	11	43	124	203	7		16	16																																													4		203	204																												
"SC"	2012	"Abbeville"	"Calhoun Falls"	3	2	571	351	924					376	612	995	11	522	277	981																																																	10	575	382	957																												
"SC"	2012	"Abbeville"	"Cold Springs"	3	742	130	339	470					362	111	480	11	92	329	480																																																	10	135	337	472																												
"SC"	2012	"Abbeville"	"Donalds"	3	467	62	210	272					223	55	286	11	58	168	279																																																	4		241	242																												
"SC"	2012	"Abbeville"	"Due West"	3	1320	324	448	773					465	319	795	11	308	381	788																																																	10	374	396	770																												
"SC"	2012	"Abbeville"	"Emergency"	3	0	29	43	72					43	29	72	11	22	37	66	7		1	1																																													10	18	24	42	4		24	24																								
"SC"	2012	"Abbeville"	"Failsafe"	3	0	33	26	59					25	37	62	11	24	24	61	7		0	0																																													10	31	27	58	4		2	2																								
"SC"	2012	"Abbeville"	"Failsafe Provisional"	3	0	9	13	22					15	7	22																																																																																				
"SC"	2012	"Abbeville"	"Halls Store"	3	672	146	261	407					259	151	414	11	162	206	394																																																	4		314	315																												
"SC"	2012	"Abbeville"	"Keowee"	3	966	196	367	563					414	161	586	11	149	315	571	7		2	2																																													10	209	347	556	4		5	5																								
"SC"	2012	"Abbeville"	"Lebanon"	3	686	140	269	409					295	119	420	11	104	269	417																																																	10	152	259	411																												
"SC"	2012	"Abbeville"	"Lowndesville"	3	948	157	363	520					383	144	539	11	148	316	528																																																	10	155	366	522																												
"SC"	2012	"Abbeville"	"Provisional"	3	0	0	0	0					0	0	0	11	0	0	0	7		0	0																																													10	0	0	0	4		0	0																								
"SC"	2012	"Aiken"	"Absentee"	2	0		5723	5913					5414	3372	8863	81		2523	4148	83		1312	1320	82	1057		1150	84		644	673																																					24		5110	5437	26	1106	264	1372	25		374	387																				
"SC"	2012	"Aiken"	"Absentee 2"	2	0		2864	2961					2636	1854	4530	86		1638	1737	84		748	762	81		233	351	82	122		148	83		115	117																																	24		1584	1708	25		864	883	26	409	332	742																				
"SC"	2012	"Aiken"	"Absentee 3"	2	0		84	86					78	27	106	86		39	42	84		40	40	83		3	3	82	0		0	81		0	0																																	24		71	76	25		12	13	26	0	0	0																				
"SC"	2012	"Aiken"	"Aiken No. 1"	2	1270		471	497					435	166	618	81		374	583																																																	24		510	549																												
"SC"	2012	"Aiken"	"Aiken No. 2"	2	1321		186	196					121	414	544	82	366		405	81		51	84																																													26	405	107	513																												
"SC"	2012	"Aiken"	"Aiken No. 3"	2	1619		222	237					121	593	727	82	602		673																																																	26	567	132	700																												
"SC"	2012	"Aiken"	"Aiken No. 4"	2	802		73	83					37	310	352	82	301		321																																																	26	284	43	327																												
"SC"	2012	"Aiken"	"Aiken No. 47"	2	1190		487	519					430	201	643	81		369	578																																																	24		517	557																												
"SC"	2012	"Aiken"	"Aiken No. 5"	2	1290		294	312					235	324	573	82	223		255	81		152	248																																													26	274	181	456	24		68	71																								
"SC"	2012	"Aiken"	"Aiken No. 6"	2	1341		529	553					485	191	697	81		405	639																																																	24		561	609																												
"SC"	2012	"Aiken"	"Anderson Pond 69"	2	1360		575	587					560	146	708	81		411	647																																																	24		599	619																												
"SC"	2012	"Aiken"	"Ascauga Lake 63"	2	2011		872	901					801	332	1147	84		887	903																																																	25		898	915																												
"SC"	2012	"Aiken"	"Bath No. 7"	2	822		230	230					200	207	416	84		239	241																																																	25		231	233																												
"SC"	2012	"Aiken"	"Beech Island 8"	2	1687		457	474					372	520	896	84		468	479																																																	24		413	500																												
"SC"	2012	"Aiken"	"Belvedere 74"	2	627		244	247					218	88	306	83		243	245																																																	25		243	245																												
"SC"	2012	"Aiken"	"Belvedere No 44"	2	1364		542	554					480	272	767	83		543	552																																																	25		555	563																												
"SC"	2012	"Aiken"	"Belvedere No 62"	2	1238		353	374					292	340	641	83		358	364																																																	24		320	397																												
"SC"	2012	"Aiken"	"Belvedere No. 9"	2	1702		560	576					453	392	859	83		554	562																																																	24		512	595																												
"SC"	2012	"Aiken"	"Breezy Hill 50"	2	1777		778	787					710	304	1027	84		622	626	81		141	194																																													25		797	802																												
"SC"	2012	"Aiken"	"Carolina Hts 10"	2	1199		270	286					187	424	618	83		226	231	84		50	53																																													24		250	306																												
"SC"	2012	"Aiken"	"Cedar Creek No. 64"	2	1605		648	659					627	182	812	86		648	678																																																	24		659	695																												
"SC"	2012	"Aiken"	"China Sprgs 11"	2	1619		269	277					200	526	732	82	552		630																																																	26	497	186	685																												
"SC"	2012	"Aiken"	"Clearwater 12"	2	677		229	231					194	167	364	84		240	246																																																	25		244	247																												
"SC"	2012	"Aiken"	"College Acre 13"	2	1731		687	715					608	230	855	81		528	763																																																	24		673	731																												
"SC"	2012	"Aiken"	"Couchton No. 56"	2	1391		541	555					466	272	747	86		521	533																																																	24		525	567																												
"SC"	2012	"Aiken"	"Emergency"	2	0		13	13					10	5	15	83		7	7	84		3	3	81		1	3	82	1		1																																					24		9	9	25		3	3	26	1	0	1																				
"SC"	2012	"Aiken"	"Emergency 2"	2	0		5	5					4	4	8	86		4	4	84		1	1	82	1		1	83		0	0	81		0	0																																	24		5	5	25		1	1	26	0	0	0																				
"SC"	2012	"Aiken"	"Emergency 3"	2	0		0	0					0	0	0	82	0		0	81		0	0	86		0	0	84		0	0	83		0	0																																	25		0	0	26	0	0	0	24		0	0																				
"SC"	2012	"Aiken"	"Eureka No. 14"	2	1338		561	567					513	210	734	82	231		354	86		150	152																																													25		575	578																												
"SC"	2012	"Aiken"	"Failsafe"	2	0		70	75					58	95	154	82	48		53	81		22	35	84		18	18	83		11	11																																					26	51	4	55	24		48	49	25		12	12																				
"SC"	2012	"Aiken"	"Failsafe 2"	2	0		59	59					47	41	89	86		34	34	84		15	16	81		4	7	82	3		3	83		0	0																																	24		29	33	26	9	8	17	25		14	15																				
"SC"	2012	"Aiken"	"Failsafe 3"	2	0		0	0					0	1	1	82	0		0	84		0	0	86		0	0	83		0	0	81		0	0																																	24		0	0	26	0	0	0	25		0	0																				
"SC"	2012	"Aiken"	"Failsafe Provisional"	2	0		37	37					32	30	63																																																																																				
"SC"	2012	"Aiken"	"Fox Creek No 58"	2	1481		657	670					603	183	797	83		669	677																																																	24		647	688																												
"SC"	2012	"Aiken"	"Fox Creek No. 73"	2	1229		677	680					650	125	788	83		687	687																																																	24		670	693																												
"SC"	2012	"Aiken"	"Gem Lakes No 60"	2	2679		1248	1287					1161	328	1516	81		1004	1414																																																	24		1264	1335																												
"SC"	2012	"Aiken"	"Gloverville 15"	2	971		445	449					410	128	546	84		462	467																																																	24		439	459																												
"SC"	2012	"Aiken"	"Graniteville 16"	2	1138		399	407					329	235	576	81		303	443																																																	25		412	418																												
"SC"	2012	"Aiken"	"Hammond No. 48"	2	1911		723	732					657	358	1026	84		751	758																																																	24		698	750																												
"SC"	2012	"Aiken"	"Hitchcock No. 66"	2	1163		471	500					420	157	594	81		316	544																																																	24		502	530																												
"SC"	2012	"Aiken"	"Hollow Creek 53"	2	1388		501	516					467	137	616	81		353	564																																																	24		534	555																												
"SC"	2012	"Aiken"	"Jackson No. 17"	2	1535		735	742					670	201	884	84		750	758																																																	24		708	746																												
"SC"	2012	"Aiken"	"Langley No. 18"	2	1263		519	525					480	157	648	84		551	557																																																	25		527	532																												
"SC"	2012	"Aiken"	"Levels No. 52"	2	2054		693	728					592	343	954	81		499	802																																																	24		690	760																												
"SC"	2012	"Aiken"	"Levels No. 72"	2	880		368	383					312	159	479	81		277	397	82	5		10																																													24		350	380	26	3	13	16																								
"SC"	2012	"Aiken"	"Lynwood No. 19"	2	924		408	411					353	153	509	84		407	416																																																	25		406	414																												
"SC"	2012	"Aiken"	"Mid Valley No. 51"	2	1386		692	716					631	256	896	84		711	724																																																	25		708	720																												
"SC"	2012	"Aiken"	"Mid Valley No. 71"	2	1673		750	763					681	252	942	84		766	783																																																	25		768	776																												
"SC"	2012	"Aiken"	"Millbrook No. 20"	2	1894		743	770					670	294	976	81		579	865																																																	24		753	813																												
"SC"	2012	"Aiken"	"Misty Lakes No 45"	2	1556		633	650					545	352	901	84		645	653	83		0	0																																													25		652	659																												
"SC"	2012	"Aiken"	"Monetta No. 21"	2	1026		380	388					322	343	675	86		369	388																																																	26	404	234	640																												
"SC"	2012	"Aiken"	"Montmorenci 22"	2	2323		950	989					847	396	1260	86		942	981																																																	24		939	1032																												
"SC"	2012	"Aiken"	"N Augusta No 25"	2	1537		543	556					472	257	742	83		528	534																																																	24		523	569																												
"SC"	2012	"Aiken"	"N Augusta No 26"	2	1939		726	744					664	315	996	83		734	746																																																	24		698	758																												
"SC"	2012	"Aiken"	"N Augusta No 27"	2	1611		921	927					880	103	997	83		917	923																																																	24		901	933																												
"SC"	2012	"Aiken"	"N Augusta No 28"	2	1241		614	623					580	138	726	83		619	623																																																	24		601	622																												
"SC"	2012	"Aiken"	"N Augusta No 29"	2	1286		502	514					440	205	658	83		503	507																																																	24		488	530																												
"SC"	2012	"Aiken"	"N Augusta No 54"	2	1213		401	406					311	304	630	83		397	400																																																	24		365	421																												
"SC"	2012	"Aiken"	"N Augusta No 55"	2	1054		472	478					446	124	590	83		492	495																																																	24		472	492																												
"SC"	2012	"Aiken"	"N Augusta No. 67"	2	1150		612	619					577	110	699	83		623	626																																																	24		605	629																												
"SC"	2012	"Aiken"	"N Augusta No. 68"	2	1536		782	791					769	161	948	83		801	806																																																	24		787	829																												
"SC"	2012	"Aiken"	"New Ellenton 23"	2	1457		469	484					408	448	862	86		474	482																																																	24		443	495																												
"SC"	2012	"Aiken"	"New Holland 24"	2	669		319	325					310	78	394	86		320	327																																																	26	115	269	384																												
"SC"	2012	"Aiken"	"Oak Grove No 30"	2	908		437	443					379	139	535	86		425	438																																																	26	215	311	527																												
"SC"	2012	"Aiken"	"Perry No. 31"	2	728		314	321					278	182	465	86		309	322																																																	26	262	185	447																												
"SC"	2012	"Aiken"	"Pine Forest 59"	2	1376		702	716					660	168	838	84		508	513	81		164	218																																													24		695	731																												
"SC"	2012	"Aiken"	"Provisional"	2	0		0	0					0	0	0	83		0	0	81		0	0	84		0	0	82	0		0																																					24		0	0	25		0	0	26	0	0	0																				
"SC"	2012	"Aiken"	"Provisional 2"	2	0		0	0					0	0	0	86		0	0	84		0	0	82	0		0	81		0	0	83		0	0																																	24		0	0	26	0	0	0	25		0	0																				
"SC"	2012	"Aiken"	"Provisional 3"	2	0		0	0					0	0	0	81		0	0	84		0	0	86		0	0	82	0		0	83		0	0																																	26	0	0	0	25		0	0	24		0	0																				
"SC"	2012	"Aiken"	"Redd's Branch 57"	2	1131		405	419					353	195	558	86		395	403	82	0		0																																													24		399	445																												
"SC"	2012	"Aiken"	"Salley No. 32"	2	638		172	178					159	234	397	86		170	179																																																	26	259	125	385																												
"SC"	2012	"Aiken"	"Sandstone No. 70"	2	2316		878	902					757	354	1132	81		645	988																																																	24		871	951																												
"SC"	2012	"Aiken"	"Shaws Fork 33"	2	582		295	304					262	99	372	86		287	297																																																	24		290	312																												
"SC"	2012	"Aiken"	"Shiloh No. 34"	2	1676		732	745					674	278	971	86		746	771																																																	26	318	619	939																												
"SC"	2012	"Aiken"	"Silver Bluff 61"	2	1787		443	464					337	535	881	84		441	452																																																	24		404	495																												
"SC"	2012	"Aiken"	"Six Points 35"	2	1585		515	536					433	249	698	81		346	581																																																	24		490	537	25		13	13																								
"SC"	2012	"Aiken"	"Six Points 46"	2	1439		125	140					47	567	615	82	549		573																																																	26	516	54	571																												
"SC"	2012	"Aiken"	"Sleepy Hollow 65"	2	1824		844	874					772	242	1033	81		557	777	84		136	137																																													24		851	904																												
"SC"	2012	"Aiken"	"South Aiken 75"	2	1627		739	759					662	265	941	86		733	761																																																	24		729	783																												
"SC"	2012	"Aiken"	"South Aiken 76"	2	1552		636	652					580	196	792	81		452	718																																																	24		625	676																												
"SC"	2012	"Aiken"	"Tabernacle 36"	2	613		202	205					159	190	356	86		194	198																																																	26	201	136	337																												
"SC"	2012	"Aiken"	"Talatha No. 37"	2	1396		525	541					455	321	784	86		431	443	81		53	64	84		28	29																																									24		493	553																												
"SC"	2012	"Aiken"	"Vaucluse No. 38"	2	1051		458	474					385	209	608	81		212	296	82	129		198																																													25		459	468																												
"SC"	2012	"Aiken"	"Wagener No. 39"	2	1787		645	664					549	515	1083	86		636	652																																																	26	652	397	1052																												
"SC"	2012	"Aiken"	"Ward No. 40"	2	1310		463	473					417	326	756	86		470	486																																																	26	344	380	726	25		0	0																								
"SC"	2012	"Aiken"	"Warrenville 41"	2	1536		719	731					652	202	868	81		481	659	84		119	120																																													24		724	769																												
"SC"	2012	"Aiken"	"White Pond 42"	2	724		248	256					203	228	437	86		242	246																																																	26	235	180	418																												
"SC"	2012	"Aiken"	"Willow Sprgs 49"	2	1332		592	601					561	164	735	84		599	610																																																	25		608	617																												
"SC"	2012	"Aiken"	"Windsor No. 43"	2	2020		780	806					627	424	1071	86		754	779																																																	24		745	823																												
"SC"	2012	"Allendale"	"Absentee"	6	0	1497		1547					221	1485	1719	91	1443	207	1653																																																	45	850	104	955	40	597		602																								
"SC"	2012	"Allendale"	"Allendale #1"	6	1111	338		349					90	319	414	91	304	86	390																																																	40	340		342	45	1	7	8																								
"SC"	2012	"Allendale"	"Allendale #2"	6	1263	393		397					8	403	413	91	396	6	402																																																	45	290	4	294	40	97		97																								
"SC"	2012	"Allendale"	"Emergency"	6	0	2		2					0	2	2	91	2	0	2																																																	45	1	0	1	40	0		0																								
"SC"	2012	"Allendale"	"Failsafe"	6	0	5		5					0	5	5	91	5	0	5																																																	45	4	0	4	40	1		1																								
"SC"	2012	"Allendale"	"Failsafe Provisional"	6	0	0		0					0	0	0	91	0	0	0																																																																																
"SC"	2012	"Allendale"	"Fairfax #1"	6	536	190		205					86	159	245	91	172	72	244																																																	40	121		121	45	60	33	93																								
"SC"	2012	"Allendale"	"Fairfax #2"	6	1238	409		424					53	450	507	91	406	55	461																																																	45	288	35	324	40	111		111																								
"SC"	2012	"Allendale"	"Martin"	6	316	148		152					36	143	180	91	145	32	177																																																	45	138	38	176																												
"SC"	2012	"Allendale"	"Provisional"	6	0	0		0					0	0	0	91	0	0	0																																																	45	0	0	0	40	0		0																								
"SC"	2012	"Allendale"	"Sycamore"	6	334	107		118					144	50	196	91	65	122	187																																																	40	111		112	45	0	0	0																								
"SC"	2012	"Allendale"	"Ulmer"	6	211	87		97					81	57	138	91	64	70	135																																																	40	89		93	45	0	0	0																								
"SC"	2012	"Allendale"	"Woods"	6	831	279		292					119	224	344	91	241	96	338																																																	45	171	94	265	40	55		55																								
"SC"	2012	"Anderson"	"Absentee 1"	3	0	958	1756	2725					1803	1010	2834	10		758	770	7		564	565	6		353	358	9		303	306																																					3		1214	1236	4		763	767																								
"SC"	2012	"Anderson"	"Absentee 2"	3	0	1253	1954	3210					2001	1329	3363	8		677	1164	9		672	678	11	118	129	276	7		240	243	6		169	174																																	3		1732	1770	4		486	495																								
"SC"	2012	"Anderson"	"Absentee 3"	3	0	525	1691	2223					1717	560	2300	6		1043	1056	9		444	450	8		131	201	10		174	177	11	11	3	14																																	3		1628	1676	4		164	168																								
"SC"	2012	"Anderson"	"Absentee 4"	3	0	803	666	1476					681	866	1562	8		219	442	9		291	295	6		188	193	11	22	16	40																																					3		451	463	4		375	379																								
"SC"	2012	"Anderson"	"Anderson 1/1"	3	1400	249	345	595					343	259	614	6		446	453																																																	3		440	451																												
"SC"	2012	"Anderson"	"Anderson 1/2"	3	1246	147	540	688					533	166	712	9		589	596																																																	3		563	581																												
"SC"	2012	"Anderson"	"Anderson 2/1"	3	1303	177	471	650					475	199	688	9		534	545																																																	3		527	545																												
"SC"	2012	"Anderson"	"Anderson 2/2"	3	2067	376	775	1153					778	395	1196	9		918	928																																																	3		890	920																												
"SC"	2012	"Anderson"	"Anderson 3/1"	3	841	228	132	360					121	242	370	9		186	190																																																	4		185	188																												
"SC"	2012	"Anderson"	"Anderson 3/2"	3	2393	846	302	1150					299	901	1207	9		425	438	7		58	60																																													4		498	514																												
"SC"	2012	"Anderson"	"Anderson 4/1"	3	704	239	47	286					46	253	303	9		85	86																																																	4		89	91																												
"SC"	2012	"Anderson"	"Anderson 4/2"	3	772	310	28	338					30	322	353	9		33	35	7		22	22	8		0	4																																									4		55	57																												
"SC"	2012	"Anderson"	"Anderson 5/A"	3	863	222	90	312					89	231	325	8		31	95	6		78	80																																													4		137	142																												
"SC"	2012	"Anderson"	"Anderson 5/B"	3	1376	454	73	527					66	500	573	8		72	307																																																	4		161	164																												
"SC"	2012	"Anderson"	"Anderson 6/1"	3	1663	294	517	813					516	317	851	6		631	642																																																	3		601	624																												
"SC"	2012	"Anderson"	"Anderson 6/2"	3	415	168	21	189					19	180	201	6		51	52																																																	4		51	51																												
"SC"	2012	"Anderson"	"Appleton-Equinox"	3	756	170	132	302					131	187	323	6		188	191																																																	3		190	194																												
"SC"	2012	"Anderson"	"BarkerS Creek-Mcadams"	3	321	33	182	215					187	27	220	7		201	201																																																	4		205	205																												
"SC"	2012	"Anderson"	"Belton"	3	3421	594	1155	1754					1203	597	1847	7		1419	1430																																																	4		1421	1432																												
"SC"	2012	"Anderson"	"BishopS Branch"	3	1658	271	725	1002					734	282	1036	6		820	823																																																	3		809	817																												
"SC"	2012	"Anderson"	"Bowling Green"	3	564	77	233	310					232	79	318	9		190	195	7		64	64																																													3		261	265																												
"SC"	2012	"Anderson"	"Broadview"	3	629	240	97	338					108	244	355	7		160	161																																																	4		163	164																												
"SC"	2012	"Anderson"	"Broadway"	3	1216	290	345	635					354	294	656	7		452	453																																																	4		453	454																												
"SC"	2012	"Anderson"	"Brushy Creek"	3	1919	168	1039	1208					1052	166	1245	10		1076	1092																																																	3		1081	1090																												
"SC"	2012	"Anderson"	"Cedar Grove"	3	1228	155	528	683					533	161	706	7		313	314	9		274	276																																													4		582	584																												
"SC"	2012	"Anderson"	"Center Rock"	3	2099	358	860	1218					880	361	1269	8		534	1129																																																	3		977	993																												
"SC"	2012	"Anderson"	"Centerville Station A"	3	2526	351	1026	1378					1058	348	1431	8		629	1322																																																	3		1167	1176																												
"SC"	2012	"Anderson"	"Centerville Station B"	3	2429	419	941	1363					935	436	1392	8		651	1252																																																	3		1084	1103																												
"SC"	2012	"Anderson"	"Chiquola Mill"	3	668	163	129	292					130	168	303	7		205	209																																																	4		208	212																												
"SC"	2012	"Anderson"	"Concrete"	3	2304	294	1035	1333					1053	292	1366	10		1132	1152																																																	3		1151	1168																												
"SC"	2012	"Anderson"	"CoxS Creek"	3	1054	109	385	496					376	126	511	9		429	431																																																	3		421	426																												
"SC"	2012	"Anderson"	"Craytonville"	3	844	82	375	457					393	70	474	7		426	427																																																	4		428	429																												
"SC"	2012	"Anderson"	"Denver-Sandy Springs"	3	1419	173	632	805					630	176	821	8		468	764																																																	3		696	703																												
"SC"	2012	"Anderson"	"Edgewood Station A"	3	1723	320	568	891					574	343	922	8		170	376	6		344	352																																													3		680	695																												
"SC"	2012	"Anderson"	"Edgewood Station B"	3	1788	224	748	972					772	235	1016	6		834	837																																																	3		814	822																												
"SC"	2012	"Anderson"	"Emergency 1"	3	0	100	164	264					161	105	266	7		195	200	9		2	2	6		0	0	10		0	0																																					4		199	205	3		1	1																								
"SC"	2012	"Anderson"	"Emergency 2"	3	0	5	5	10					5	5	10	8		1	2	9		2	2	7		1	1	11	0	0	0	6		0	0																																	3		3	3	4		1	1																								
"SC"	2012	"Anderson"	"Emergency 3"	3	0	1	1	2					1	1	2	8		1	1	11	1	0	1	10		0	0	9		0	0	6		0	0																																	3		1	1	4		0	0																								
"SC"	2012	"Anderson"	"Emergency 4"	3	0	2	0	2					0	2	2	8		0	2	9		0	0	6		0	0	11	0	0	0																																					3		1	1	4		0	0																								
"SC"	2012	"Anderson"	"Failsafe 1"	3	0	16	16	32					19	17	36	7		10	10	6		9	9	10		2	2	9		2	2																																					3		13	13	4		10	10																								
"SC"	2012	"Anderson"	"Failsafe 2"	3	0	43	46	89					44	48	94	8		10	32	9		17	17	11	4	0	8	6		7	7	7		6	6																																	3		45	46	4		15	15																								
"SC"	2012	"Anderson"	"Failsafe 3"	3	0	8	13	21					12	12	24	9		8	8	6		4	4	8		2	2	10		0	0	11	0	0	0																																	3		14	14	4		0	0																								
"SC"	2012	"Anderson"	"Failsafe 4"	3	0	39	23	62					21	40	62	9		18	18	8		4	15	6		7	7	11	0	1	1																																					4		22	22	3		18	18																								
"SC"	2012	"Anderson"	"Failsafe Prov"	3	0	64	171	235					183	62	249																																																																																				
"SC"	2012	"Anderson"	"Five Forks"	3	1321	208	658	867					658	224	894	6		728	733																																																	3		716	722																												
"SC"	2012	"Anderson"	"Flat Rock"	3	1267	219	502	723					501	225	740	11	176	418	656	7		35	35																																													4		550	556																												
"SC"	2012	"Anderson"	"Fork No.1"	3	1132	175	482	657					489	175	676	8		377	607																																																	3		544	547																												
"SC"	2012	"Anderson"	"Fork No.2"	3	1248	173	549	723					564	160	734	8		436	670																																																	3		612	620																												
"SC"	2012	"Anderson"	"Friendship"	3	951	139	435	574					464	129	601	7		512	512																																																	4		497	497																												
"SC"	2012	"Anderson"	"Gluck Mill"	3	365	88	64	153					69	90	159	11	85	53	154																																																	4		86	88																												
"SC"	2012	"Anderson"	"Green Pond Station A"	3	2247	280	956	1237					982	271	1270	8		626	1188																																																	3		1070	1080																												
"SC"	2012	"Anderson"	"Grove School"	3	515	60	265	325					267	54	328	11	64	228	320																																																	4		291	292																												
"SC"	2012	"Anderson"	"Hall"	3	1238	226	388	615					407	229	642	7		459	464																																																	4		460	465																												
"SC"	2012	"Anderson"	"Hammond Annex"	3	1635	173	614	789					605	198	819	9		676	679																																																	3		655	667																												
"SC"	2012	"Anderson"	"Hammond School"	3	3529	484	1307	1799					1327	517	1867	9		1486	1508																																																	3		1483	1507																												
"SC"	2012	"Anderson"	"High Point"	3	517	58	279	338					281	54	341	7		315	316																																																	4		309	313																												
"SC"	2012	"Anderson"	"Homeland Park"	3	2406	532	477	1012					512	540	1070	11	152	166	361	7		268	270	8		69	138																																									4		634	647																												
"SC"	2012	"Anderson"	"Honea Path"	3	1254	177	558	736					583	169	765	7		654	663																																																	4		652	661																												
"SC"	2012	"Anderson"	"Hopewell"	3	2703	272	1187	1463					1204	283	1508	6		1327	1336																																																	3		1291	1304																												
"SC"	2012	"Anderson"	"Hunt Meadows"	3	3153	301	1496	1800					1510	324	1859	10		1585	1609																																																	3		1582	1598																												
"SC"	2012	"Anderson"	"Iva"	3	1447	190	516	707					552	179	740	7		614	617																																																	4		621	624																												
"SC"	2012	"Anderson"	"Jackson Mill"	3	749	88	315	403					321	83	410	7		353	354																																																	4		352	353																												
"SC"	2012	"Anderson"	"La France"	3	820	148	315	465					327	147	488	6		292	297	8		45	81																																													3		355	365																												
"SC"	2012	"Anderson"	"Lakeside"	3	2262	517	600	1119					644	519	1171	8		452	964																																																	4		740	749																												
"SC"	2012	"Anderson"	"Melton"	3	558	93	255	348					250	108	363	6		295	297																																																	3		293	296																												
"SC"	2012	"Anderson"	"Mount Tabor"	3	2086	370	810	1182					805	389	1216	8		592	1052																																																	3		944	958																												
"SC"	2012	"Anderson"	"Mountain Creek"	3	1167	213	322	536					343	200	548	11	196	272	528																																																	4		387	391																												
"SC"	2012	"Anderson"	"Mt. Airy"	3	1935	206	1002	1209					1015	220	1256	10		1067	1083																																																	3		1078	1086																												
"SC"	2012	"Anderson"	"NealS Creek"	3	1684	205	380	585					372	209	596	7		454	455																																																	4		451	458																												
"SC"	2012	"Anderson"	"Pelzer"	3	660	81	253	335					261	80	343	9		290	291																																																	4		292	295																												
"SC"	2012	"Anderson"	"Pendleton"	3	2836	686	741	1432					721	721	1481	6		911	926	8		52	67																																													3		944	974																												
"SC"	2012	"Anderson"	"Piedmont"	3	754	80	325	406					324	85	415	10		339	345																																																	4		359	364																												
"SC"	2012	"Anderson"	"Piercetown"	3	1456	168	714	884					716	171	906	6		771	772																																																	3		765	771																												
"SC"	2012	"Anderson"	"Powdersville"	3	2441	327	1152	1484					1170	332	1524	10		1269	1283																																																	3		1251	1265																												
"SC"	2012	"Anderson"	"Provisional 1"	3	0	4	4	8					4	4	8	9		1	1	7		1	1	6		1	1	10		1	1																																					4		2	2	3		2	2																								
"SC"	2012	"Anderson"	"Provisional 2"	3	0	10	5	15					6	10	16	9		8	8	8		1	2	7		1	1	11	0	0	0	6		0	0																																	3		9	9	4		1	1																								
"SC"	2012	"Anderson"	"Provisional 3"	3	0	1	3	4					3	1	4	10		3	3	9		0	0	8		0	0	6		0	0	11	0	0	0																																	4		3	3	3		0	0																								
"SC"	2012	"Anderson"	"Provisional 4"	3	0	2	4	6					4	2	6	8		2	3	6		2	2	9		0	0	11	0	0	0																																					4		3	3	3		2	2																								
"SC"	2012	"Anderson"	"Rock Mill"	3	1005	134	435	572					449	131	591	8		292	541																																																	3		480	484																												
"SC"	2012	"Anderson"	"Rock Spring"	3	735	133	303	437					327	125	457	7		358	361																																																	4		358	361																												
"SC"	2012	"Anderson"	"ShirleyS Store"	3	715	83	330	413					333	102	440	7		360	360																																																	4		354	354																												
