state	year	county	county_code	town	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	ld	g2012_STH_tv	g2012_STH_dv	g2012_STH_rv	ld2	g2012_STH_tv2	g2012_STH_dv2	g2012_STH_rv2	ld3	g2012_STH_tv3	g2012_STH_dv3	g2012_STH_rv3	ld4	g2012_STH_tv4	g2012_STH_dv4	g2012_STH_rv4	ld5	g2012_STH_tv5	g2012_STH_dv5	g2012_STH_rv5	ld6	g2012_STH_tv6	g2012_STH_dv6	g2012_STH_rv6	ld7	g2012_STH_tv7	g2012_STH_dv7	g2012_STH_rv7	ld8	g2012_STH_tv8	g2012_STH_dv8	g2012_STH_rv8
"ME"	2012	"Androscoggin"	"AND"	"AUBURN"	7004	4049	11053	2	6503	4462	11332.0	1407	3177	11207.0	68	4681	2013	2668	70	3356	1671	1685	69	2869	1805	1064																				
"ME"	2012	"Androscoggin"	"AND"	"DURHAM"	1265	1000	2265	2	1137	1080	2308.0	149	766	2283.0	105	2217	862	1355																												
"ME"	2012	"Androscoggin"	"AND"	"GREENE"	1284	1017	2301	2	1113	1143	2324.0	252	768	2319.0	75	2240	827	1413																												
"ME"	2012	"Androscoggin"	"AND"	"LEEDS"	643	486	1129	2	609	522	1170.0	135	380	1153.0	81	1146	494	652																												
"ME"	2012	"Androscoggin"	"AND"	"LEWISTON"	10562	4877	15439	2	9624	5796	15880.0	2676	4017	15499.0	71	4449	790	0	74	4023	2582	1441	73	3447	2225	1222	72	2442	1524	918	70	1158	586	572												
"ME"	2012	"Androscoggin"	"AND"	"LISBON"	2674	1965	4639	2	2381	2228	4783.0	494	1545	4719.0	104	4644	893	3751	105	168	90	78																								
"ME"	2012	"Androscoggin"	"AND"	"LIVERMORE"	728	468	1196	2	661	518	1213.0	163	368	1198.0	81	1203	571	632																												
"ME"	2012	"Androscoggin"	"AND"	"LIVERMORE FALLS"	894	431	1325	2	845	467	1357.0	240	329	1332.0	81	1344	606	738																												
"ME"	2012	"Androscoggin"	"AND"	"MECHANIC FALLS"	833	610	1443	2	753	678	1482.0	180	484	1463.0	100	1408	691	717																												
"ME"	2012	"Androscoggin"	"AND"	"MINOT"	787	684	1471	2	704	771	1514.0	123	528	1502.0	96	1483	745	738																												
"ME"	2012	"Androscoggin"	"AND"	"POLAND"	1706	1248	2954	2	1585	1369	3041.0	326	1002	3009.0	103	1919	917	1002	101	924	468	456																								
"ME"	2012	"Androscoggin"	"AND"	"SABATTUS"	1421	1013	2434	2	1294	1160	2521.0	326	800	2490.0	75	2423	1005	1418																												
"ME"	2012	"Androscoggin"	"AND"	"TURNER"	1589	1405	2994	2	1429	1585	3100.0	287	1179	3047.0	96	3075	1453	1622																												
"ME"	2012	"Androscoggin"	"AND"	"WALES"	416	389	805	2	351	453	837.0	66	298	810.0	80	798	354	444																												
"ME"	2012	"Aroostook"	"ARO"	"ALLAGASH"	86	39	125	2	79	59	140.0	27	43	124.0	1	132	65	67																												
"ME"	2012	"Aroostook"	"ARO"	"AMITY"	49	46	95	2	35	56	97.0	10	53	96.0	8	94	31	63																												
"ME"	2012	"Aroostook"	"ARO"	"ASHLAND"	363	175	538	2	327	232	565.0	80	173	538.0	1	544	312	232																												
"ME"	2012	"Aroostook"	"ARO"	"BANCROFT"	11	19	30	2	11	20	31.0	2	14	30.0	9	30	13	17																												
"ME"	2012	"Aroostook"	"ARO"	"BLAINE"	142	205	347	2	99	258	365.0	35	183	340.0	6	349	122	227																												
"ME"	2012	"Aroostook"	"ARO"	"BRIDGEWATER"	146	132	278	2	111	175	290.0	32	116	280.0	6	278	111	167																												
"ME"	2012	"Aroostook"	"ARO"	"CARIBOU"	2146	1459	3605	2	1910	1665	3669.0	568	1331	3622.0	4	3652	973	1362																												
"ME"	2012	"Aroostook"	"ARO"	"CARY PLT"	46	57	103	2	39	68	109.0	7	57	102.0	8	106	23	83																												
"ME"	2012	"Aroostook"	"ARO"	"CASTLE HILL"	93	100	193	2	76	118	197.0	23	90	194.0	7	190	83	107																												
"ME"	2012	"Aroostook"	"ARO"	"CASWELL"	104	35	139	2	90	45	138.0	31	39	133.0	3	139	30	109																												
"ME"	2012	"Aroostook"	"ARO"	"CHAPMAN"	143	101	244	2	119	96	246.0	28	92	242.0	7	241	122	119																												
"ME"	2012	"Aroostook"	"ARO"	"CONNOR TWP"	117	65	182	2	111	70	186.0	30	54	183.0	3	184	80	104																												
"ME"	2012	"Aroostook"	"ARO"	"CRYSTAL"	63	74	137	2	51	86	142.0	6	65	141.0	9	138	49	89																												
"ME"	2012	"Aroostook"	"ARO"	"CYR PLT"	23	19	42	2	23	20	43.0	9	17	43.0	3	44	16	28																												
"ME"	2012	"Aroostook"	"ARO"	"DYER BROOK"	69	63	132	2	43	78	131.0	16	60	127.0	9	132	59	73																												
"ME"	2012	"Aroostook"	"ARO"	"E TWP"	12	20	32	2	9	25	34.0	3	14	32.0	7	33	17	16																												
"ME"	2012	"Aroostook"	"ARO"	"EAGLE LAKE"	293	127	420	2	253	152	416.0	88	93	404.0	1	421	173	248																												
"ME"	2012	"Aroostook"	"ARO"	"EASTON"	350	285	635	2	312	322	654.0	89	237	644.0	6	649	247	402																												
"ME"	2012	"Aroostook"	"ARO"	"FORT FAIRFIELD"	975	598	1573	2	821	698	1580.0	242	506	1576.0	6	1565	629	936																												
"ME"	2012	"Aroostook"	"ARO"	"FORT KENT"	1503	487	1990	2	1376	625	2053.0	384	461	1992.0	1	2027	893	1134																												
"ME"	2012	"Aroostook"	"ARO"	"FORT KENT TWPS "	2	0	2	2	1	1	2.0	1	1	2.0	1	2	1	1																												
"ME"	2012	"Aroostook"	"ARO"	"FRENCHVILLE"	442	137	579	2	406	164	585.0	119	138	573.0	2	586	295	291																												
"ME"	2012	"Aroostook"	"ARO"	"GARFIELD PLT"	27	22	49	2	24	27	51.0	6	18	48.0	1	49	18	31																												
"ME"	2012	"Aroostook"	"ARO"	"GLENWOOD PLT"	3	3	6	2	2	4	6.0	3	3	6.0	9	6	3	3																												
"ME"	2012	"Aroostook"	"ARO"	"GRAND ISLE"	185	44	229	2	174	52	233.0	87	40	229.0	3	220	123	97																												
"ME"	2012	"Aroostook"	"ARO"	"HAMLIN"	64	29	93	2	62	33	97.0	24	32	92.0	3	95	23	72																												
"ME"	2012	"Aroostook"	"ARO"	"HAMMOND"	24	24	48	2	24	25	49.0	5	17	44.0	7	46	23	23																												
"ME"	2012	"Aroostook"	"ARO"	"HAYNESVILLE"	31	27	58	2	22	35	58.0	6	29	56.0	9	57	29	28																												
"ME"	2012	"Aroostook"	"ARO"	"HERSEY"	14	18	32	2	9	23	32.0	1	17	32.0	9	34	6	28																												
"ME"	2012	"Aroostook"	"ARO"	"HODGDON"	265	276	541	2	181	377	567.0	47	279	543.0	8	548	129	419																												
"ME"	2012	"Aroostook"	"ARO"	"HOULTON"	1420	1024	2444	2	1133	1307	2511.0	294	962	2450.0	8	2465	777	1688																												
"ME"	2012	"Aroostook"	"ARO"	"ISLAND FALLS"	246	170	416	2	189	221	421.0	62	171	411.0	9	420	224	196																												
"ME"	2012	"Aroostook"	"ARO"	"LIMESTONE"	574	268	842	2	511	324	863.0	162	280	852.0	3	848	279	569																												
"ME"	2012	"Aroostook"	"ARO"	"LINNEUS"	204	215	419	2	151	282	442.0	44	216	426.0	9	419	191	228																												
"ME"	2012	"Aroostook"	"ARO"	"LITTLETON"	239	213	452	2	171	274	462.0	46	217	453.0	7	435	187	248																												
"ME"	2012	"Aroostook"	"ARO"	"LUDLOW"	118	103	221	2	100	126	229.0	35	93	223.0	9	216	90	126																												
"ME"	2012	"Aroostook"	"ARO"	"MACWAHOC PLT"	28	15	43	2	18	27	46.0	6	12	43.0	9	43	26	17																												
"ME"	2012	"Aroostook"	"ARO"	"MADAWASKA"	1667	377	2044	2	1540	511	2092.0	628	370	2026.0	2	2065	1431	634																												
"ME"	2012	"Aroostook"	"ARO"	"MADAWASKA LAKE TWP"	58	53	111	2	46	63	113.0	8	52	110.0	2	106	48	58																												
"ME"	2012	"Aroostook"	"ARO"	"MAPLETON"	556	490	1046	2	521	531	1069.0	82	442	1040.0	7	1052	455	597																												
"ME"	2012	"Aroostook"	"ARO"	"MARS HILL"	350	388	738	2	276	475	766.0	77	351	731.0	6	741	297	444																												
"ME"	2012	"Aroostook"	"ARO"	"MASARDIS"	85	40	125	2	80	60	145.0	13	24	122.0	7	126	89	37																												
"ME"	2012	"Aroostook"	"ARO"	"MERRILL"	69	52	121	2	62	64	128.0	20	42	120.0	9	119	49	70																												
"ME"	2012	"Aroostook"	"ARO"	"MONTICELLO"	210	166	376	2	158	218	382.0	58	184	376.0	7	360	188	172																												
"ME"	2012	"Aroostook"	"ARO"	"MORO PLT"	12	12	24	2	1	21	24.0	0	21	23.0	9	23	1	22																												
"ME"	2012	"Aroostook"	"ARO"	"MORO PLT TWPS "	1	1	2	2	0	2	2.0	2	0	2.0	7	2	0	2																												
"ME"	2012	"Aroostook"	"ARO"	"NASHVILLE PLT"	12	6	18	2	12	6	18.0	5	7	18.0	1	18	9	9																												
"ME"	2012	"Aroostook"	"ARO"	"NEW CANADA"	164	89	253	2	148	101	258.0	45	75	251.0	2	250	122	128																												
"ME"	2012	"Aroostook"	"ARO"	"NEW LIMERICK"	165	145	310	2	134	178	319.0	40	121	314.0	9	304	109	195																												
"ME"	2012	"Aroostook"	"ARO"	"NEW SWEDEN"	195	145	340	2	182	158	353.0	42	120	337.0	3	344	148	196																												
"ME"	2012	"Aroostook"	"ARO"	"OAKFIELD"	199	159	358	2	145	202	360.0	34	128	355.0	9	353	161	192																												
"ME"	2012	"Aroostook"	"ARO"	"ORIENT"	47	38	85	2	48	42	94.0	15	24	85.0	8	83	31	52																												
"ME"	2012	"Aroostook"	"ARO"	"OXBOW PLT"	16	27	43	2	11	34	45.0	5	24	45.0	7	42	17	25																												
"ME"	2012	"Aroostook"	"ARO"	"PERHAM"	81	108	189	2	88	114	204.0	29	84	192.0	2	179	69	110																												
"ME"	2012	"Aroostook"	"ARO"	"PORTAGE LAKE"	148	92	240	2	125	109	241.0	36	85	233.0	2	228	128	100																												
"ME"	2012	"Aroostook"	"ARO"	"PRESQUE ISLE"	2482	1698	4180	2	2231	1885	4231.0	584	1467	4181.0	5	3746	1928	1818	7	421	229	192																								
"ME"	2012	"Aroostook"	"ARO"	"REED PLT"	35	42	77	2	25	55	81.0	13	41	76.0	9	74	31	43																												
"ME"	2012	"Aroostook"	"ARO"	"SAINT AGATHA"	438	115	553	2	399	161	569.0	113	103	545.0	2	558	302	256																												
"ME"	2012	"Aroostook"	"ARO"	"SAINT FRANCIS"	170	64	234	2	172	76	250.0	65	51	235.0	1	251	143	108																												
"ME"	2012	"Aroostook"	"ARO"	"SAINT JOHN PLT"	93	42	135	2	80	56	143.0	33	38	141.0	1	138	63	75																												
"ME"	2012	"Aroostook"	"ARO"	"SHERMAN"	279	301	580	2	218	365	604.0	56	269	570.0	9	583	175	408																												
"ME"	2012	"Aroostook"	"ARO"	"SMYRNA"	75	50	125	2	55	67	127.0	20	52	123.0	9	125	54	71																												
"ME"	2012	"Aroostook"	"ARO"	"STOCKHOLM"	92	53	145	2	91	53	147.0	26	50	144.0	2	135	70	65																												
"ME"	2012	"Aroostook"	"ARO"	"T11 R4 WELS "	13	7	20	2	0	10	20.0	1	9	20.0	7	19	8	11																												
"ME"	2012	"Aroostook"	"ARO"	"T12 R13 "	2	2	4	2	2	2	4.0	0	1	4.0	1	4	2	2																												
"ME"	2012	"Aroostook"	"ARO"	"T15 R6 WELS "	4	2	6	2	2	3	5.0	0	2	6.0	2	6	3	3																												
"ME"	2012	"Aroostook"	"ARO"	"T15 R9 TWP "	1	0	1	2	1	0	1.0	0	0	1.0	1	1	0	1																												
"ME"	2012	"Aroostook"	"ARO"	"TD R2 WELS "	3	0	3	2	3	0	3.0	3	0	3.0	7	3	3	0																												
"ME"	2012	"Aroostook"	"ARO"	"VAN BUREN"	701	162	863	2	684	210	914.0	254	162	877.0	3	878	333	545																												
"ME"	2012	"Aroostook"	"ARO"	"VAN BUREN TWPS "	11	6	17	2	13	4	17.0	1	3	16.0	2	17	11	6																												
"ME"	2012	"Aroostook"	"ARO"	"WADE"	64	63	127	2	50	74	129.0	17	61	131.0	7	129	54	75																												
"ME"	2012	"Aroostook"	"ARO"	"WALLAGRASS"	221	50	271	2	204	77	284.0	44	56	273.0	1	282	134	148																												
"ME"	2012	"Aroostook"	"ARO"	"WASHBURN"	387	345	732	2	346	418	778.0	92	299	743.0	7	720	347	373																												
"ME"	2012	"Aroostook"	"ARO"	"WESTFIELD"	135	125	260	2	117	146	269.0	29	114	267.0	6	263	142	121																												
"ME"	2012	"Aroostook"	"ARO"	"WESTMANLAND"	23	19	42	2	21	21	43.0	6	12	38.0	2	37	16	21																												
"ME"	2012	"Aroostook"	"ARO"	"WESTON"	56	76	132	2	50	81	135.0	16	78	132.0	9	129	44	85																												
"ME"	2012	"Aroostook"	"ARO"	"WINTERVILLE PLT"	93	30	123	2	78	47	132.0	21	31	126.0	1	124	44	80																												
"ME"	2012	"Aroostook"	"ARO"	"WOODLAND"	332	268	600	2	285	326	621.0	72	271	598.0	3	599	295	304																												
"ME"	2012	"Cumberland"	"CUM"	"BALDWIN"	406	358	764	1	354	413	800.0	67	287	800.0	99	734	291	366																												
"ME"	2012	"Cumberland"	"CUM"	"BRIDGTON"	1607	1106	2713	1	1501	1199	2784.0	331	887	2759.0	98	2720	1406	1314																												
"ME"	2012	"Cumberland"	"CUM"	"BRUNSWICK"	8252	3201	11453	1	7900	3670	11899.0	1103	2399	11727.0	63	4665	3203	1462	66	4646	2121	1012	65	1888	1149	739																				
"ME"	2012	"Cumberland"	"CUM"	"CAPE ELIZABETH"	4228	1995	6223	1	4018	2261	6370.0	1006	1539	6314.0	121	5352	3022	2330	123	812	285	183																								
"ME"	2012	"Cumberland"	"CUM"	"CASCO"	1097	798	1895	1	993	899	1946.0	199	655	1933.0	101	1872	844	1028																												
"ME"	2012	"Cumberland"	"CUM"	"CHEBEAGUE ISLAND"	234	59	293	1	216	71	296.0	41	60	292.0	108	291	248	43																												
"ME"	2012	"Cumberland"	"CUM"	"CUMBERLAND"	2796	1990	4786	1	2619	2221	4917.0	321	1602	4881.0	108	4719	3085	1634																												
"ME"	2012	"Cumberland"	"CUM"	"FALMOUTH"	4413	2970	7383	1	4150	3319	7590.0	624	2314	7510.0	112	5854	3232	2622	113	1450	883	567																								
"ME"	2012	"Cumberland"	"CUM"	"FREEPORT"	3398	1604	5002	1	3266	1726	5099.0	504	1223	5061.0	106	4928	3260	1668																												
"ME"	2012	"Cumberland"	"CUM"	"FRYE ISLAND"	30	25	55	1	17	38	56.0	8	25	55.0	103	49	14	35																												
"ME"	2012	"Cumberland"	"CUM"	"GORHAM"	5409	3314	8723	1	5123	3742	9073.0	972	2771	8887.0	129	5713	3541	2172	130	3029	1809	1220																								
"ME"	2012	"Cumberland"	"CUM"	"GRAY"	2499	1903	4402	1	2260	2144	4530.0	415	1549	4465.0	109	3274	1396	1878	110	1116	515	601																								
"ME"	2012	"Cumberland"	"CUM"	"HARPSWELL"	2080	1208	3288	1	1940	1371	3376.0	254	933	3355.0	64	3301	2065	1236																												
"ME"	2012	"Cumberland"	"CUM"	"HARRISON"	789	590	1379	1	737	627	1422.0	147	473	1412.0	98	1372	826	546																												
"ME"	2012	"Cumberland"	"CUM"	"LONG ISLAND"	146	52	198	1	132	60	200.0	24	42	203.0	108	182	126	56																												
"ME"	2012	"Cumberland"	"CUM"	"NAPLES"	1169	879	2048	1	1057	983	2098.0	253	759	2084.0	101	2052	1165	887																												
"ME"	2012	"Cumberland"	"CUM"	"NEW GLOUCESTER"	1724	1409	3133	1	1565	1519	3164.0	277	1148	3159.0	105	3142	1265	1877																												
"ME"	2012	"Cumberland"	"CUM"	"NORTH YARMOUTH"	1505	900	2405	1	1418	1001	2464.0	151	711	2457.0	109	1654	1028	626	108	759	499	260																								
"ME"	2012	"Cumberland"	"CUM"	"PORTLAND"	28419	6703	35122	1	27739	7488	36345.0	7097	5557	35507.0	117	4928	3824	1104	114	4768	3635	1133	118	4570	2659	658	115	4270	2845	0	120	4256	2981	657	116	4048	785	0	113	3727	2612	1115	119	3501	1280	319
"ME"	2012	"Cumberland"	"CUM"	"POWNAL"	594	362	956	1	550	422	997.0	74	314	979.0	109	549	325	224	106	405	241	164																								
"ME"	2012	"Cumberland"	"CUM"	"RAYMOND"	1519	1102	2621	1	1426	1196	2687.0	223	867	2661.0	103	2606	1225	1381																												
"ME"	2012	"Cumberland"	"CUM"	"SCARBOROUGH"	6817	4628	11445	1	6351	5187	11765.0	1214	4321	11630.0	128	5948	2916	3032	127	5411	2691	2720																								
"ME"	2012	"Cumberland"	"CUM"	"SEBAGO"	565	415	980	1	516	472	1018.0	120	352	1006.0	99	934	301	415																												
"ME"	2012	"Cumberland"	"CUM"	"SOUTH PORTLAND"	10341	3639	13980	1	9958	4104	14383.0	2465	3073	14182.0	122	5197	3080	1002	123	4411	2431	1391	124	3964	2094	1870																				
"ME"	2012	"Cumberland"	"CUM"	"STANDISH"	2810	2163	4973	1	2554	2400	5067.0	561	1766	5021.0	102	4410	2298	1541	103	520	232	288																								
"ME"	2012	"Cumberland"	"CUM"	"WESTBROOK"	5893	2637	8530	1	5528	3053	8823.0	1352	2235	8696.0	125	4573	2907	1666	126	3844	2431	1413																								
"ME"	2012	"Cumberland"	"CUM"	"WINDHAM"	5205	3629	8834	1	4704	4107	9041.0	956	3088	8866.0	111	4816	2552	2264	110	3904	1833	2071																								
"ME"	2012	"Cumberland"	"CUM"	"YARMOUTH"	3575	1870	5445	1	3358	2128	5576.0	390	1386	5546.0	107	5357	3217	2140																												
"ME"	2012	"Franklin"	"FRA"	"AVON"	129	96	225	2	127	105	236.0	36	64	230.0	90	229	90	139																												
"ME"	2012	"Franklin"	"FRA"	"CARRABASSETT VALLEY"	280	174	454	2	295	153	465.0	31	110	461.0	88	414	181	233																												
"ME"	2012	"Franklin"	"FRA"	"CARTHAGE"	150	86	236	2	139	96	245.0	32	84	237.0	93	244	95	149																												
"ME"	2012	"Franklin"	"FRA"	"CHESTERVILLE"	391	247	638	2	399	246	662.0	77	193	649.0	87	634	358	276																												
"ME"	2012	"Franklin"	"FRA"	"COPLIN PLT"	47	31	78	2	42	40	83.0	11	26	84.0	88	76	28	48																												
"ME"	2012	"Franklin"	"FRA"	"DALLAS PLT"	136	80	216	2	127	97	227.0	20	61	223.0	91	207	104	103																												
"ME"	2012	"Franklin"	"FRA"	"EUSTIS"	203	153	356	2	189	166	373.0	53	122	363.0	91	342	137	205																												
"ME"	2012	"Franklin"	"FRA"	"EUSTIS FRA TWPS "	2	0	2	2	2	0	2.0	0	0	2.0	88	2	1	1																												
"ME"	2012	"Franklin"	"FRA"	"FARMINGTON"	2490	1268	3758	2	2441	1288	3897.0	526	968	3821.0	89	3764	1648	2116																												
"ME"	2012	"Franklin"	"FRA"	"FREEMAN TWP "	60	69	129	2	68	61	136.0	15	46	130.0	90	118	51	67																												
"ME"	2012	"Franklin"	"FRA"	"INDUSTRY"	271	171	442	2	238	196	451.0	53	149	446.0	89	445	199	246																												
"ME"	2012	"Franklin"	"FRA"	"JAY"	1726	797	2523	2	1615	868	2548.0	422	685	2524.0	87	2534	1626	908																												
"ME"	2012	"Franklin"	"FRA"	"KINGFIELD"	334	267	601	2	331	265	623.0	81	192	610.0	91	560	232	328																												
"ME"	2012	"Franklin"	"FRA"	"LANG TWP "	1	0	1	2	0	1	1.0	0	1	1.0	91	1	0	1																												
"ME"	2012	"Franklin"	"FRA"	"MADRID TWP "	47	43	90	2	52	40	92.0	5	26	89.0	92	81	36	45																												
"ME"	2012	"Franklin"	"FRA"	"NEW SHARON"	472	351	823	2	433	383	846.0	105	299	839.0	87	819	394	425																												
"ME"	2012	"Franklin"	"FRA"	"NEW VINEYARD"	215	171	386	2	191	199	400.0	49	141	391.0	90	382	127	255																												
"ME"	2012	"Franklin"	"FRA"	"PHILLIPS"	285	190	475	2	249	208	488.0	60	150	477.0	90	471	203	268																												
"ME"	2012	"Franklin"	"FRA"	"RANGELEY"	361	296	657	2	334	350	696.0	77	219	678.0	91	633	251	382																												
"ME"	2012	"Franklin"	"FRA"	"RANGELEY OXF TWPS "	5	4	9	2	7	2	9.0	2	2	9.0	91	8	6	2																												
"ME"	2012	"Franklin"	"FRA"	"RANGELEY PLT"	65	74	139	2	64	79	144.0	15	71	143.0	92	134	52	82																												
"ME"	2012	"Franklin"	"FRA"	"SANDY RIVER PLT"	43	43	86	2	52	33	86.0	15	34	86.0	92	81	40	41																												
"ME"	2012	"Franklin"	"FRA"	"STRONG"	345	343	688	2	337	347	702.0	65	254	689.0	90	682	190	492																												
"ME"	2012	"Franklin"	"FRA"	"TEMPLE"	209	99	308	2	216	94	316.0	52	72	311.0	90	308	140	168																												
"ME"	2012	"Franklin"	"FRA"	"WELD"	153	119	272	2	149	118	279.0	25	110	272.0	92	276	78	198																												
"ME"	2012	"Franklin"	"FRA"	"WELD TWPS "	7	3	10	2	5	5	10.0	0	5	10.0	90	10	3	7																												
"ME"	2012	"Franklin"	"FRA"	"WILTON"	1338	892	2230	2	1251	921	2241.0	266	730	2259.0	90	2239	583	1656																												
"ME"	2012	"Franklin"	"FRA"	"WILTON TWPS "	13	6	19	2	14	8	24.0	3	5	21.0	90	18	9	9																												
"ME"	2012	"Hancock"	"HAN"	"AMHERST"	73	72	145	2	69	70	146.0	16	65	147.0	30	142	45	97																												
"ME"	2012	"Hancock"	"HAN"	"AURORA"	23	37	60	2	18	40	62.0	9	32	60.0	30	59	12	47																												
"ME"	2012	"Hancock"	"HAN"	"AURORA TWPS "	2	0	2	2	0	2	2.0	0	2	2.0	11	2	0	2																												
"ME"	2012	"Hancock"	"HAN"	"BAR HARBOR"	2079	845	2924	2	2142	779	3014.0	520	611	2948.0	35	2946	1710	1236																												
"ME"	2012	"Hancock"	"HAN"	"BLUE HILL"	1103	642	1745	2	1125	588	1764.0	253	475	1753.0	37	1726	1037	689																												
"ME"	2012	"Hancock"	"HAN"	"BROOKLIN"	378	195	573	2	368	194	574.0	105	171	565.0	36	555	383	172																												
"ME"	2012	"Hancock"	"HAN"	"BROOKSVILLE"	434	206	640	2	418	210	651.0	108	169	638.0	37	643	410	233																												
"ME"	2012	"Hancock"	"HAN"	"BUCKSPORT"	1390	1000	2390	2	1358	1024	2444.0	273	820	2409.0	40	2400	1367	1033																												
"ME"	2012	"Hancock"	"HAN"	"CASTINE"	354	222	576	2	338	241	591.0	71	157	577.0	37	558	268	290																												
"ME"	2012	"Hancock"	"HAN"	"CRANBERRY ISLES"	110	40	150	2	102	41	151.0	21	37	148.0	35	144	93	51																												
"ME"	2012	"Hancock"	"HAN"	"DEDHAM"	562	456	1018	2	534	482	1039.0	118	394	1031.0	20	980	504	476																												
"ME"	2012	"Hancock"	"HAN"	"DEER ISLE"	691	397	1088	2	726	361	1106.0	161	289	1088.0	36	1092	788	304																												
"ME"	2012	"Hancock"	"HAN"	"EASTBROOK"	86	125	211	2	90	116	214.0	32	84	206.0	30	192	66	126																												
"ME"	2012	"Hancock"	"HAN"	"ELLSWORTH"	1988	1911	3899	2	1952	1846	3948.0	509	1467	3887.0	38	3897	2432	1465																												
"ME"	2012	"Hancock"	"HAN"	"FLETCHERS LANDING TWP (T8 SD) "	17	32	49	2	19	32	51.0	7	24	49.0	34	42	2	40																												
"ME"	2012	"Hancock"	"HAN"	"FRANKLIN"	328	388	716	2	354	360	733.0	81	300	715.0	30	670	286	384																												
"ME"	2012	"Hancock"	"HAN"	"FRANKLIN TWPS "	0	7	7	2	2	5	7.0	0	5	7.0	30	6	0	6																												
"ME"	2012	"Hancock"	"HAN"	"FRENCHBORO"	24	15	39	2	21	15	41.0	7	8	39.0	36	40	15	25																												
"ME"	2012	"Hancock"	"HAN"	"GOULDSBORO"	476	495	971	2	494	460	982.0	118	378	971.0	34	810	130	680																												
"ME"	2012	"Hancock"	"HAN"	"GREAT POND"	16	18	34	2	15	19	35.0	5	18	34.0	30	35	13	22																												
"ME"	2012	"Hancock"	"HAN"	"GREAT POND TWPS "	2	0	2	2	2	0	2.0	1	0	2.0	30	2	2	0																												
"ME"	2012	"Hancock"	"HAN"	"HANCOCK"	590	607	1197	2	596	595	1224.0	140	475	1196.0	34	1054	139	915																												
"ME"	2012	"Hancock"	"HAN"	"LAMOINE"	523	498	1021	2	527	506	1059.0	135	390	1031.0	34	841	133	708																												
"ME"	2012	"Hancock"	"HAN"	"MARIAVILLE"	123	142	265	2	123	142	281.0	29	108	268.0	30	255	87	168																												
"ME"	2012	"Hancock"	"HAN"	"MOUNT DESERT"	885	456	1341	2	911	442	1384.0	183	309	1351.0	35	739	398	341	36	602	354	248																								
"ME"	2012	"Hancock"	"HAN"	"ORLAND"	751	500	1251	2	717	513	1270.0	177	381	1258.0	41	1220	716	504																												
"ME"	2012	"Hancock"	"HAN"	"OSBORN"	13	27	40	2	9	31	40.0	3	26	39.0	30	39	3	36																												
"ME"	2012	"Hancock"	"HAN"	"OTIS"	160	234	394	2	144	259	404.0	34	181	397.0	38	393	210	183																												
"ME"	2012	"Hancock"	"HAN"	"PENOBSCOT"	484	263	747	2	467	280	770.0	130	233	755.0	37	753	334	419																												
"ME"	2012	"Hancock"	"HAN"	"SEDGWICK"	443	247	690	2	447	233	704.0	124	206	690.0	37	683	394	289																												
"ME"	2012	"Hancock"	"HAN"	"SORRENTO"	119	68	187	2	104	77	193.0	20	54	186.0	34	155	27	128																												
"ME"	2012	"Hancock"	"HAN"	"SOUTHWEST HARBOR"	630	388	1018	2	653	380	1057.0	118	293	1028.0	35	1005	571	434																												
"ME"	2012	"Hancock"	"HAN"	"STONINGTON"	399	192	591	2	407	184	609.0	110	137	593.0	36	587	452	135																												
"ME"	2012	"Hancock"	"HAN"	"SULLIVAN"	342	254	596	2	352	227	603.0	95	181	600.0	34	496	94	402																												
"ME"	2012	"Hancock"	"HAN"	"SURRY"	528	419	947	2	538	395	958.0	135	312	944.0	37	907	482	425																												
"ME"	2012	"Hancock"	"HAN"	"SWANS ISLAND"	96	124	220	2	94	124	228.0	28	109	222.0	36	213	70	143																												
"ME"	2012	"Hancock"	"HAN"	"T3 ND "	2	3	5	2	2	4	6.0	1	4	6.0	11	6	0	6																												
"ME"	2012	"Hancock"	"HAN"	"T7 SD "	1	4	5	2	0	4	5.0	0	2	5.0	30	5	1	4																												
"ME"	2012	"Hancock"	"HAN"	"TREMONT"	549	311	860	2	550	306	879.0	114	230	875.0	36	844	416	428																												
"ME"	2012	"Hancock"	"HAN"	"TRENTON"	424	352	776	2	436	340	797.0	97	246	776.0	38	759	456	303																												
"ME"	2012	"Hancock"	"HAN"	"VERONA ISLAND"	185	124	309	2	166	138	313.0	42	103	307.0	41	293	160	133																												
"ME"	2012	"Hancock"	"HAN"	"WALTHAM"	60	111	171	2	67	114	183.0	16	88	172.0	34	150	9	141																												
"ME"	2012	"Hancock"	"HAN"	"WINTER HARBOR"	130	134	264	2	112	145	275.0	31	124	264.0	34	225	32	193																												
"ME"	2012	"Kennebec"	"KEN"	"ALBION"	496	498	994	2	429	561	1025.0	129	407	1006.0	55	995	341	654																												
"ME"	2012	"Kennebec"	"KEN"	"AUGUSTA"	5695	2936	8631	1	5220	3351	8851.0	1233	2357	8768.0	56	3983	1877	2076	57	3633	1755	1878	58	1058	518	540																				
"ME"	2012	"Kennebec"	"KEN"	"BELGRADE"	1031	817	1848	2	952	890	1886.0	178	665	1874.0	83	1842	595	1247																												
