state	year	county	county_code	town	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	ld	g2012_STH_tv	g2012_STH_dv	g2012_STH_rv	ld2	g2012_STH_tv2	g2012_STH_dv2	g2012_STH_rv2	ld3	g2012_STH_tv3	g2012_STH_dv3	g2012_STH_rv3	ld4	g2012_STH_tv4	g2012_STH_dv4	g2012_STH_rv4	ld5	g2012_STH_tv5	g2012_STH_dv5	g2012_STH_rv5	ld6	g2012_STH_tv6	g2012_STH_dv6	g2012_STH_rv6	ld7	g2012_STH_tv7	g2012_STH_dv7	g2012_STH_rv7	ld8	g2012_STH_tv8	g2012_STH_dv8	g2012_STH_rv8
"ME"	2012	"Somerset"	"SOM"	"ST ALBANS"	492	545	1037	2	416	620	1056.0	121	488	1037.0	28	1028	308	720																												
"ME"	2012	"Somerset"	"SOM"	"STARKS"	185	120	305	2	171	133	318.0	39	99	306.0	87	306	221	85																												
"ME"	2012	"Somerset"	"SOM"	"THE FORKS PLT"	23	20	43	2	23	21	44.0	3	17	42.0	88	40	17	23																												
"ME"	2012	"Somerset"	"SOM"	"WEST FORKS PLT"	26	19	45	2	25	21	47.0	3	19	43.0	88	41	18	23																												
"ME"	2012	"Statewide"	"Statewide"	"STATE UOCAVA"	1993	793	2786		2071	858	3054.0	702	587	2911.0		2605	1625	851																												
"ME"	2012	"Waldo"	"WAL"	"BELFAST"	2349	1193	3542	2	2274	1240	3620.0	453	935	3543.0	43	3557	2361	1196																												
"ME"	2012	"Waldo"	"WAL"	"BELMONT"	288	199	487	2	261	214	491.0	58	151	478.0	43	489	272	217																												
"ME"	2012	"Waldo"	"WAL"	"BROOKS"	269	237	506	2	243	260	516.0	65	217	507.0	42	481	0	253																												
"ME"	2012	"Waldo"	"WAL"	"BURNHAM"	335	253	588	2	290	292	597.0	83	194	573.0	45	568	268	300																												
"ME"	2012	"Waldo"	"WAL"	"FRANKFORT"	285	225	510	2	242	270	532.0	68	225	520.0	41	498	197	301																												
"ME"	2012	"Waldo"	"WAL"	"FREEDOM"	236	148	384	2	215	163	398.0	67	119	399.0	45	395	244	151																												
"ME"	2012	"Waldo"	"WAL"	"ISLESBORO"	283	123	406	2	282	134	420.0	52	89	404.0	44	386	255	131																												
"ME"	2012	"Waldo"	"WAL"	"JACKSON"	148	125	273	2	127	137	282.0	35	93	276.0	42	268	0	120																												
"ME"	2012	"Waldo"	"WAL"	"KNOX"	208	177	385	2	158	226	395.0	38	171	380.0	45	379	172	207																												
"ME"	2012	"Waldo"	"WAL"	"LIBERTY"	273	198	471	2	259	219	492.0	44	178	476.0	44	475	265	210																												
"ME"	2012	"Waldo"	"WAL"	"LINCOLNVILLE"	904	501	1405	2	858	535	1434.0	146	389	1416.0	44	1387	735	652																												
"ME"	2012	"Waldo"	"WAL"	"MONROE"	291	177	468	2	265	192	485.0	74	163	477.0	42	444	0	175																												
"ME"	2012	"Waldo"	"WAL"	"MONTVILLE"	353	173	526	2	319	192	549.0	79	136	527.0	45	529	336	193																												
"ME"	2012	"Waldo"	"WAL"	"MORRILL"	224	250	474	2	217	271	501.0	32	212	482.0	44	485	119	366																												
"ME"	2012	"Waldo"	"WAL"	"NORTHPORT"	535	387	922	2	535	398	953.0	105	309	935.0	43	923	528	395																												
"ME"	2012	"Waldo"	"WAL"	"PALERMO"	409	373	782	2	352	429	806.0	70	303	780.0	45	771	286	485																												
"ME"	2012	"Waldo"	"WAL"	"PROSPECT"	205	137	342	2	193	150	356.0	47	110	346.0	41	337	173	164																												
"ME"	2012	"Waldo"	"WAL"	"SEARSMONT"	432	293	725	2	383	333	735.0	81	256	735.0	44	718	304	414																												
"ME"	2012	"Waldo"	"WAL"	"SEARSPORT"	810	581	1391	2	767	622	1432.0	205	501	1414.0	41	1399	575	824																												
"ME"	2012	"Waldo"	"WAL"	"STOCKTON SPRINGS"	544	393	937	2	491	424	948.0	109	315	933.0	41	918	456	462																												
"ME"	2012	"Waldo"	"WAL"	"SWANVILLE"	408	283	691	2	362	298	710.0	75	267	685.0	42	629	0	312																												
"ME"	2012	"Waldo"	"WAL"	"THORNDIKE"	233	138	371	2	214	154	383.0	55	109	369.0	45	370	214	156																												
"ME"	2012	"Waldo"	"WAL"	"TROY"	281	232	513	2	258	260	527.0	56	196	505.0	45	506	243	263																												
"ME"	2012	"Waldo"	"WAL"	"UNITY"	528	392	920	2	479	443	976.0	151	317	927.0	45	944	480	464																												
"ME"	2012	"Waldo"	"WAL"	"WALDO"	251	151	402	2	225	184	424.0	53	137	406.0	42	372	0	179																												
"ME"	2012	"Waldo"	"WAL"	"WINTERPORT"	1097	954	2051	2	1027	1018	2099.0	224	830	2044.0	42	1977	0	1020																												
"ME"	2012	"Washington"	"WAS"	"ADDISON"	225	355	580	2	273	299	588.0	64	252	576.0	33	570	226	344																												
"ME"	2012	"Washington"	"WAS"	"ALEXANDER"	95	179	274	2	131	153	289.0	36	114	278.0	30	263	149	114																												
"ME"	2012	"Washington"	"WAS"	"BAILEYVILLE"	283	341	624	2	354	230	624.0	117	195	606.0	31	606	237	369																												
"ME"	2012	"Washington"	"WAS"	"BARING PLT"	31	69	100	2	56	49	106.0	14	41	104.0	31	103	42	61																												
"ME"	2012	"Washington"	"WAS"	"BEALS"	102	163	265	2	134	137	277.0	43	97	257.0	33	267	141	126																												
"ME"	2012	"Washington"	"WAS"	"BEDDINGTON"	14	20	34	2	13	21	35.0	2	18	34.0	30	34	14	20																												
"ME"	2012	"Washington"	"WAS"	"BEDDINGTON TWPS "	1	3	4	2	1	3	4.0	0	2	4.0	30	4	0	4																												
"ME"	2012	"Washington"	"WAS"	"BROOKTON TWP"	36	69	105	2	25	84	111.0	9	65	103.0	11	111	25	86																												
"ME"	2012	"Washington"	"WAS"	"CALAIS"	491	975	1466	2	730	725	1489.0	195	556	1451.0	31	1447	472	975																												
"ME"	2012	"Washington"	"WAS"	"CENTERVILLE TWP "	5	15	20	2	6	14	20.0	1	9	18.0	30	16	5	11																												
"ME"	2012	"Washington"	"WAS"	"CHARLOTTE"	56	116	172	2	64	97	169.0	14	65	167.0	31	165	54	111																												
"ME"	2012	"Washington"	"WAS"	"CHERRYFIELD"	233	338	571	2	278	303	595.0	67	228	567.0	33	562	248	314																												
"ME"	2012	"Washington"	"WAS"	"COLUMBIA"	65	130	195	2	67	126	201.0	22	96	193.0	33	190	56	134																												
"ME"	2012	"Washington"	"WAS"	"COLUMBIA FALLS"	102	174	276	2	122	148	285.0	37	131	275.0	33	277	82	195																												
"ME"	2012	"Washington"	"WAS"	"COOPER"	46	68	114	2	53	55	113.0	11	49	110.0	30	107	58	49																												
"ME"	2012	"Washington"	"WAS"	"COOPER TWP "	2	14	16	2	4	12	16.0	2	9	16.0	30	16	6	10																												
"ME"	2012	"Washington"	"WAS"	"CRAWFORD"	16	46	62	2	23	40	63.0	6	30	62.0	30	59	21	38																												
"ME"	2012	"Washington"	"WAS"	"CUTLER"	87	187	274	2	116	163	284.0	29	130	266.0	32	272	102	170																												
"ME"	2012	"Washington"	"WAS"	"DANFORTH"	119	138	257	2	110	150	265.0	35	105	257.0	11	268	62	206																												
"ME"	2012	"Washington"	"WAS"	"DEBLOIS"	7	20	27	2	7	20	27.0	4	10	27.0	30	24	14	10																												
"ME"	2012	"Washington"	"WAS"	"DENNYSVILLE"	48	109	157	2	77	77	157.0	23	49	150.0	30	153	90	63																												
"ME"	2012	"Washington"	"WAS"	"EAST MACHIAS"	248	456	704	2	310	381	712.0	74	283	702.0	30	668	342	326																												
"ME"	2012	"Washington"	"WAS"	"EASTPORT"	386	458	844	2	488	296	840.0	140	234	810.0	32	784	527	257																												
"ME"	2012	"Washington"	"WAS"	"EDMUNDS TWP"	47	112	159	2	73	75	159.0	11	56	156.0	30	155	82	73																												
"ME"	2012	"Washington"	"WAS"	"GRAND LAKE STREAM PLT"	32	70	102	2	42	58	102.0	11	50	97.0	11	104	17	87																												
"ME"	2012	"Washington"	"WAS"	"HARRINGTON"	158	285	443	2	181	264	456.0	60	185	441.0	33	426	145	281																												
"ME"	2012	"Washington"	"WAS"	"INDIAN TOWNSHIP"	127	91	218	2	208	25	236.0	95	34	208.0	31	211	132	79																												
"ME"	2012	"Washington"	"WAS"	"JONESBORO"	93	197	290	2	140	146	292.0	38	103	283.0	30	274	165	109																												
"ME"	2012	"Washington"	"WAS"	"JONESPORT"	250	353	603	2	311	296	618.0	79	220	594.0	33	593	289	304																												
"ME"	2012	"Washington"	"WAS"	"LUBEC"	336	446	782	2	465	307	792.0	147	220	762.0	32	774	526	248																												
"ME"	2012	"Washington"	"WAS"	"MACHIAS"	352	502	854	2	449	396	875.0	123	285	850.0	32	849	483	366																												
"ME"	2012	"Washington"	"WAS"	"MACHIASPORT"	181	292	473	2	243	240	490.0	70	165	470.0	32	469	223	246																												
"ME"	2012	"Washington"	"WAS"	"MARSHFIELD"	71	217	288	2	119	163	291.0	19	133	278.0	30	273	118	155																												
"ME"	2012	"Washington"	"WAS"	"MEDDYBEMPS"	27	68	95	2	36	50	93.0	7	47	93.0	30	92	46	46																												
"ME"	2012	"Washington"	"WAS"	"MILBRIDGE"	256	350	606	2	320	283	619.0	78	221	594.0	33	580	251	329																												
"ME"	2012	"Washington"	"WAS"	"NORTHFIELD"	36	54	90	2	47	47	95.0	10	30	88.0	30	87	52	35																												
"ME"	2012	"Washington"	"WAS"	"PEMBROKE"	179	266	445	2	229	211	452.0	60	152	436.0	30	439	296	143																												
"ME"	2012	"Washington"	"WAS"	"PERRY"	158	291	449	2	219	217	449.0	66	163	438.0	31	430	168	262																												
"ME"	2012	"Washington"	"WAS"	"PLEASANT PT VOTING DIS"	110	121	231	2	204	29	238.0	97	35	211.0	31	216	103	113																												
"ME"	2012	"Washington"	"WAS"	"PRINCETON"	176	288	464	2	196	251	466.0	67	195	460.0	11	473	92	381																												
"ME"	2012	"Washington"	"WAS"	"ROBBINSTON"	102	187	289	2	143	142	296.0	46	118	284.0	31	280	103	177																												
"ME"	2012	"Washington"	"WAS"	"ROQUE BLUFFS"	74	77	151	2	92	60	154.0	18	38	147.0	32	147	92	55																												
"ME"	2012	"Washington"	"WAS"	"STEUBEN"	231	291	522	2	257	269	546.0	81	186	522.0	33	500	229	271																												
"ME"	2012	"Washington"	"WAS"	"T10 SD "	3	9	12	2	5	7	12.0	0	8	12.0	30	12	6	6																												
"ME"	2012	"Washington"	"WAS"	"TALMADGE"	8	25	33	2	13	19	33.0	3	18	32.0	11	33	2	31																												
"ME"	2012	"Washington"	"WAS"	"TOPSFIELD"	30	82	112	2	38	73	114.0	14	60	111.0	11	114	21	93																												
"ME"	2012	"Washington"	"WAS"	"VANCEBORO"	44	58	102	2	51	52	105.0	21	22	101.0	11	106	20	86																												
"ME"	2012	"Washington"	"WAS"	"WAITE"	23	34	57	2	22	33	58.0	3	26	55.0	11	58	10	48																												
"ME"	2012	"Washington"	"WAS"	"WESLEY"	24	46	70	2	29	42	72.0	6	31	71.0	30	66	32	34																												
"ME"	2012	"Washington"	"WAS"	"WESLEY TWPS "	2	3	5	2	3	2	5.0	0	1	5.0	11	5	0	5																												
"ME"	2012	"Washington"	"WAS"	"WHITING"	147	186	333	2	178	154	338.0	55	125	331.0	32	331	163	168																												
"ME"	2012	"Washington"	"WAS"	"WHITNEYVILLE"	36	72	108	2	48	56	110.0	19	44	106.0	30	103	61	42																												
"ME"	2012	"York"	"YOR"	"ACTON"	660	630	1290	1	688	625	1346.0	172	423	1316.0	144	1279	502	777																												
"ME"	2012	"York"	"YOR"	"ALFRED"	914	796	1710	1	964	739	1742.0	245	515	1717.0	138	1648	0	927																												
"ME"	2012	"York"	"YOR"	"ARUNDEL"	1366	833	2199	1	1229	960	2251.0	302	697	2224.0	140	2167	775	1392																												
"ME"	2012	"York"	"YOR"	"BERWICK"	1767	1689	3456	1	1733	1812	3642.0	559	1220	3516.0	145	3508	1800	1708																												
"ME"	2012	"York"	"YOR"	"BIDDEFORD"	6801	2754	9555	1	6618	3047	9902.0	1878	2343	9650.0	135	4056	2585	1471	137	2701	1673	1028	136	2621	1864	757																				
"ME"	2012	"York"	"YOR"	"BUXTON"	2406	1720	4126	1	2212	1909	4239.0	406	1498	4204.0	131	2573	1286	1287	130	1525	797	728																								
"ME"	2012	"York"	"YOR"	"CORNISH"	439	294	733	1	415	324	760.0	89	215	740.0	99	712	406	259																												
"ME"	2012	"York"	"YOR"	"DAYTON"	658	454	1112	1	590	503	1134.0	133	381	1128.0	140	1074	393	681																												
"ME"	2012	"York"	"YOR"	"ELIOT"	2334	1431	3765	1	2210	1644	3931.0	642	1062	3824.0	148	3819	2189	1630																												
"ME"	2012	"York"	"YOR"	"HOLLIS"	1426	907	2333	1	1249	1054	2401.0	249	821	2362.0	131	2318	803	1515																												
"ME"	2012	"York"	"YOR"	"KENNEBUNK"	4110	2574	6684	1	3927	2784	6842.0	778	1964	6758.0	141	5531	2665	2866	140	1039	596	443																								
"ME"	2012	"York"	"YOR"	"KENNEBUNKPORT"	1410	969	2379	1	1323	1073	2430.0	253	789	2403.0	137	2397	876	1521																												
"ME"	2012	"York"	"YOR"	"KITTERY"	3544	1563	5107	1	3443	1814	5377.0	949	1183	5187.0	151	4305	2253	2052	149	817	422	395																								
"ME"	2012	"York"	"YOR"	"LEBANON"	1350	1479	2829	1	1286	1522	2924.0	419	1011	2879.0	144	1650	843	807	145	1155	607	548																								
"ME"	2012	"York"	"YOR"	"LIMERICK"	812	584	1396	1	737	646	1440.0	178	473	1425.0	138	1342	0	559																												
"ME"	2012	"York"	"YOR"	"LIMINGTON"	940	841	1781	1	908	877	1851.0	182	686	1828.0	99	1739	474	1096																												
"ME"	2012	"York"	"YOR"	"LYMAN"	1253	1042	2295	1	1270	1006	2356.0	282	786	2326.0	139	1478	862	616	140	781	338	443																								
"ME"	2012	"York"	"YOR"	"NEWFIELD"	380	375	755	1	406	366	797.0	75	253	769.0	138	745	0	270																												
"ME"	2012	"York"	"YOR"	"NORTH BERWICK"	1470	1211	2681	1	1395	1288	2767.0	363	871	2724.0	146	2685	1637	868																												
"ME"	2012	"York"	"YOR"	"OGUNQUIT"	597	287	884	1	549	347	912.0	186	240	896.0	149	882	523	359																												
"ME"	2012	"York"	"YOR"	"OLD ORCHARD BEACH"	3503	1536	5039	1	3247	1804	5156.0	846	1387	5105.0	132	4877	2287	2590																												
"ME"	2012	"York"	"YOR"	"PARSONSFIELD"	506	328	834	1	471	380	871.0	118	237	849.0	97	826	495	331																												
"ME"	2012	"York"	"YOR"	"SACO"	6560	3111	9671	1	6179	3569	9947.0	1452	2757	9820.0	134	5139	3104	2035	133	4427	2692	1735																								
"ME"	2012	"York"	"YOR"	"SANFORD"	4712	4617	9329	1	5588	3701	9575.0	1528	2520	9386.0	142	4357	982	0	143	3165	1724	1441	144	1786	1022	764																				
"ME"	2012	"York"	"YOR"	"SHAPLEIGH"	678	726	1404	1	720	693	1453.0	171	463	1434.0	138	1357	0	505																												
"ME"	2012	"York"	"YOR"	"SOUTH BERWICK"	2383	1491	3874	1	2276	1626	4006.0	657	1071	3908.0	146	2452	1196	900	148	1439	975	464																								
"ME"	2012	"York"	"YOR"	"WATERBORO"	1835	1607	3442	1	1848	1581	3530.0	394	1083	3456.0	139	3464	1513	1951																												
"ME"	2012	"York"	"YOR"	"WELLS"	3422	2287	5709	1	3182	2612	5906.0	869	1778	5790.0	147	4846	1587	3259	149	821	451	370																								
"ME"	2012	"York"	"YOR"	"YORK"	5245	3032	8277	1	4888	3594	8569.0	1384	2501	8384.0	150	5091	2437	2654	149	3128	1675	1453																								
