state	year	county	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_REG_cv	g2012_REG_ev	g2012_REG_tv	g2012_BALL_tv
"ID"	2012	"Nez Perce"	"Lewiston 22"	1	209	359	584	233	303	568	981	81	1062	597
"ID"	2012	"Nez Perce"	"Rimrock 23"	1	15	69	84	21	60	84	96	11	107	87
"ID"	2012	"Nez Perce"	"Foothills 24"	1	102	283	392	125	250	385	723	62	785	399
"ID"	2012	"Nez Perce"	"Tammany 25"	1	78	307	392	115	254	381	660	38	698	397
"ID"	2012	"Nez Perce"	"Lapwai 26"	1	501	144	655	496	144	662	1062	128	1190	673
"ID"	2012	"Nez Perce"	"Leland 27"	1	31	125	161	48	113	167	236	10	246	168
"ID"	2012	"Nez Perce"	"Lenore 28"	1	56	157	220	69	131	215	373	26	399	225
"ID"	2012	"Nez Perce"	"Peck 29"	1	71	98	176	69	102	173	242	18	260	178
"ID"	2012	"Nez Perce"	"Gifford 30"	1	29	98	130	36	86	128	166	16	182	134
"ID"	2012	"Nez Perce"	"Culdesac 31"	1	106	143	259	109	129	254	450	28	478	269
"ID"	2012	"Nez Perce"	"Webb 32"	1	50	88	141	60	70	135	204	19	223	142
"ID"	2012	"Nez Perce"	"Absentee"	1	1828	2397	4305	2069	2065	4243				4391
"ID"	2012	"Oneida"	"Malad 1"	2	61	546	620	90	506	596	721	94	815	631
"ID"	2012	"Oneida"	"Malad 2"	2	56	401	463	76	365	441	583	62	645	476
"ID"	2012	"Oneida"	"Malad 3"	2	68	433	511	84	420	504	598	54	652	526
"ID"	2012	"Oneida"	"Malad 4"	2	26	339	367	49	307	356	413	29	442	372
"ID"	2012	"Oneida"	"Curlew 5"	2	3	66	72	6	67	73	110	5	115	104
"ID"	2012	"Oneida"	"Holbrook 6"	2	3	53	56	4	55	59	74	3	77	73
"ID"	2012	"Owyhee"	"01 N. Homedale"	1	151	330	494	121	285	442	762	105	867	514
"ID"	2012	"Owyhee"	"02 S. Homedale"	1	144	483	647	122	431	591	923	130	1053	674
"ID"	2012	"Owyhee"	"03 N. Marsing"	1	102	303	421	86	260	368	630	89	719	444
"ID"	2012	"Owyhee"	"04 S. Marsing"	1	108	341	460	95	291	411	687	91	778	476
"ID"	2012	"Owyhee"	"05 Pleasant Valley"	1	0	56	56	0	53	53	71	0	71	57
"ID"	2012	"Owyhee"	"06 Wilson"	1	51	248	304	39	234	281	462	45	507	234
"ID"	2012	"Owyhee"	"07 Murphy"	1	20	147	171	17	130	154	243	14	257	173
"ID"	2012	"Owyhee"	"08 Oreana"	1	13	76	92	9	74	85	142	4	146	95
"ID"	2012	"Owyhee"	"09 Grand View"	1	58	251	323	46	236	300	481	34	515	342
"ID"	2012	"Owyhee"	"10 Bruneau"	1	54	152	210	49	139	197	331	17	348	222
"ID"	2012	"Owyhee"	"11 Riddle"	1	46	20	67	42	19	62	89	0	89	68
"ID"	2012	"Owyhee"	"12 Three Creek"	1	6	15	22	3	14	21	32	0	32	24
"ID"	2012	"Owyhee"	"Absentee"	1	80	372	457	82	345	449				453
"ID"	2012	"Payette"	"1"	1	192	331	554	155	299	515	900	192	1092	559
"ID"	2012	"Payette"	"2"	1	261	735	1029	275	670	1015	1883	230	2113	1044
"ID"	2012	"Payette"	"3"	1	178	308	499	151	290	487	864	154	1018	509
"ID"	2012	"Payette"	"4"	1	86	214	312	76	201	301	523	103	626	315
"ID"	2012	"Payette"	"5"	1	282	724	1033	258	689	1019	1525	287	1812	1077
"ID"	2012	"Payette"	"6"	1	192	526	732	193	470	719	1247	188	1435	751
"ID"	2012	"Payette"	"7"	1	42	155	199	38	145	197	195	43	238	187
"ID"	2012	"Payette"	"8"	1	239	711	981	224	655	963	1567	234	1801	996
"ID"	2012	"Payette"	"9"	1	163	601	779	157	574	774	1123	158	1281	797
"ID"	2012	"Payette"	"10"	1	24	108	140	31	101	137	224	38	262	139
"ID"	2012	"Payette"	"11 - Absentee"	1	612	1591	2237	592	1493	2195				2264
"ID"	2012	"Power"	"1"	2	197	300	507	174	322	496	677	89	766	514
"ID"	2012	"Power"	"2"	2	251	369	630	219	397	616	849	98	947	633
"ID"	2012	"Power"	"3"	2	244	455	714	230	466	696	955	136	1091	718
"ID"	2012	"Power"	"4"	2	27	216	249	59	187	246	325	30	355	254
"ID"	2012	"Power"	"5"	2	3	74	79	2	78	80	126	4	130	81
"ID"	2012	"Power"	"6"	2	105	179	288	115	173	288	355	51	406	296
"ID"	2012	"Power"	"Absentee"	2	155	277	436	147	295	442				458
"ID"	2012	"Shoshone"	"01-Murray"	1	43	53	97	34	60	100	162	5	167	102
"ID"	2012	"Shoshone"	"02-Mullan"	1	169	128	311	170	108	308	474	26	500	339
"ID"	2012	"Shoshone"	"03-Wallace"	1	240	206	461	222	189	453	718	67	785	477
"ID"	2012	"Shoshone"	"04-Silverton"	1	109	122	236	93	111	223	337	34	371	250
"ID"	2012	"Shoshone"	"05-Osburn"	1	317	360	708	289	341	690	1001	79	1080	747
"ID"	2012	"Shoshone"	"06-Kellogg"	1	377	450	865	390	387	829	1407	163	1570	917
"ID"	2012	"Shoshone"	"07-Wardner"	1	34	28	66	42	24	68	89	6	95	71
"ID"	2012	"Shoshone"	"08-Smelterville"	1	113	121	239	93	130	250	360	58	418	259
"ID"	2012	"Shoshone"	"09-Pinehurst"	1	288	448	752	279	384	721	1137	139	1276	792
"ID"	2012	"Shoshone"	"10-Kingston"	1	208	315	543	214	256	529	792	63	855	562
"ID"	2012	"Shoshone"	"11-Calder"	1	19	67	88	20	65	90	98	4	102	94
"ID"	2012	"Shoshone"	"12-Clarkia"	1	14	20	36	13	19	35	48	3	51	36
"ID"	2012	"Shoshone"	"13-Avery"	1	13	20	35	12	20	34	41	2	43	35
"ID"	2012	"Shoshone"	"Absentee"	1	333	361	711	306	347	696				747
"ID"	2012	"Teton"	"1"	2	134	284	436	146	283	429	922	130	1052	449
"ID"	2012	"Teton"	"2"	2	104	174	286	107	174	281	766	91	857	290
"ID"	2012	"Teton"	"3"	2	80	92	173	81	89	170	527	62	589	173
"ID"	2012	"Teton"	"4"	2	147	171	332	150	182	332	786	188	974	338
"ID"	2012	"Teton"	"5"	2	114	145	270	128	132	260	745	107	852	274
"ID"	2012	"Teton"	"6"	2	172	206	398	175	212	387	886	116	1002	403
"ID"	2012	"Teton"	"7"	2	189	182	384	183	191	374	930	101	1031	390
"ID"	2012	"Teton"	"Absentee"	2	986	1204	2244	989	1210	2199				2274
"ID"	2012	"Twin Falls"	"Buhl 1"	2	110	327	448	126	323	449	652	88	740	458
"ID"	2012	"Twin Falls"	"Buhl 2"	2	131	461	613	148	453	601	797	123	920	625
"ID"	2012	"Twin Falls"	"Buhl 3"	2	145	295	461	149	308	457	622	108	730	477
"ID"	2012	"Twin Falls"	"Buhl 4"	2	126	257	397	133	270	404	608	102	710	418
"ID"	2012	"Twin Falls"	"Buhl 5"	2	150	295	465	151	307	458	633	109	742	480
"ID"	2012	"Twin Falls"	"Castleford"	2	76	314	403	90	301	392	575	78	653	410
"ID"	2012	"Twin Falls"	"Deep Creek"	2	90	235	334	81	249	330	433	60	493	342
"ID"	2012	"Twin Falls"	"Filer 1"	2	122	425	568	136	436	572	864	140	1004	586
"ID"	2012	"Twin Falls"	"Filer 2"	2	106	356	481	117	356	473	713	124	837	493
"ID"	2012	"Twin Falls"	"Filer 3"	2	113	437	570	118	428	546	814	134	948	577
"ID"	2012	"Twin Falls"	"Hansen"	2	126	448	603	140	446	586	886	129	1015	621
"ID"	2012	"Twin Falls"	"Hollister"	2	60	312	382	81	304	385	584	60	644	392
"ID"	2012	"Twin Falls"	"Kimberly 1"	2	109	401	528	119	412	531	718	153	871	546
"ID"	2012	"Twin Falls"	"Kimberly 2"	2	91	463	559	103	444	547	809	106	915	570
"ID"	2012	"Twin Falls"	"Kimberly 3"	2	77	460	545	93	451	544	821	130	951	558
"ID"	2012	"Twin Falls"	"Kimberly 4"	2	101	394	506	112	395	507	777	100	877	523
"ID"	2012	"Twin Falls"	"Maroa"	2	38	193	234	41	193	234	324	48	372	239
"ID"	2012	"Twin Falls"	"Murtaugh"	2	36	202	244	50	193	243	342	35	377	252
"ID"	2012	"Twin Falls"	"Twin Falls 1"	2	211	312	557	215	342	557	904	241	1145	580
"ID"	2012	"Twin Falls"	"Twin Falls 2"	2	190	272	491	203	280	483	853	213	1066	497
"ID"	2012	"Twin Falls"	"Twin Falls 3"	2	259	307	596	246	342	588	873	194	1067	619
"ID"	2012	"Twin Falls"	"Twin Falls 4"	2	188	373	590	183	399	582	895	222	1117	602
"ID"	2012	"Twin Falls"	"Twin Falls 5"	2	144	343	504	156	347	503	838	144	982	524
"ID"	2012	"Twin Falls"	"Twin Falls 6"	2	90	322	420	90	325	415	779	110	889	431
"ID"	2012	"Twin Falls"	"Twin Falls 7"	2	152	276	451	145	303	448	853	156	1009	461
"ID"	2012	"Twin Falls"	"Twin Falls 8"	2	107	337	466	126	341	467	744	190	934	485
"ID"	2012	"Twin Falls"	"Twin Falls 9"	2	216	400	644	235	410	645	1087	213	1300	662
"ID"	2012	"Twin Falls"	"Twin Falls 10"	2	114	261	396	133	262	395	713	151	864	407
"ID"	2012	"Twin Falls"	"Twin Falls 11"	2	164	357	535	174	347	521	851	200	1051	547
"ID"	2012	"Twin Falls"	"Twin Falls 12"	2	130	336	481	129	327	456	880	169	1049	488
"ID"	2012	"Twin Falls"	"Twin Falls 13"	2	169	428	616	173	429	602	859	257	1116	627
"ID"	2012	"Twin Falls"	"Twin Falls 14"	2	175	371	566	171	387	558	878	233	1111	580
"ID"	2012	"Twin Falls"	"Twin Falls 15"	2	88	219	321	98	221	319	569	109	678	332
"ID"	2012	"Twin Falls"	"Twin Falls 16"	2	160	261	437	172	265	437	713	168	881	447
"ID"	2012	"Twin Falls"	"Twin Falls 17"	2	125	261	404	140	254	394	828	200	1028	410
"ID"	2012	"Twin Falls"	"Twin Falls 18"	2	169	381	569	169	394	563	827	229	1056	582
"ID"	2012	"Twin Falls"	"Twin Falls 19"	2	114	352	480	122	336	458	720	164	884	484
"ID"	2012	"Twin Falls"	"Twin Falls 20"	2	153	468	637	164	437	603	924	300	1224	643
"ID"	2012	"Twin Falls"	"Twin Falls 21"	2	124	227	357	113	233	346	728	165	893	366
"ID"	2012	"Twin Falls"	"Twin Falls 22"	2	96	240	348	103	231	334	791	125	916	353
"ID"	2012	"Twin Falls"	"Twin Falls 23"	2	84	362	452	94	343	437	829	105	934	458
"ID"	2012	"Twin Falls"	"Twin Falls 24"	2	101	329	438	97	340	437	798	90	888	445
"ID"	2012	"Twin Falls"	"Twin Falls 25"	2	89	323	424	88	330	418	765	87	852	425
"ID"	2012	"Twin Falls"	"Twin Falls 26"	2	130	358	499	134	365	499	885	124	1009	510
"ID"	2012	"Twin Falls"	"Absentee 23"	2	90	307	400	95	302	397				408
"ID"	2012	"Twin Falls"	"Absentee 24"	2	1450	3241	4773	1445	3232	4677				4856
"ID"	2012	"Twin Falls"	"Absentee 25"	2	452	1474	1949	463	1454	1917				1970
"ID"	2012	"Valley"	"Alpha"	1	49	138	199	41	146	196	397	5	402	203
"ID"	2012	"Valley"	"Cascade"	1	114	174	300	97	172	291	624	21	645	310
"ID"	2012	"Valley"	"Donnelly"	1	28	20	51	19	19	47	81	2	83	51
"ID"	2012	"Valley"	"McCall"	1	545	398	982	478	420	947	1737	97	1834	995
"ID"	2012	"Valley"	"Payette"	1	216	235	468	200	228	450	890	31	921	471
"ID"	2012	"Valley"	"Roseberry"	1	362	536	933	351	515	908	1760	77	1837	947
"ID"	2012	"Valley"	"West Mountain"	1	86	208	304	71	202	297	612	22	634	314
"ID"	2012	"Valley"	"Yellow Pine"	1	10	33	47	9	33	45	60	1	61	48
"ID"	2012	"Valley"	"Absentee"	1	685	922	1635	632	915	1598				1671
"ID"	2012	"Washington"	"01 Eaton Hale"	1	94	373	475	98	302	419	554	58	612	485
"ID"	2012	"Washington"	"02 West Weiser"	1	112	248	368	113	202	330	443	70	513	381
"ID"	2012	"Washington"	"03 South Weiser"	1	100	171	278	86	139	245	340	75	415	293
"ID"	2012	"Washington"	"04 Weiser"	1	158	288	457	144	259	424	544	70	614	466
"ID"	2012	"Washington"	"05 Middle Weiser"	1	114	200	320	110	175	301	411	58	469	342
"ID"	2012	"Washington"	"06 East Weiser"	1	74	227	314	61	208	285	362	37	399	323
"ID"	2012	"Washington"	"07 Midvale"	1	50	369	421	64	318	398	477	29	506	431
"ID"	2012	"Washington"	"08 Cambridge"	1	109	384	511	111	330	460	552	82	634	521
"ID"	2012	"Washington"	"09 Pioneer"	1	156	254	421	133	215	383	533	70	603	435
"ID"	2012	"Washington"	"10 Sunnyside"	1	75	347	427	83	290	385	473	48	521	429
"ID"	2012	"Washington"	"11 Mineral"	1	62	267	338	59	238	311	382	39	421	345
