state	year	county	county_code	ed	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"MD"	2012	"Allegany"	1	1	0	6	66	351	423	63	258	399	114	260	399
"MD"	2012	"Allegany"	1	2	0	6	117	318	439	108	242	419	152	251	427
"MD"	2012	"Allegany"	1	3	0	6	86	314	406	78	242	378	114	248	380
"MD"	2012	"Allegany"	1	4	2	6	171	161	349	154	117	326	193	125	332
"MD"	2012	"Allegany"	1	4	3	6	247	279	560	231	205	531	267	248	545
"MD"	2012	"Allegany"	1	4	4	6	260	428	710	270	305	668	344	328	694
"MD"	2012	"Allegany"	1	4	5	6	166	220	397	148	161	379	179	180	379
"MD"	2012	"Allegany"	1	4	8	6	267	371	668	263	276	633	313	296	640
"MD"	2012	"Allegany"	1	5	4	6	236	303	565	224	208	539	270	252	549
"MD"	2012	"Allegany"	1	5	6	6	101	202	310	99	150	288	126	159	295
"MD"	2012	"Allegany"	1	6	1	6	284	329	633	279	253	618	318	293	625
"MD"	2012	"Allegany"	1	6	3	6	164	157	334	151	117	325	171	135	322
"MD"	2012	"Allegany"	1	6	5	6	248	307	572	223	252	549	266	269	551
"MD"	2012	"Allegany"	1	6	6	6	247	492	757	245	380	734	327	392	742
"MD"	2012	"Allegany"	1	7	1	6	269	599	892	284	443	852	357	480	862
"MD"	2012	"Allegany"	1	7	2	6	245	722	1005	255	573	959	364	573	974
"MD"	2012	"Allegany"	1	8	0	6	294	956	1279	284	692	1207	392	791	1228
"MD"	2012	"Allegany"	1	9	0	6	90	428	527	106	314	496	154	337	511
"MD"	2012	"Allegany"	1	10	0	6	150	621	797	132	508	754	207	523	763
"MD"	2012	"Allegany"	1	11	0	6	247	285	543	217	234	517	264	250	533
"MD"	2012	"Allegany"	1	12	0	6	464	700	1206	412	562	1152	554	584	1176
"MD"	2012	"Allegany"	1	13	0	6	239	613	875	250	457	836	374	450	857
"MD"	2012	"Allegany"	1	14	0	6	144	123	277	127	85	257	146	107	263
"MD"	2012	"Allegany"	1	16	0	6	212	629	866	200	473	825	308	497	837
"MD"	2012	"Allegany"	1	18	0	6	152	679	844	135	515	798	235	553	814
"MD"	2012	"Allegany"	1	20	0	6	151	623	788	167	450	751	269	461	758
"MD"	2012	"Allegany"	1	21	0	6	125	346	488	120	291	470	156	298	475
"MD"	2012	"Allegany"	1	22	0	6	333	500	861	314	360	815	402	387	825
"MD"	2012	"Allegany"	1	23	0	6	364	551	946	332	429	913	417	469	926
"MD"	2012	"Allegany"	1	24	0	6	215	524	757	186	415	716	287	418	730
"MD"	2012	"Allegany"	1	26	0	6	394	556	986	370	466	950	462	460	959
"MD"	2012	"Allegany"	1	29	1	6	291	764	1072	302	565	1020	404	596	1030
"MD"	2012	"Allegany"	1	29	2	6	320	649	991	289	493	935	360	552	941
"MD"	2012	"Allegany"	1	29	3	6	215	463	693	236	333	668	285	372	682
"MD"	2012	"Allegany"	1	31	0	6	135	473	613	151	337	587	210	364	590
"MD"	2012	"Allegany"	1	34	0	6	236	565	816	230	434	777	304	459	792
"MD"	2012	"Anne_Arundel"	2	1	1	3	367	642	1048	318	428	1023	457	480	994
"MD"	2012	"Anne_Arundel"	2	1	2	3	340	598	963	298	372	931	402	458	902
"MD"	2012	"Anne_Arundel"	2	1	3	3	489	639	1159	421	401	1132	570	469	1091
"MD"	2012	"Anne_Arundel"	2	1	4	2	614	336	977	524	192	942	630	253	916
"MD"	2012	"Anne_Arundel"	2	1	5	2	437	345	802	353	253	782	446	290	757
"MD"	2012	"Anne_Arundel"	2	1	6	2	672	372	1068	582	259	1041	649	334	1019
"MD"	2012	"Anne_Arundel"	2	1	7	2	318	544	907	279	322	892	397	431	867
"MD"	2012	"Anne_Arundel"	2	1	8	3	422	758	1227	404	448	1196	555	547	1159
"MD"	2012	"Anne_Arundel"	2	1	9	3	381	661	1081	315	388	1050	483	490	1025
"MD"	2012	"Anne_Arundel"	2	1	10	2	311	510	854	272	332	838	341	430	815
"MD"	2012	"Anne_Arundel"	2	1	11	2	229	469	727	220	304	707	274	372	685
"MD"	2012	"Anne_Arundel"	2	1	12	2	942	301	1265	755	181	1226	884	263	1193
"MD"	2012	"Anne_Arundel"	2	1	13	2	300	206	527	259	107	512	321	164	495
"MD"	2012	"Anne_Arundel"	2	1	14	3	401	501	926	354	302	910	490	353	884
"MD"	2012	"Anne_Arundel"	2	1	15	2	458	508	1002	388	280	981	541	371	951
"MD"	2012	"Anne_Arundel"	2	1	16	2	473	457	955	399	268	936	519	340	912
"MD"	2012	"Anne_Arundel"	2	1	17	2	338	321	695	283	178	672	373	252	658
"MD"	2012	"Anne_Arundel"	2	1	18	2	772	465	1279	658	275	1248	804	359	1220
"MD"	2012	"Anne_Arundel"	2	1	19	2	746	372	1155	622	264	1125	723	342	1110
"MD"	2012	"Anne_Arundel"	2	1	20	2	692	429	1153	580	317	1126	672	395	1105
"MD"	2012	"Anne_Arundel"	2	1	21	2	789	178	983	677	137	958	739	181	940
"MD"	2012	"Anne_Arundel"	2	1	22	2	1500	1078	2650	1238	794	2569	1454	934	2504
"MD"	2012	"Anne_Arundel"	2	1	23	2	54	50	106	37	33	103	49	45	101
"MD"	2012	"Anne_Arundel"	2	1	24	2	470	264	756	398	192	744	448	253	732
"MD"	2012	"Anne_Arundel"	2	2	1	3	409	504	930	323	352	896	452	396	886
"MD"	2012	"Anne_Arundel"	2	2	2	4	356	402	786	304	282	775	336	375	743
"MD"	2012	"Anne_Arundel"	2	2	3	3	456	533	1027	369	341	1004	541	395	985
"MD"	2012	"Anne_Arundel"	2	2	4	3	656	607	1302	544	437	1274	694	494	1240
"MD"	2012	"Anne_Arundel"	2	2	5	3	590	432	1053	489	269	1024	647	305	1001
"MD"	2012	"Anne_Arundel"	2	2	6	3	386	482	894	329	295	871	461	337	843
"MD"	2012	"Anne_Arundel"	2	2	7	3	653	614	1319	556	397	1286	724	459	1248
"MD"	2012	"Anne_Arundel"	2	2	8	3	479	657	1179	402	421	1157	592	463	1119
"MD"	2012	"Anne_Arundel"	2	2	9	3	672	446	1161	562	296	1136	720	354	1116
"MD"	2012	"Anne_Arundel"	2	2	10	3	533	671	1245	451	404	1222	639	484	1188
"MD"	2012	"Anne_Arundel"	2	2	11	3	337	382	750	305	240	734	404	272	705
"MD"	2012	"Anne_Arundel"	2	2	12	3	333	397	759	268	261	737	380	301	723
"MD"	2012	"Anne_Arundel"	2	2	13	4	308	437	771	254	312	757	301	388	733
"MD"	2012	"Anne_Arundel"	2	2	14	3	1133	291	1453	974	190	1429	1085	259	1387
"MD"	2012	"Anne_Arundel"	2	2	15	3	710	477	1220	595	345	1188	737	390	1160
"MD"	2012	"Anne_Arundel"	2	2	16	3	276	403	716	241	294	696	353	293	680
"MD"	2012	"Anne_Arundel"	2	2	17	3	810	361	1200	656	261	1176	819	287	1153
"MD"	2012	"Anne_Arundel"	2	2	18	4	527	331	905	418	245	882	472	333	852
"MD"	2012	"Anne_Arundel"	2	2	19	3	677	332	1028	541	210	984	669	250	954
"MD"	2012	"Anne_Arundel"	2	2	20	4	532	595	1165	429	388	1134	497	531	1083
"MD"	2012	"Anne_Arundel"	2	2	21	4	523	1070	1636	464	706	1591	489	970	1532
"MD"	2012	"Anne_Arundel"	2	2	22	3	537	748	1326	459	493	1287	637	535	1250
"MD"	2012	"Anne_Arundel"	2	2	23	3	584	605	1238	488	414	1213	626	499	1193
"MD"	2012	"Anne_Arundel"	2	2	24	3	530	563	1116	422	386	1099	561	474	1080
"MD"	2012	"Anne_Arundel"	2	3	1	4	388	716	1135	327	484	1106	340	678	1074
"MD"	2012	"Anne_Arundel"	2	3	2	3	299	487	822	260	288	809	381	357	791
"MD"	2012	"Anne_Arundel"	2	3	3	4	594	958	1610	486	633	1577	545	874	1506
"MD"	2012	"Anne_Arundel"	2	3	4	4	524	853	1439	426	580	1397	488	800	1347
"MD"	2012	"Anne_Arundel"	2	3	5	4	416	714	1162	320	527	1145	367	700	1109
"MD"	2012	"Anne_Arundel"	2	3	6	3	846	1176	2083	696	756	2039	931	961	1992
"MD"	2012	"Anne_Arundel"	2	3	7	4	462	681	1188	381	428	1154	402	642	1121
"MD"	2012	"Anne_Arundel"	2	3	8	3	747	614	1390	636	400	1355	791	483	1330
"MD"	2012	"Anne_Arundel"	2	3	9	4	210	402	639	158	286	624	157	407	590
"MD"	2012	"Anne_Arundel"	2	3	10	4	340	956	1335	290	713	1307	269	953	1270
"MD"	2012	"Anne_Arundel"	2	3	11	3	410	1045	1485	335	762	1453	517	782	1413
"MD"	2012	"Anne_Arundel"	2	3	12	3	360	923	1312	300	617	1268	433	752	1240
"MD"	2012	"Anne_Arundel"	2	3	13	4	334	976	1353	291	725	1322	298	943	1285
"MD"	2012	"Anne_Arundel"	2	3	14	3	335	605	973	280	357	951	422	429	911
"MD"	2012	"Anne_Arundel"	2	3	15	3	249	735	1005	227	539	988	328	585	964
"MD"	2012	"Anne_Arundel"	2	3	16	4	402	682	1129	312	447	1100	373	643	1065
"MD"	2012	"Anne_Arundel"	2	3	17	4	353	835	1218	291	549	1198	317	763	1142
"MD"	2012	"Anne_Arundel"	2	3	18	4	417	990	1447	357	681	1413	367	950	1368
"MD"	2012	"Anne_Arundel"	2	3	19	3	313	863	1211	268	606	1185	399	693	1150
"MD"	2012	"Anne_Arundel"	2	3	20	3	267	682	977	227	444	949	375	491	917
"MD"	2012	"Anne_Arundel"	2	3	21	4	604	737	1386	432	577	1357	504	742	1315
"MD"	2012	"Anne_Arundel"	2	3	22	4	426	595	1052	354	418	1027	379	567	988
"MD"	2012	"Anne_Arundel"	2	3	23	4	378	641	1052	287	481	1028	323	608	982
"MD"	2012	"Anne_Arundel"	2	3	24	3	485	776	1295	409	480	1272	583	587	1227
"MD"	2012	"Anne_Arundel"	2	3	25	3	576	355	963	486	232	939	589	269	896
"MD"	2012	"Anne_Arundel"	2	4	1	3	744	297	1060	648	187	1033	756	225	1008
"MD"	2012	"Anne_Arundel"	2	4	2	3	552	567	1164	465	424	1138	600	475	1120
"MD"	2012	"Anne_Arundel"	2	4	3	4	385	562	970	299	403	952	349	514	905
"MD"	2012	"Anne_Arundel"	2	4	4	4	440	759	1226	359	591	1201	408	719	1170
"MD"	2012	"Anne_Arundel"	2	4	5	3	459	347	832	382	260	808	477	290	797
"MD"	2012	"Anne_Arundel"	2	4	6	3	1173	211	1401	1028	177	1385	1162	180	1372
"MD"	2012	"Anne_Arundel"	2	4	7	2	801	298	1129	680	237	1103	736	310	1084
"MD"	2012	"Anne_Arundel"	2	4	8	4	473	626	1130	393	371	1099	449	558	1052
"MD"	2012	"Anne_Arundel"	2	4	9	2	1131	311	1467	974	237	1441	1070	307	1412
"MD"	2012	"Anne_Arundel"	2	4	10	5	35	53	88	25	34	81	34	42	80
"MD"	2012	"Anne_Arundel"	2	4	11	3	549	374	963	452	262	950	579	308	940
"MD"	2012	"Anne_Arundel"	2	4	12	3	455	473	963	370	316	947	472	398	927
"MD"	2012	"Anne_Arundel"	2	4	13	4	289	637	955	232	458	937	281	566	897
"MD"	2012	"Anne_Arundel"	2	4	14	4	436	679	1158	350	529	1137	378	658	1091
"MD"	2012	"Anne_Arundel"	2	4	15	4	668	844	1567	567	657	1531	598	815	1486
"MD"	2012	"Anne_Arundel"	2	4	16	3	614	461	1108	498	351	1083	628	392	1064
"MD"	2012	"Anne_Arundel"	2	4	17	3	807	329	1174	686	206	1151	818	273	1137
"MD"	2012	"Anne_Arundel"	2	4	18	2	1028	125	1167	881	93	1121	947	131	1107
"MD"	2012	"Anne_Arundel"	2	4	19	2	762	143	930	650	103	910	721	149	900
"MD"	2012	"Anne_Arundel"	2	4	20	3	521	486	1048	410	364	1020	548	411	1000
"MD"	2012	"Anne_Arundel"	2	4	21	4	765	904	1700	613	723	1670	676	855	1604
"MD"	2012	"Anne_Arundel"	2	4	22	4	652	447	1138	530	324	1108	591	427	1071
"MD"	2012	"Anne_Arundel"	2	4	23	4	1156	1237	2458	940	894	2394	1045	1170	2312
"MD"	2012	"Anne_Arundel"	2	4	24	2	1138	306	1473	966	248	1437	1071	300	1415
"MD"	2012	"Anne_Arundel"	2	5	1	3	634	799	1464	556	678	1428	629	714	1394
"MD"	2012	"Anne_Arundel"	2	5	2	3	656	730	1417	546	579	1394	684	631	1359
"MD"	2012	"Anne_Arundel"	2	5	3	4	435	553	1014	356	423	992	398	521	953
"MD"	2012	"Anne_Arundel"	2	5	4	4	509	745	1290	433	562	1262	454	693	1210
"MD"	2012	"Anne_Arundel"	2	5	5	4	517	561	1107	445	474	1080	461	557	1055
"MD"	2012	"Anne_Arundel"	2	5	6	4	406	516	942	340	437	922	340	528	898
"MD"	2012	"Anne_Arundel"	2	5	7	4	373	629	1026	309	522	1006	327	618	981
"MD"	2012	"Anne_Arundel"	2	5	8	4	440	668	1145	353	568	1129	396	652	1089
"MD"	2012	"Anne_Arundel"	2	5	9	4	241	413	673	187	350	661	211	406	648
"MD"	2012	"Anne_Arundel"	2	5	10	4	162	387	571	117	364	563	131	387	544
"MD"	2012	"Anne_Arundel"	2	5	11	4	473	652	1167	396	528	1154	434	641	1121
"MD"	2012	"Anne_Arundel"	2	5	12	4	348	521	902	278	424	882	295	516	850
"MD"	2012	"Anne_Arundel"	2	5	13	4	423	703	1154	359	537	1121	381	671	1085
"MD"	2012	"Anne_Arundel"	2	5	14	4	381	620	1029	316	532	1016	322	623	985
"MD"	2012	"Anne_Arundel"	2	5	15	4	340	635	994	283	510	973	285	644	951
"MD"	2012	"Anne_Arundel"	2	5	16	4	331	398	755	275	336	744	287	414	727
"MD"	2012	"Anne_Arundel"	2	5	17	3	587	735	1370	484	585	1344	644	613	1315
"MD"	2012	"Anne_Arundel"	2	5	18	3	538	596	1166	419	473	1134	553	520	1113
"MD"	2012	"Anne_Arundel"	2	5	19	4	322	617	956	269	524	942	283	604	917
"MD"	2012	"Anne_Arundel"	2	5	20	3	357	612	984	310	525	969	403	533	956
"MD"	2012	"Anne_Arundel"	2	5	21	4	702	856	1611	556	682	1571	632	823	1532
"MD"	2012	"Anne_Arundel"	2	5	22	3	577	718	1334	465	574	1302	607	611	1275
"MD"	2012	"Anne_Arundel"	2	5	23	4	384	420	819	328	339	799	356	398	780
"MD"	2012	"Anne_Arundel"	2	5	24	4	327	681	1034	282	584	1019	298	667	995
"MD"	2012	"Anne_Arundel"	2	5	25	4	380	641	1052	303	517	1022	350	608	996
"MD"	2012	"Anne_Arundel"	2	5	26	4	668	679	1387	532	503	1364	592	657	1313
"MD"	2012	"Anne_Arundel"	2	5	27	4	359	499	882	273	426	860	293	505	832
"MD"	2012	"Anne_Arundel"	2	5	28	4	655	729	1420	566	552	1396	602	661	1329
"MD"	2012	"Anne_Arundel"	2	5	29	4	188	346	552	141	267	542	152	333	515
"MD"	2012	"Anne_Arundel"	2	5	30	4	224	326	563	187	253	546	197	310	529
"MD"	2012	"Anne_Arundel"	2	5	31	4	135	180	320	121	144	312	119	180	306
"MD"	2012	"Anne_Arundel"	2	5	32	4	191	103	299	152	83	289	159	109	277
"MD"	2012	"Anne_Arundel"	2	5	33	4	221	517	756	176	370	743	191	488	709
"MD"	2012	"Anne_Arundel"	2	5	34	4	307	402	735	240	357	718	256	403	696
"MD"	2012	"Anne_Arundel"	2	6	1	3	647	496	1173	558	380	1153	642	445	1132
"MD"	2012	"Anne_Arundel"	2	6	2	3	451	459	943	377	344	919	479	382	903
"MD"	2012	"Anne_Arundel"	2	6	3	3	633	106	750	542	83	719	575	92	683
"MD"	2012	"Anne_Arundel"	2	6	4	3	403	189	605	344	133	588	386	159	569
"MD"	2012	"Anne_Arundel"	2	6	5	3	341	381	737	299	286	724	366	316	709
"MD"	2012	"Anne_Arundel"	2	6	6	3	484	101	599	420	73	572	451	94	561
"MD"	2012	"Anne_Arundel"	2	6	7	3	492	289	798	422	231	785	488	255	768
"MD"	2012	"Anne_Arundel"	2	6	8	3	453	274	757	404	201	735	459	226	722
"MD"	2012	"Anne_Arundel"	2	6	9	3	402	510	938	381	372	926	473	410	921
"MD"	2012	"Anne_Arundel"	2	6	10	3	236	257	503	198	191	488	238	227	478
"MD"	2012	"Anne_Arundel"	2	6	11	3	382	242	649	323	207	627	381	211	619
"MD"	2012	"Anne_Arundel"	2	6	12	3	596	389	1010	529	284	987	614	317	969
"MD"	2012	"Anne_Arundel"	2	6	13	3	439	145	593	373	123	579	432	125	569
"MD"	2012	"Anne_Arundel"	2	6	14	3	900	175	1090	793	147	1057	853	164	1038
"MD"	2012	"Anne_Arundel"	2	6	15	3	470	190	672	361	139	636	431	151	614
"MD"	2012	"Anne_Arundel"	2	6	16	3	453	107	571	363	82	539	392	108	524
"MD"	2012	"Anne_Arundel"	2	6	17	3	571	363	964	465	293	942	572	317	920
"MD"	2012	"Anne_Arundel"	2	6	18	3	528	502	1063	472	360	1038	540	436	1021
"MD"	2012	"Anne_Arundel"	2	6	19	4	340	520	876	304	386	855	314	476	820
"MD"	2012	"Anne_Arundel"	2	6	20	4	264	353	626	244	246	604	251	301	565
"MD"	2012	"Anne_Arundel"	2	6	21	4	766	906	1712	667	657	1669	706	841	1622
"MD"	2012	"Anne_Arundel"	2	6	22	3	610	652	1287	501	492	1252	630	538	1217
"MD"	2012	"Anne_Arundel"	2	6	23	3	487	457	973	412	320	954	517	375	939
"MD"	2012	"Anne_Arundel"	2	6	24	3	512	321	860	453	282	851	521	281	834
"MD"	2012	"Anne_Arundel"	2	6	25	3	429	547	999	383	455	984	486	443	961
"MD"	2012	"Anne_Arundel"	2	6	26	4	502	750	1277	436	548	1247	464	680	1196
"MD"	2012	"Anne_Arundel"	2	6	27	4	193	406	608	165	304	603	188	385	587
"MD"	2012	"Anne_Arundel"	2	6	28	4	341	536	899	283	414	883	303	508	852
"MD"	2012	"Anne_Arundel"	2	6	29	3	259	354	628	230	254	620	308	281	608
"MD"	2012	"Anne_Arundel"	2	6	30	3	520	462	1005	463	351	987	572	370	974
"MD"	2012	"Anne_Arundel"	2	6	31	4	250	496	760	229	371	750	232	468	730
"MD"	2012	"Anne_Arundel"	2	7	1	5	626	909	1567	527	673	1528	677	771	1516
"MD"	2012	"Anne_Arundel"	2	7	2	5	669	822	1527	552	618	1492	691	717	1475
"MD"	2012	"Anne_Arundel"	2	7	3	5	530	442	990	433	335	966	521	376	944
"MD"	2012	"Anne_Arundel"	2	7	4	5	402	544	965	340	417	947	405	478	926
"MD"	2012	"Anne_Arundel"	2	7	5	5	492	674	1203	406	467	1176	532	538	1145
"MD"	2012	"Anne_Arundel"	2	7	6	5	563	852	1455	425	608	1399	563	722	1367
"MD"	2012	"Anne_Arundel"	2	7	7	5	456	836	1325	384	597	1289	526	665	1267
"MD"	2012	"Anne_Arundel"	2	7	8	5	484	667	1181	409	471	1150	509	565	1124
"MD"	2012	"Anne_Arundel"	2	7	9	5	602	575	1201	508	355	1158	636	472	1154
"MD"	2012	"Anne_Arundel"	2	7	10	5	474	805	1318	394	560	1290	515	679	1263
"MD"	2012	"Anne_Arundel"	2	7	11	5	377	706	1116	315	525	1084	408	617	1067
"MD"	2012	"Anne_Arundel"	2	7	12	4	540	761	1332	435	556	1296	481	698	1233
"MD"	2012	"Anne_Arundel"	2	7	13	4	463	805	1303	400	566	1282	438	755	1245
"MD"	2012	"Anne_Arundel"	2	7	14	5	479	519	1026	391	374	1007	468	469	991
"MD"	2012	"Anne_Arundel"	2	7	15	5	572	642	1260	472	512	1235	576	592	1225
"MD"	2012	"Anne_Arundel"	2	7	16	5	670	577	1270	565	442	1239	680	479	1217
"MD"	2012	"Anne_Arundel"	2	7	17	4	367	425	810	312	290	785	330	388	749
"MD"	2012	"Anne_Arundel"	2	7	18	4	594	714	1336	480	523	1297	531	677	1264
"MD"	2012	"Anne_Arundel"	2	7	19	5	489	717	1255	382	523	1216	504	614	1190
"MD"	2012	"Anne_Arundel"	2	7	20	4	564	400	1009	447	296	990	517	393	968
"MD"	2012	"Anne_Arundel"	2	7	21	5	500	865	1387	409	604	1350	539	761	1341
"MD"	2012	"Anne_Arundel"	2	7	22	4	409	813	1238	336	624	1215	365	769	1171
"MD"	2012	"Anne_Arundel"	2	7	23	4	336	507	857	275	364	828	293	454	785
"MD"	2012	"Anne_Arundel"	2	7	24	4	567	757	1360	464	556	1317	497	732	1279
"MD"	2012	"Anne_Arundel"	2	7	25	5	548	697	1281	428	499	1240	540	609	1220
"MD"	2012	"Anne_Arundel"	2	7	26	5	495	701	1222	421	502	1195	527	590	1170
"MD"	2012	"Anne_Arundel"	2	7	27	5	231	378	619	210	299	607	250	321	598
"MD"	2012	"Baltimore_City"	3	1	1	3	330	133	486	274	64	472	348	90	463
"MD"	2012	"Baltimore_City"	3	1	2	3	609	223	892	536	116	860	636	155	844
"MD"	2012	"Baltimore_City"	3	1	3	3	409	286	719	338	176	704	421	223	685
"MD"	2012	"Baltimore_City"	3	1	4	3	516	339	886	425	221	858	525	263	825
"MD"	2012	"Baltimore_City"	3	1	5	3	730	538	1323	576	307	1288	757	388	1246
"MD"	2012	"Baltimore_City"	3	2	1	3	362	77	458	296	47	437	342	57	423
"MD"	2012	"Baltimore_City"	3	2	2	3	544	182	765	457	101	748	549	129	732
"MD"	2012	"Baltimore_City"	3	2	3	3	689	282	1017	600	176	980	697	209	953
"MD"	2012	"Baltimore_City"	3	3	1	7	718	16	737	574	15	671	646	13	667
"MD"	2012	"Baltimore_City"	3	3	2	7	273	23	298	223	16	281	247	23	285
"MD"	2012	"Baltimore_City"	3	3	3	3	454	263	752	420	131	727	490	178	705
"MD"	2012	"Baltimore_City"	3	4	1	7	425	110	558	368	75	543	394	104	531
"MD"	2012	"Baltimore_City"	3	4	2	7	533	116	682	440	80	648	492	107	635
"MD"	2012	"Baltimore_City"	3	4	3	7	304	1	307	238	8	284	276	5	288
"MD"	2012	"Baltimore_City"	3	5	1	7	657	12	670	560	15	632	600	14	625
"MD"	2012	"Baltimore_City"	3	5	2	7	98	1	99	80	2	94	87	1	92
"MD"	2012	"Baltimore_City"	3	6	1	7	568	23	599	458	18	553	520	18	545
"MD"	2012	"Baltimore_City"	3	6	2	7	250	11	269	217	5	258	239	7	254
"MD"	2012	"Baltimore_City"	3	6	3	7	188	3	194	153	4	188	171	1	179
"MD"	2012	"Baltimore_City"	3	6	4	7	443	57	519	373	37	509	425	44	499
"MD"	2012	"Baltimore_City"	3	6	5	3	849	149	1054	725	89	1012	835	104	990
"MD"	2012	"Baltimore_City"	3	7	1	7	500	3	503	395	3	467	458	3	467
"MD"	2012	"Baltimore_City"	3	7	2	7	106	4	111	90	8	107	96	6	104
"MD"	2012	"Baltimore_City"	3	7	3	7	951	11	967	789	15	907	877	14	903
"MD"	2012	"Baltimore_City"	3	7	4	7	952	13	968	769	24	901	864	14	894
"MD"	2012	"Baltimore_City"	3	8	1	3	478	157	655	425	93	649	512	98	634
"MD"	2012	"Baltimore_City"	3	8	2	7	614	30	646	524	22	624	590	27	624
"MD"	2012	"Baltimore_City"	3	8	3	7	807	10	820	637	17	765	743	9	765
"MD"	2012	"Baltimore_City"	3	8	4	7	207	0	207	176	2	197	192	2	197
"MD"	2012	"Baltimore_City"	3	8	5	7	843	7	852	702	7	817	795	3	805
"MD"	2012	"Baltimore_City"	3	8	6	7	837	9	847	668	10	793	772	7	793
"MD"	2012	"Baltimore_City"	3	8	7	7	193	1	196	159	5	189	176	3	179
"MD"	2012	"Baltimore_City"	3	8	8	7	391	2	397	335	6	384	368	4	376
"MD"	2012	"Baltimore_City"	3	8	9	7	485	8	495	387	10	457	441	4	453
"MD"	2012	"Baltimore_City"	3	8	10	7	1504	11	1518	1251	16	1433	1404	9	1437
"MD"	2012	"Baltimore_City"	3	8	11	7	280	3	284	224	4	268	267	0	269
"MD"	2012	"Baltimore_City"	3	9	1	7	315	8	328	262	9	321	298	7	315
"MD"	2012	"Baltimore_City"	3	9	2	7	428	10	447	345	8	428	396	10	415
"MD"	2012	"Baltimore_City"	3	9	3	7	626	24	672	539	15	657	607	19	644
"MD"	2012	"Baltimore_City"	3	9	4	7	805	53	884	688	37	851	779	44	840
"MD"	2012	"Baltimore_City"	3	9	5	7	596	22	629	519	19	615	580	19	606
"MD"	2012	"Baltimore_City"	3	9	6	7	876	16	905	735	17	883	855	13	879
"MD"	2012	"Baltimore_City"	3	9	7	7	829	15	853	671	14	826	778	13	815
"MD"	2012	"Baltimore_City"	3	9	8	7	640	2	644	500	8	604	595	9	607
"MD"	2012	"Baltimore_City"	3	9	9	7	424	6	435	351	8	415	399	6	410
"MD"	2012	"Baltimore_City"	3	9	10	7	599	10	622	508	13	597	572	10	587
"MD"	2012	"Baltimore_City"	3	9	11	7	108	1	109	87	2	105	102	2	105
"MD"	2012	"Baltimore_City"	3	9	12	7	750	4	759	583	12	723	679	8	699
"MD"	2012	"Baltimore_City"	3	9	13	7	412	1	414	343	6	389	384	5	393
"MD"	2012	"Baltimore_City"	3	9	14	7	701	3	708	570	12	671	658	12	677
"MD"	2012	"Baltimore_City"	3	9	15	7	816	5	825	669	13	783	751	12	778
"MD"	2012	"Baltimore_City"	3	10	1	7	571	4	577	481	5	553	539	4	553
"MD"	2012	"Baltimore_City"	3	10	2	7	651	4	657	532	10	610	588	5	600
"MD"	2012	"Baltimore_City"	3	10	3	7	253	2	255	189	6	224	213	4	221
"MD"	2012	"Baltimore_City"	3	10	4	7	282	1	283	235	4	260	256	2	261
"MD"	2012	"Baltimore_City"	3	11	1	7	628	89	763	550	59	754	604	90	747
"MD"	2012	"Baltimore_City"	3	11	2	7	248	32	292	219	28	285	236	32	280
"MD"	2012	"Baltimore_City"	3	11	3	7	716	75	819	614	63	809	692	62	793
"MD"	2012	"Baltimore_City"	3	11	4	7	443	5	451	350	10	413	405	7	415
"MD"	2012	"Baltimore_City"	3	11	5	7	314	23	350	274	19	335	297	17	334
"MD"	2012	"Baltimore_City"	3	11	6	7	853	90	983	747	56	951	807	83	930
"MD"	2012	"Baltimore_City"	3	11	7	7	622	72	739	548	51	724	606	62	712
"MD"	2012	"Baltimore_City"	3	12	1	3	1101	302	1436	1036	160	1404	1149	186	1378
"MD"	2012	"Baltimore_City"	3	12	2	7	92	41	134	85	29	129	91	37	129
"MD"	2012	"Baltimore_City"	3	12	3	7	344	58	421	305	34	393	317	49	389
"MD"	2012	"Baltimore_City"	3	12	4	7	584	86	696	521	49	661	537	70	643
"MD"	2012	"Baltimore_City"	3	12	5	7	497	57	582	455	40	568	490	51	562
"MD"	2012	"Baltimore_City"	3	12	6	7	350	30	418	317	22	406	341	34	403
"MD"	2012	"Baltimore_City"	3	12	7	7	651	13	682	540	12	648	608	11	643
"MD"	2012	"Baltimore_City"	3	12	8	7	551	47	648	488	36	633	552	38	623
"MD"	2012	"Baltimore_City"	3	12	9	7	614	92	756	508	61	725	592	68	721
"MD"	2012	"Baltimore_City"	3	12	10	7	649	21	689	521	14	655	595	17	635
"MD"	2012	"Baltimore_City"	3	12	11	7	412	11	431	326	9	400	379	7	397
"MD"	2012	"Baltimore_City"	3	12	12	7	537	14	576	451	13	555	516	17	546
"MD"	2012	"Baltimore_City"	3	13	1	3	614	145	791	594	81	770	643	93	759
"MD"	2012	"Baltimore_City"	3	13	2	3	441	130	596	383	62	585	466	74	572
"MD"	2012	"Baltimore_City"	3	13	3	3	725	219	1017	646	108	994	778	129	975
"MD"	2012	"Baltimore_City"	3	13	4	3	373	201	596	351	87	593	428	117	579
"MD"	2012	"Baltimore_City"	3	13	5	3	298	97	430	265	51	419	317	63	408
"MD"	2012	"Baltimore_City"	3	13	6	7	339	1	341	284	3	328	313	5	324
