state	year	county	county_code	ed	precinct	cd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USS_dv	g2012_USS_rv	g2012_USS_tv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"MD"	2012	"Prince_Georges"	17	2	3	4	1180	129	1334	1047	95	1296	1129	123	1282
"MD"	2012	"Prince_Georges"	17	2	4	4	750	87	860	654	60	842	719	75	822
"MD"	2012	"Prince_Georges"	17	2	5	4	614	79	699	531	56	675	585	77	674
"MD"	2012	"Prince_Georges"	17	2	6	5	1342	120	1470	1160	80	1401	1229	112	1376
"MD"	2012	"Prince_Georges"	17	2	7	4	950	223	1188	845	161	1149	914	192	1132
"MD"	2012	"Prince_Georges"	17	2	8	4	1622	76	1706	1381	60	1603	1477	73	1570
"MD"	2012	"Prince_Georges"	17	2	9	4	1481	58	1551	1296	41	1485	1395	52	1469
"MD"	2012	"Prince_Georges"	17	2	10	4	841	64	916	726	41	885	808	57	883
"MD"	2012	"Prince_Georges"	17	2	97	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	2	98	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	2	99	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	3	1	5	443	167	617	381	103	602	442	136	596
"MD"	2012	"Prince_Georges"	17	3	2	5	1489	131	1631	1306	93	1588	1419	125	1574
"MD"	2012	"Prince_Georges"	17	3	3	4	1477	96	1583	1294	63	1552	1426	92	1541
"MD"	2012	"Prince_Georges"	17	3	4	4	956	56	1022	843	41	1006	925	57	994
"MD"	2012	"Prince_Georges"	17	3	5	4	1047	53	1105	918	35	1087	1018	48	1079
"MD"	2012	"Prince_Georges"	17	3	6	4	1462	48	1520	1291	40	1501	1420	45	1484
"MD"	2012	"Prince_Georges"	17	4	1	5	648	524	1196	543	317	1161	689	434	1151
"MD"	2012	"Prince_Georges"	17	5	1	5	1798	238	2067	1570	122	2023	1777	191	2014
"MD"	2012	"Prince_Georges"	17	5	2	5	1047	124	1179	924	65	1151	1025	104	1144
"MD"	2012	"Prince_Georges"	17	5	3	5	1414	105	1526	1185	66	1487	1368	93	1481
"MD"	2012	"Prince_Georges"	17	5	4	5	1573	92	1674	1379	67	1657	1529	92	1647
"MD"	2012	"Prince_Georges"	17	5	5	5	1836	226	2075	1630	130	2017	1788	176	2005
"MD"	2012	"Prince_Georges"	17	5	6	5	1507	92	1612	1302	66	1573	1440	92	1560
"MD"	2012	"Prince_Georges"	17	5	7	5	1722	239	1967	1506	145	1920	1662	199	1898
"MD"	2012	"Prince_Georges"	17	5	8	5	869	280	1177	768	199	1141	872	219	1139
"MD"	2012	"Prince_Georges"	17	5	9	5	275	46	327	234	19	322	272	40	320
"MD"	2012	"Prince_Georges"	17	5	10	5	581	101	683	495	65	673	562	90	664
"MD"	2012	"Prince_Georges"	17	5	11	5	1014	100	1115	864	57	1086	965	74	1067
"MD"	2012	"Prince_Georges"	17	5	12	5	1393	150	1554	1199	100	1533	1363	141	1515
"MD"	2012	"Prince_Georges"	17	6	1	4	1704	65	1776	1462	37	1701	1598	52	1667
"MD"	2012	"Prince_Georges"	17	6	2	4	662	47	715	564	31	695	639	41	689
"MD"	2012	"Prince_Georges"	17	6	3	4	1881	21	1918	1604	30	1822	1724	48	1791
"MD"	2012	"Prince_Georges"	17	6	4	4	1637	28	1673	1413	24	1603	1532	37	1594
"MD"	2012	"Prince_Georges"	17	6	5	4	933	27	963	785	22	922	880	24	911
"MD"	2012	"Prince_Georges"	17	6	6	4	1423	26	1451	1235	25	1391	1333	30	1375
"MD"	2012	"Prince_Georges"	17	6	7	4	2030	100	2141	1742	65	2077	1939	85	2059
"MD"	2012	"Prince_Georges"	17	6	8	4	1021	19	1043	883	15	1010	978	18	1003
"MD"	2012	"Prince_Georges"	17	6	9	4	1143	30	1179	1006	22	1136	1092	30	1129
"MD"	2012	"Prince_Georges"	17	6	10	4	1696	26	1727	1476	23	1670	1601	38	1654
"MD"	2012	"Prince_Georges"	17	6	11	4	1253	33	1288	1091	32	1232	1167	30	1217
"MD"	2012	"Prince_Georges"	17	6	12	4	1100	28	1134	947	17	1087	1037	22	1070
"MD"	2012	"Prince_Georges"	17	6	13	4	1289	125	1421	1090	79	1388	1244	110	1373
"MD"	2012	"Prince_Georges"	17	6	14	4	952	56	1011	824	36	988	918	58	983
"MD"	2012	"Prince_Georges"	17	6	15	4	1707	16	1729	1471	23	1673	1594	35	1649
"MD"	2012	"Prince_Georges"	17	6	16	4	1450	33	1488	1271	24	1434	1365	29	1411
"MD"	2012	"Prince_Georges"	17	6	17	4	1796	27	1830	1568	25	1763	1694	30	1740
"MD"	2012	"Prince_Georges"	17	6	18	4	1066	64	1138	934	51	1104	1022	59	1094
"MD"	2012	"Prince_Georges"	17	6	19	4	1243	15	1262	1086	18	1221	1165	32	1208
"MD"	2012	"Prince_Georges"	17	6	20	4	1479	41	1524	1314	23	1477	1424	31	1465
"MD"	2012	"Prince_Georges"	17	6	21	4	297	7	305	251	5	296	279	9	291
"MD"	2012	"Prince_Georges"	17	6	22	4	1555	25	1587	1388	24	1551	1498	29	1533
"MD"	2012	"Prince_Georges"	17	6	23	4	909	36	950	786	21	917	858	34	902
"MD"	2012	"Prince_Georges"	17	6	24	4	1166	8	1181	1021	18	1130	1102	11	1126
"MD"	2012	"Prince_Georges"	17	6	25	4	172	2	175	152	0	170	162	1	163
"MD"	2012	"Prince_Georges"	17	7	1	4	2262	390	2683	2018	236	2620	2202	338	2592
"MD"	2012	"Prince_Georges"	17	7	2	5	469	374	867	386	274	841	495	312	845
"MD"	2012	"Prince_Georges"	17	7	3	5	688	530	1252	567	376	1208	706	440	1203
"MD"	2012	"Prince_Georges"	17	7	4	5	646	524	1195	553	379	1163	681	427	1154
"MD"	2012	"Prince_Georges"	17	7	5	5	904	527	1461	789	357	1419	928	439	1421
"MD"	2012	"Prince_Georges"	17	7	6	5	985	233	1236	848	167	1206	951	202	1195
"MD"	2012	"Prince_Georges"	17	7	7	5	1248	243	1526	1063	180	1492	1222	213	1486
"MD"	2012	"Prince_Georges"	17	7	8	5	917	202	1135	784	135	1101	911	154	1100
"MD"	2012	"Prince_Georges"	17	7	9	5	1534	126	1681	1387	75	1661	1497	116	1646
"MD"	2012	"Prince_Georges"	17	7	10	5	1463	259	1740	1326	181	1710	1437	231	1699
"MD"	2012	"Prince_Georges"	17	7	11	4	1426	47	1479	1257	39	1449	1383	45	1441
"MD"	2012	"Prince_Georges"	17	7	12	4	1341	33	1381	1162	22	1342	1302	27	1342
"MD"	2012	"Prince_Georges"	17	7	13	4	1126	68	1203	986	36	1174	1102	50	1168
"MD"	2012	"Prince_Georges"	17	7	14	5	716	290	1020	623	195	993	737	224	987
"MD"	2012	"Prince_Georges"	17	7	15	4	1527	51	1586	1348	34	1559	1478	52	1540
"MD"	2012	"Prince_Georges"	17	7	16	5	500	236	754	411	158	724	506	190	720
"MD"	2012	"Prince_Georges"	17	7	17	5	613	70	687	552	56	678	596	66	669
"MD"	2012	"Prince_Georges"	17	8	1	5	523	296	831	408	143	807	538	229	795
"MD"	2012	"Prince_Georges"	17	9	1	5	1924	137	2084	1686	85	2020	1847	133	2006
"MD"	2012	"Prince_Georges"	17	9	2	5	1744	105	1861	1496	59	1804	1664	96	1780
"MD"	2012	"Prince_Georges"	17	9	3	4	77	37	116	69	30	112	73	37	111
"MD"	2012	"Prince_Georges"	17	9	4	5	1140	93	1241	1003	46	1209	1095	80	1196
"MD"	2012	"Prince_Georges"	17	9	5	5	1476	74	1556	1281	47	1521	1393	71	1488
"MD"	2012	"Prince_Georges"	17	9	6	5	1479	91	1579	1251	63	1538	1412	92	1528
"MD"	2012	"Prince_Georges"	17	9	7	5	1864	88	1966	1619	51	1908	1779	90	1895
"MD"	2012	"Prince_Georges"	17	9	8	5	2264	150	2421	1991	70	2362	2183	120	2334
"MD"	2012	"Prince_Georges"	17	9	9	5	629	97	733	541	50	719	621	82	715
"MD"	2012	"Prince_Georges"	17	9	10	5	1176	104	1290	1045	61	1254	1142	90	1255
"MD"	2012	"Prince_Georges"	17	9	11	5	1987	154	2158	1727	77	2105	1915	138	2086
"MD"	2012	"Prince_Georges"	17	9	12	4	100	7	109	86	3	106	96	7	106
"MD"	2012	"Prince_Georges"	17	9	99	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	10	1	4	1123	115	1250	992	75	1204	1074	99	1185
"MD"	2012	"Prince_Georges"	17	10	2	4	1657	385	2097	1434	286	2037	1554	347	1957
"MD"	2012	"Prince_Georges"	17	10	3	4	703	253	1000	599	192	972	654	241	949
"MD"	2012	"Prince_Georges"	17	10	4	4	1147	148	1312	1007	112	1277	1082	139	1254
"MD"	2012	"Prince_Georges"	17	10	5	4	1187	847	2092	972	582	2023	1124	728	1936
"MD"	2012	"Prince_Georges"	17	10	6	5	1448	270	1738	1282	187	1685	1393	232	1674
"MD"	2012	"Prince_Georges"	17	10	7	4	843	216	1077	744	149	1051	805	204	1035
"MD"	2012	"Prince_Georges"	17	10	8	4	829	182	1023	719	127	995	783	175	973
"MD"	2012	"Prince_Georges"	17	10	9	4	1284	136	1435	1093	101	1380	1193	131	1349
"MD"	2012	"Prince_Georges"	17	10	10	4	772	156	937	691	100	918	740	143	904
"MD"	2012	"Prince_Georges"	17	10	11	5	944	164	1119	841	111	1082	903	141	1073
"MD"	2012	"Prince_Georges"	17	10	12	4	2006	306	2346	1749	232	2273	1927	283	2248
"MD"	2012	"Prince_Georges"	17	10	13	4	1581	357	1969	1365	239	1919	1519	312	1873
"MD"	2012	"Prince_Georges"	17	11	1	5	1522	193	1736	1281	112	1682	1452	172	1666
"MD"	2012	"Prince_Georges"	17	11	2	5	1397	189	1597	1192	117	1560	1335	185	1554
"MD"	2012	"Prince_Georges"	17	11	3	5	1699	118	1832	1475	64	1807	1656	116	1795
"MD"	2012	"Prince_Georges"	17	11	4	5	1449	223	1688	1244	143	1648	1407	197	1635
"MD"	2012	"Prince_Georges"	17	12	1	4	764	119	886	653	74	851	733	101	846
"MD"	2012	"Prince_Georges"	17	12	2	4	937	51	997	794	34	953	873	53	941
"MD"	2012	"Prince_Georges"	17	12	3	4	1413	36	1456	1232	30	1413	1339	37	1393
"MD"	2012	"Prince_Georges"	17	12	4	4	1768	38	1810	1541	42	1741	1654	49	1720
"MD"	2012	"Prince_Georges"	17	12	5	4	1410	164	1587	1204	115	1540	1337	147	1504
"MD"	2012	"Prince_Georges"	17	12	6	4	1598	27	1635	1372	25	1569	1510	35	1556
"MD"	2012	"Prince_Georges"	17	12	7	4	840	23	866	707	23	846	794	30	829
"MD"	2012	"Prince_Georges"	17	12	8	4	1125	47	1179	996	30	1148	1088	40	1141
"MD"	2012	"Prince_Georges"	17	12	9	4	1537	13	1557	1299	11	1485	1436	28	1478
"MD"	2012	"Prince_Georges"	17	12	10	4	1475	238	1726	1312	134	1684	1453	170	1661
"MD"	2012	"Prince_Georges"	17	12	11	4	1936	102	2054	1714	74	2001	1862	90	1982
"MD"	2012	"Prince_Georges"	17	12	12	4	1423	57	1487	1266	35	1451	1373	46	1435
"MD"	2012	"Prince_Georges"	17	12	13	4	1629	19	1650	1400	25	1599	1521	26	1562
"MD"	2012	"Prince_Georges"	17	12	14	4	1172	194	1377	1037	111	1342	1160	144	1332
"MD"	2012	"Prince_Georges"	17	12	15	4	1329	34	1369	1139	26	1339	1275	32	1323
"MD"	2012	"Prince_Georges"	17	12	16	4	914	25	944	753	24	913	862	29	910
"MD"	2012	"Prince_Georges"	17	12	17	4	607	36	646	523	16	628	579	33	617
"MD"	2012	"Prince_Georges"	17	13	1	4	954	6	961	829	10	921	893	11	913
"MD"	2012	"Prince_Georges"	17	13	2	4	1299	14	1317	1138	18	1267	1228	20	1262
"MD"	2012	"Prince_Georges"	17	13	3	4	987	13	1006	891	16	979	936	19	968
"MD"	2012	"Prince_Georges"	17	13	4	4	999	34	1039	856	19	1019	973	33	1018
"MD"	2012	"Prince_Georges"	17	13	5	4	1624	58	1688	1466	29	1669	1595	36	1651
"MD"	2012	"Prince_Georges"	17	13	6	4	1398	31	1442	1233	24	1413	1363	30	1405
"MD"	2012	"Prince_Georges"	17	13	7	4	1728	23	1757	1450	21	1684	1623	38	1676
"MD"	2012	"Prince_Georges"	17	13	8	4	1167	17	1186	1016	17	1123	1080	21	1108
"MD"	2012	"Prince_Georges"	17	13	9	4	1799	50	1857	1582	36	1812	1720	52	1788
"MD"	2012	"Prince_Georges"	17	13	10	4	1563	38	1616	1388	28	1574	1499	48	1567
"MD"	2012	"Prince_Georges"	17	13	11	4	1931	49	1992	1709	30	1952	1867	51	1932
"MD"	2012	"Prince_Georges"	17	13	12	4	1485	49	1543	1289	39	1509	1433	44	1498
"MD"	2012	"Prince_Georges"	17	13	13	4	952	47	1010	840	36	993	932	46	993
"MD"	2012	"Prince_Georges"	17	13	14	4	1449	40	1505	1291	30	1467	1386	47	1449
"MD"	2012	"Prince_Georges"	17	13	15	4	1811	123	1956	1605	83	1913	1765	109	1893
"MD"	2012	"Prince_Georges"	17	13	16	4	1597	32	1635	1386	25	1589	1517	40	1572
"MD"	2012	"Prince_Georges"	17	13	17	4	1130	15	1151	934	15	1106	1045	21	1081
"MD"	2012	"Prince_Georges"	17	14	1	5	1118	311	1457	1006	206	1436	1136	253	1431
"MD"	2012	"Prince_Georges"	17	14	2	5	1731	137	1888	1564	97	1828	1650	127	1804
"MD"	2012	"Prince_Georges"	17	14	3	5	647	557	1233	535	398	1189	720	432	1183
"MD"	2012	"Prince_Georges"	17	14	4	5	601	463	1091	501	341	1062	634	386	1058
"MD"	2012	"Prince_Georges"	17	14	5	5	1076	563	1678	905	413	1627	1093	457	1617
"MD"	2012	"Prince_Georges"	17	14	6	5	500	400	927	395	299	892	509	339	885
"MD"	2012	"Prince_Georges"	17	14	7	5	1139	182	1333	991	120	1288	1098	154	1288
"MD"	2012	"Prince_Georges"	17	14	8	5	1246	167	1432	1114	119	1406	1200	151	1391
"MD"	2012	"Prince_Georges"	17	14	9	5	1333	328	1687	1165	229	1651	1312	279	1638
"MD"	2012	"Prince_Georges"	17	14	10	5	816	220	1048	725	137	1027	821	176	1026
"MD"	2012	"Prince_Georges"	17	14	11	5	919	372	1312	784	266	1280	931	302	1271
"MD"	2012	"Prince_Georges"	17	15	1	5	1825	205	2049	1554	116	1993	1766	177	1982
"MD"	2012	"Prince_Georges"	17	15	2	4	807	32	844	683	24	816	764	36	806
"MD"	2012	"Prince_Georges"	17	15	3	5	1037	69	1119	923	46	1091	1009	66	1082
"MD"	2012	"Prince_Georges"	17	15	4	5	1351	145	1516	1133	95	1489	1314	147	1482
"MD"	2012	"Prince_Georges"	17	15	5	4	2130	117	2261	1844	77	2231	2090	114	2221
"MD"	2012	"Prince_Georges"	17	15	6	5	1009	131	1157	848	68	1126	974	108	1116
"MD"	2012	"Prince_Georges"	17	16	1	4	283	40	327	238	20	305	260	32	300
"MD"	2012	"Prince_Georges"	17	16	2	4	401	76	486	367	57	477	393	69	473
"MD"	2012	"Prince_Georges"	17	16	3	5	1725	282	2059	1537	203	1993	1608	251	1990
"MD"	2012	"Prince_Georges"	17	16	4	4	1211	155	1392	1055	105	1316	1134	133	1301
"MD"	2012	"Prince_Georges"	17	16	5	4	52	14	69	50	13	69	54	13	67
"MD"	2012	"Prince_Georges"	17	16	98	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	16	99	4	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	17	1	4	1449	100	1578	1290	76	1527	1397	89	1509
"MD"	2012	"Prince_Georges"	17	17	2	4	797	81	891	674	50	833	729	62	808
"MD"	2012	"Prince_Georges"	17	17	3	4	850	75	936	738	56	877	770	64	844
"MD"	2012	"Prince_Georges"	17	17	4	4	1061	46	1117	944	32	1065	977	42	1032
"MD"	2012	"Prince_Georges"	17	17	5	4	568	48	620	487	32	581	510	45	565
"MD"	2012	"Prince_Georges"	17	17	6	4	643	59	708	555	49	673	609	53	670
"MD"	2012	"Prince_Georges"	17	17	7	4	1506	50	1562	1312	43	1492	1396	55	1461
"MD"	2012	"Prince_Georges"	17	17	8	4	1209	128	1372	1084	96	1314	1147	105	1289
"MD"	2012	"Prince_Georges"	17	17	9	4	720	113	858	634	79	812	678	87	793
"MD"	2012	"Prince_Georges"	17	17	10	4	1421	94	1530	1263	83	1461	1314	86	1434
"MD"	2012	"Prince_Georges"	17	17	11	4	1229	44	1283	1072	41	1215	1134	45	1197
"MD"	2012	"Prince_Georges"	17	17	12	4	1134	80	1232	1009	61	1200	1076	74	1177
"MD"	2012	"Prince_Georges"	17	18	1	4	1591	16	1619	1387	19	1555	1500	18	1533
"MD"	2012	"Prince_Georges"	17	18	2	4	937	13	954	807	13	898	851	17	876
"MD"	2012	"Prince_Georges"	17	18	3	4	1197	11	1211	1058	6	1165	1119	7	1136
"MD"	2012	"Prince_Georges"	17	18	4	4	870	11	884	743	16	851	818	17	848
"MD"	2012	"Prince_Georges"	17	18	5	4	842	11	854	715	14	808	778	14	800
"MD"	2012	"Prince_Georges"	17	18	6	4	1837	18	1862	1552	20	1801	1753	26	1791
"MD"	2012	"Prince_Georges"	17	18	7	4	1398	12	1413	1229	20	1371	1319	16	1346
"MD"	2012	"Prince_Georges"	17	18	8	4	893	12	906	743	10	867	827	13	850
"MD"	2012	"Prince_Georges"	17	18	9	4	879	22	908	730	18	858	814	22	849
"MD"	2012	"Prince_Georges"	17	18	10	4	579	2	584	491	3	556	537	9	550
"MD"	2012	"Prince_Georges"	17	18	11	4	976	21	1004	802	21	953	904	22	934
"MD"	2012	"Prince_Georges"	17	18	12	4	80	2	82	70	2	79	77	1	79
"MD"	2012	"Prince_Georges"	17	19	1	5	969	202	1209	834	125	1158	919	172	1154
"MD"	2012	"Prince_Georges"	17	19	2	5	880	132	1026	788	88	991	836	119	981
"MD"	2012	"Prince_Georges"	17	19	3	5	900	214	1159	848	153	1144	898	182	1139
"MD"	2012	"Prince_Georges"	17	19	4	4	637	70	713	561	46	690	605	67	683
"MD"	2012	"Prince_Georges"	17	19	5	4	1	0	1	0	0	1	1	0	1
"MD"	2012	"Prince_Georges"	17	20	1	5	1184	193	1395	1039	124	1348	1130	170	1329
"MD"	2012	"Prince_Georges"	17	20	2	4	540	29	578	465	24	561	503	36	554
"MD"	2012	"Prince_Georges"	17	20	3	4	1007	22	1033	878	19	1003	955	28	996
"MD"	2012	"Prince_Georges"	17	20	4	4	869	52	933	751	39	890	814	47	868
"MD"	2012	"Prince_Georges"	17	20	5	5	870	125	1013	757	76	969	848	100	971
"MD"	2012	"Prince_Georges"	17	20	6	5	802	110	920	703	69	881	766	90	879
"MD"	2012	"Prince_Georges"	17	20	7	4	1204	13	1224	1069	21	1173	1142	22	1173
"MD"	2012	"Prince_Georges"	17	20	8	4	1285	109	1410	1140	80	1367	1237	93	1354
"MD"	2012	"Prince_Georges"	17	20	9	4	914	83	1006	821	63	999	895	84	985
"MD"	2012	"Prince_Georges"	17	20	10	5	787	166	968	672	96	929	739	154	918
"MD"	2012	"Prince_Georges"	17	20	11	4	1153	63	1223	1030	53	1180	1090	55	1155
"MD"	2012	"Prince_Georges"	17	20	12	4	733	21	758	635	18	720	671	22	698
"MD"	2012	"Prince_Georges"	17	20	13	4	292	9	302	253	9	287	270	9	283
"MD"	2012	"Prince_Georges"	17	21	1	5	885	308	1255	759	232	1174	837	246	1168
"MD"	2012	"Prince_Georges"	17	21	2	5	549	189	786	491	155	745	511	153	737
"MD"	2012	"Prince_Georges"	17	21	3	5	1312	259	1642	1165	187	1593	1234	217	1578
"MD"	2012	"Prince_Georges"	17	21	4	5	710	194	931	630	141	901	689	160	905
"MD"	2012	"Prince_Georges"	17	21	5	4	750	186	951	674	118	918	739	136	899
"MD"	2012	"Prince_Georges"	17	21	6	5	1081	290	1447	970	210	1411	1052	225	1409
"MD"	2012	"Prince_Georges"	17	21	7	5	819	300	1171	733	223	1126	797	244	1126
"MD"	2012	"Prince_Georges"	17	21	8	5	905	23	943	808	18	914	840	36	899
"MD"	2012	"Prince_Georges"	17	21	9	5	389	89	495	354	60	473	388	63	471
"MD"	2012	"Prince_Georges"	17	21	10	5	725	281	1048	619	176	1013	706	218	1005
"MD"	2012	"Prince_Georges"	17	21	11	5	1158	103	1283	1023	70	1240	1103	98	1233
"MD"	2012	"Prince_Georges"	17	21	12	5	181	104	287	168	61	275	197	74	278
"MD"	2012	"Prince_Georges"	17	21	13	5	1265	93	1371	1148	72	1337	1207	91	1334
"MD"	2012	"Prince_Georges"	17	21	14	4	563	165	738	488	127	705	533	149	691
"MD"	2012	"Prince_Georges"	17	21	15	5	493	185	709	422	147	687	476	153	672
"MD"	2012	"Prince_Georges"	17	21	16	5	778	113	903	721	62	876	765	88	873
"MD"	2012	"Prince_Georges"	17	21	17	5	1309	320	1731	1139	235	1558	1091	271	1503
"MD"	2012	"Prince_Georges"	17	21	18	5	1097	109	1218	951	87	1172	1046	85	1163
"MD"	2012	"Prince_Georges"	17	21	19	5	8	10	19	7	5	18	9	8	18
"MD"	2012	"Prince_Georges"	17	21	97	5	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	21	98	5	0	0	0	0	0	0	0	0	0
"MD"	2012	"Prince_Georges"	17	21	99	5	0	0	0	0	0	0	0	0	0
"MD"	2012	"Queen_Annes"	18	1	1	1	217	660	899	206	411	881	187	621	875
"MD"	2012	"Queen_Annes"	18	2	1	1	278	530	828	254	376	816	202	482	783
"MD"	2012	"Queen_Annes"	18	2	2	1	335	521	870	282	401	862	155	515	838
"MD"	2012	"Queen_Annes"	18	3	1	1	371	675	1065	305	521	1039	270	636	999
"MD"	2012	"Queen_Annes"	18	3	2	1	521	1039	1592	435	829	1570	369	1011	1525
"MD"	2012	"Queen_Annes"	18	4	1	1	611	1132	1797	488	947	1765	459	1134	1716
"MD"	2012	"Queen_Annes"	18	4	2	1	618	1278	1942	521	1026	1914	459	1267	1863
"MD"	2012	"Queen_Annes"	18	4	3	1	272	662	952	225	539	935	191	643	910
"MD"	2012	"Queen_Annes"	18	4	4	1	330	590	940	255	487	924	243	587	890
"MD"	2012	"Queen_Annes"	18	4	5	1	452	910	1377	346	759	1356	326	895	1314
"MD"	2012	"Queen_Annes"	18	4	6	1	466	1071	1586	384	840	1568	335	1058	1528
"MD"	2012	"Queen_Annes"	18	5	1	1	324	594	937	267	458	920	214	591	888
"MD"	2012	"Queen_Annes"	18	5	2	1	281	805	1105	260	688	1098	177	783	1071
"MD"	2012	"Queen_Annes"	18	5	3	1	637	856	1532	541	677	1498	451	900	1462
"MD"	2012	"Queen_Annes"	18	6	1	1	182	596	792	176	412	783	128	575	760
"MD"	2012	"Queen_Annes"	18	7	1	1	415	587	1028	371	425	1020	270	583	997
"MD"	2012	"St._Marys"	19	1	1	5	541	771	1350	521	498	1304	726	562	1324
"MD"	2012	"St._Marys"	19	1	2	5	381	569	978	367	368	939	544	399	970
"MD"	2012	"St._Marys"	19	2	1	5	583	999	1628	514	727	1556	813	726	1589
"MD"	2012	"St._Marys"	19	2	2	5	465	796	1294	427	564	1242	661	566	1271
"MD"	2012	"St._Marys"	19	3	1	5	352	443	822	314	321	786	436	346	800
"MD"	2012	"St._Marys"	19	3	2	5	522	626	1164	482	395	1101	673	448	1140
"MD"	2012	"St._Marys"	19	3	3	5	337	671	1034	303	487	986	485	497	1016
"MD"	2012	"St._Marys"	19	3	4	5	300	584	904	257	428	875	446	419	886
"MD"	2012	"St._Marys"	19	3	5	5	314	602	946	276	457	906	466	430	926
"MD"	2012	"St._Marys"	19	4	1	5	521	882	1447	443	588	1388	697	684	1412
"MD"	2012	"St._Marys"	19	4	2	5	366	631	1032	311	416	978	474	491	995
"MD"	2012	"St._Marys"	19	4	3	5	472	865	1365	438	556	1292	674	624	1330
"MD"	2012	"St._Marys"	19	5	1	5	610	1009	1657	530	666	1578	806	753	1607
"MD"	2012	"St._Marys"	19	5	2	5	571	843	1447	482	577	1382	737	637	1412
"MD"	2012	"St._Marys"	19	5	3	5	436	999	1475	376	652	1418	600	803	1451
"MD"	2012	"St._Marys"	19	6	1	5	290	558	878	268	379	833	410	425	856
"MD"	2012	"St._Marys"	19	6	2	5	398	801	1234	329	537	1178	569	602	1211
"MD"	2012	"St._Marys"	19	6	3	5	459	1063	1564	436	759	1514	701	806	1541
"MD"	2012	"St._Marys"	19	6	4	5	407	656	1087	351	464	1034	532	505	1060
"MD"	2012	"St._Marys"	19	7	1	5	561	768	1353	529	455	1281	760	540	1327
"MD"	2012	"St._Marys"	19	8	1	5	725	561	1339	631	435	1279	811	433	1294
"MD"	2012	"St._Marys"	19	8	2	5	271	558	864	225	420	843	365	449	849
"MD"	2012	"St._Marys"	19	8	3	5	735	814	1615	624	648	1553	855	655	1570
"MD"	2012	"St._Marys"	19	8	4	5	1205	1186	2487	987	941	2391	1339	974	2411
"MD"	2012	"St._Marys"	19	8	5	5	633	1150	1841	532	916	1763	843	894	1793
"MD"	2012	"St._Marys"	19	8	6	5	301	573	896	285	426	868	430	437	881
"MD"	2012	"St._Marys"	19	8	7	5	702	476	1212	604	361	1163	766	370	1171
"MD"	2012	"St._Marys"	19	8	8	5	63	97	169	51	79	163	82	78	166
"MD"	2012	"St._Marys"	19	8	9	5	996	415	1452	873	322	1397	1025	330	1397
"MD"	2012	"St._Marys"	19	8	10	5	288	221	531	230	180	506	310	187	512
"MD"	2012	"St._Marys"	19	9	1	5	68	70	139	66	40	130	83	49	135
"MD"	2012	"Somerset"	20	1	1	1	192	141	340	165	99	323	143	137	312
"MD"	2012	"Somerset"	20	1	2	1	381	326	716	353	226	701	323	311	678
"MD"	2012	"Somerset"	20	1	3	1	140	60	202	118	45	191	118	69	192
"MD"	2012	"Somerset"	20	2	1	1	72	145	217	67	87	212	47	140	205
"MD"	2012	"Somerset"	20	3	1	1	236	393	634	199	274	619	156	395	599
"MD"	2012	"Somerset"	20	4	1	1	166	259	434	138	185	423	111	260	413
"MD"	2012	"Somerset"	20	5	1	1	144	267	417	128	193	405	97	250	398
"MD"	2012	"Somerset"	20	6	1	1	105	106	213	83	71	200	75	100	193
"MD"	2012	"Somerset"	20	7	1	1	484	483	973	401	317	904	336	497	886
"MD"	2012	"Somerset"	20	8	1	1	212	532	754	182	389	726	145	517	721
"MD"	2012	"Somerset"	20	8	2	1	57	199	260	52	149	257	44	193	246
"MD"	2012	"Somerset"	20	9	1	1	62	117	185	59	82	182	41	113	176
"MD"	2012	"Somerset"	20	10	1	1	41	44	87	48	25	82	23	57	83
"MD"	2012	"Somerset"	20	10	2	1	3	33	37	6	14	36	4	32	36
"MD"	2012	"Somerset"	20	11	1	1	20	63	83	19	41	79	16	51	75
"MD"	2012	"Somerset"	20	12	1	1	118	248	370	96	183	353	79	233	342
"MD"	2012	"Somerset"	20	13	1	1	17	57	74	13	43	71	13	54	69
"MD"	2012	"Somerset"	20	13	2	1	72	105	177	55	79	172	57	99	165
"MD"	2012	"Somerset"	20	13	3	1	38	63	104	27	50	98	27	59	97
"MD"	2012	"Somerset"	20	14	1	1	56	170	230	58	103	227	41	159	222
"MD"	2012	"Somerset"	20	15	1	1	444	105	552	399	79	534	389	115	518
"MD"	2012	"Somerset"	20	15	2	1	453	65	520	392	54	496	390	82	490
"MD"	2012	"Somerset"	20	15	3	1	39	15	55	31	13	53	30	16	52
"MD"	2012	"Talbot"	21	1	1	1	673	794	1487	597	666	1454	369	809	1393
"MD"	2012	"Talbot"	21	1	2	1	939	1030	2011	811	808	1960	507	1063	1911
"MD"	2012	"Talbot"	21	1	3	1	621	497	1156	530	390	1127	397	531	1095
